Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Alconie Formation|68089|Alconie|35445|||Yes|Formation, beds|Formal|Variation of reserved name|Described|Mount Howden Subgroup|35886|||Paleoproterozoic||||Paleoproterozoic|||||||No|60485||||||Reserved as Alconie (Ferris 1998). Geological province: Olary Domain, Curnamona Province. Equivalent to Cartwrights Creek Metasediments in Broken Hill Domain.|Graphitic chiastolite pelite and metasiltstone.|metasedimentary siliciclastic|||N|
Alcurra Dolerite|39599|Alcurra Dyke Swarm|29763|||Yes|Formation, beds|Formal|Variation of published name|Defined|||Warakurna Supersuite|73257|Mesoproterozoic|1067|8||Mesoproterozoic|1085|2|isotopic, Ar/Ar|||NT|Yes|60679|61154|Edgoose, C.|03/AUG/92|Kruse, P.D.|31/OCT/03|Intrudes Pitjantjatjara Supersuite (Kulgera and Ayers Range Granites). Intruded by Angatja Granite. See also Alcurra dolerite. Age: 1080Ma.|Dolerite with ophitic to sub-ophitic texture contains plagioclase, clinopyroxene, olivine, K-feldspar, minor quartz and opaques.|igneous mafic intrusive|||Y|
Aldgate Sandstone|251|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Emeroo Subgroup|25895|||Neoproterozoic||||Neoproterozoic|||||||No|34308|||||||Heavy mineral banded quartzite and arkose with conglomerates.||||N|
Aldinga Member|27074|Aldinga Limestone|253|||Yes|Member, phase|Formal|Variation of published name|Redefined|Port Willunga Formation|26109|||Early Oligocene|36|||Late Eocene|37||||20|SA|Yes|30250|35689|Cooper B.J.|20/SEP/77|SA SNSC|20/OCT/77||Consists of variable shelly and bryozoal clays, silts and sands, and limestones, which are fawn, yellow-brown and grey in colour.|sedimentary carbonate|||N|
Algebuckina Sandstone|262|||||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Valanginian||||Toarcian|||||750|SA|No|44689|41063|||||Age: Early Jurassic to Early Cretaceous but includes 2 erosional breaks.[from chart dated 1/5/97]. See also Algebuckina Formation.|Sandstone, fine to coarse-grained, with granule and pebble layers, and shale intraclasts|sedimentary siliciclastic|||N|
Alinerta Gravel|24153|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Cenozoic||||Cenozoic|||||5|SA|Yes|40925||KriegG.|21/SEP/82|SA SNSC|08/JUN/83|Defn card held [CEB May 2002]|Gypcreted, conglomeratic, silty sand; clasts of silcrete pebbles, cobbles and boulders, and of bleached and porcellanitized Mesozoic shale; gypsum finely to coarsely crystalline and imparts a very pale buff to pink hue to the unit.||||N|
Alinya Formation|33891|Alinya beds|21110|||Yes|Formation, beds|Formal|Resvd name published|Defined|Callanna Group|3338|||Cryogenian||||Cryogenian|||||1000||No|23286|23282|||||The formation was included in Major's Pindyin Beds. Originally named Alinya beds (Stainton et al 1988) and renamed Alinya Formation (Zang 1995).|||||N|
Allaru Mudstone|291|Allaru Member|290|||Yes|Formation, beds|Formal|Variation of published name|Defined|Wilgunya Subgroup|20031|||Cenomanian|94|||Albian|96|||100|700|QLD|No|33642|63979|||||See also Allaru Formation. Laterally equivalent to Oodnadatta Formation. The name Allaru Mudstone is only used when Toolebuc Formation is present, see 00/30891. Part of Wilgunyah Subgroup, Rolling Downs Gp, although some authors attribute it to the Maree Subgroup of the Neales River Group. See also Alluru Mudstone (a misspelling).|Primarily blue-grey mudstone (partly pyritic) and interbedded calcareous siltstone, cone-in-cone limestone and lesser sandstone (Ref: 63979).|argillaceous detrital sediment|sedimentary carbonate||N|
Allendale Metasediments|23328|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Broken Hill Group|2617|||Paleoproterozoic||||Paleoproterozoic|1691|3|||1000|NSW|No|38969|39662|B.P.J.Stevens|25/JAN/82|||Term not used in SA.  Not to be confused with the Allandale Formation nomenclature, or the misspelt Allendale Formation - which are Permian in age. Within the Willyama Supergroup and previously included in the Purnamoota Subgroup. Equivalent to Plumbago Formation in the Olary Domain.|Metasediments. Albitic psammite, pelite.|metasedimentary siliciclastic|||N|
Alpana Formation|23330|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Permian||||Carboniferous|||||20|SA|No|39904|39904|Morton, J., Griffiths, M., Hill, T.|09/MAY/84||||Till, lodgement; proglacial sand; sandstone with lonestones|feldspar- or lithic-rich arenite to rudite|||N|
Alpha Mudstone|69205|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|Namba Formation|13707|||Miocene||||Miocene|||||100||No|60564||||||Lowermost informal unit of Namba Formation. Overlain disconformably by a fluviatile middle member (uranium ore horizon at Beverley). The upper member is predominantly a blue-grey clay, in parts sandy and silty. (Geology of Mineral dep's, Aus and PNG vol.2)|The upper member is predominantly a blue-grey clay, in parts sandy and silty; claystone.||||N|
Amata Dolerite, Alcurra Dolerite|72639|||||Yes|Formation, beds|Informal|Variation of published name|Described|||||Neoproterozoic||||Mesoproterozoic|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Dolerite and amphibolite dykes, sills and plugs; minor gabbro|igneous mafic intrusive|||Y|
Amberoona Formation|353|Amberoona formation|355|||Yes|Formation, beds|Formal|Other new published name|Fully described|Upalinna Subgroup|31400|||Neoproterozoic||||Neoproterozoic|||||1700||No|9862|22510||||||Grey-green or dark grey laminated siltstone sometimes with slate, dolomite.|sedimentary carbonate|argillaceous detrital sediment||N|
Ameroo Subsuite|35893|Ameroo Gneiss|29841|||Yes|Subgroup|Formal|Variation of published name|Defined|||Basso Suite|35879|Statherian|1703|6||Statherian|1711|2|isotopic, U/Pb||||No|23347|23347|||||Age: ~1.71Ga. Geological province: Olary Domain, Curnamona Province. This metagranite was previously named Ameroo Gneiss and  Basso Granodiorite.|Consists of foliated biotite gneiss or adamellite gneiss|high grade metamorphic rock|||Y|A-type
Ampeinna Granite|26343|||||Yes|Formation, beds|Informal|Unknown or process pending|Briefly described|||Pitjantjatjara Supersuite|39078|Mesoproterozoic||||Mesoproterozoic|||||||No|30923|||||||Granite, biotite-hornblende, porphyritic|igneous felsic intrusive|||Y|
Amphitheatre Group|381|Amphitheatre Beds|374|||Yes|Group, Suite|Formal|Variation of published name|Redefined|Cobar Supergroup|27673|||Pragian||||Late Silurian||||||NSW|No|43491|41528|||||Defined 1987. Redefined 1994. See also definition card for Amphitheatre Formation. See also Lexicon. Referred to in Cobar Basin. Informally divided into Upper and Lower Amphitheatre Groups.|Siliciclastic sediments, undivided.|sedimentary siliciclastic|||N|
Anabama Granite|26344|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Late Ordovician|450|||Middle Ordovician|463|3|||||No|34537|||||||Granite to granodiorite, coarse-grained, biotitic. S-type to I-type.|igneous felsic intrusive|||Y|
Anama Siltstone Member|34744|||||Yes|Member, phase|Formal|Resvd name published|Defined|Rhynie Sandstone|16067|||Neoproterozoic||||Neoproterozoic|||||80||No|22889|22889|||||Age - Early Torrensian.  Parent assumed from Table 1 on p32 in ref 00/30621.  Underlying the Anama Siltstone Member are unnamed members of the Rhynie Sandstone with abrupt, gradational or sharp contacts. Type Section Location details in ref 00/30621.|||||N|
Andamooka Limestone|416|Andamooka limestone|417|||Yes|Formation, beds|Formal|Variation of published name|Described|Hawker Group|8159|||Early Cambrian||||Early Cambrian|||||||No|44689|||||||Limestone, grey, off-white, brown, buff, pink, recrystallised, commonly dolomitised, locally sandy or pyritic.  Intraclastic or oolitic interbeds; siliciclastics at base.  Local trilobite fragments, archaeocyatha, calcimicrobes.  Peritidal/subtidal shelf|sedimentary carbonate|||N|
Angaston Marble|28124|Angaston marble|440|||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|Normanville Group|14255|||Early Cambrian||||Early Cambrian|||||||No|34536|||||||Marble, coarse-grained, amphibolitic, white, crystalline.|metasedimentary carbonate|||N|
Angatja Suite|42420|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Mesoproterozoic|1071|5|isotopic, Pb/Pb|Mesoproterozoic|||||||No|24496||||||See also Angatja Granite Suite.  Age: 1071+/-5Ma (Pb-Pb).|Foliated, porphyritic orthopyroxene-clinopyroxene granite, charnockite, hornblende-biotite granite; variably mylonitised and recrystallised to garnet-clinopyroxene-biotite-bearing assemblages|meta-igneous felsic intrusive|||Y|
Angepena Formation|28203|||||Yes|Formation, beds|Formal|Other new published name|Redefined|Upalinna Subgroup|31400|||Cryogenian||||Cryogenian|||||1330|SA|No|34521|30177|||||Age :Marinoan. Redefined to include former upper members of Brighton Limestone and Balcanoona Formation. Formerly of the Willochra Subgroup now replaced by Upalinna Subgroup.|Finely laminated red-brown to purple siltstone with mudcracks; dolomitic interbeds.|argillaceous detrital sediment|sedimentary carbonate||N|
Anthony Member|41897|||||Yes|Member, phase|Formal|Other new published name|Described|Pidinga Formation|15170|||Late Eocene||||Late Eocene|||||||No|61234||Hou, B.|20/OCT/04|||Name derivation: Lake Anthony, southeastern TALLARINGA 1:250K sheet.  Replaces informal "upper member" of Pidinga Fm; where Ooldea Sand and Paling Lst are absent it is difficult to separate from lower part of Pidinga Fm (Maralinga Member).|Estaurine-fluvial clastics and lignite.||||N|
Antro Suite|72293|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Mesoproterozoic||||Paleoproterozoic|1640||||||No|62514|||||||I-type granitoids.||||Y|
Apamurra Formation|34536|Apamurra Member|26292|||Yes|Formation, beds|Formal|Variation of published name|Defined|Marla Group|28212|||Early Cambrian||||Early Cambrian|518||||78||No|44133|23282||||||Shallow marine to tidal flat calcareous siltstone, sandstone, minor limestone, alluvial fan conglomerate and sandstone.|sedimentary siliciclastic|sedimentary carbonate||N|
Appila Tillite|501|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Yudnamutana Subgroup|21049|||Cryogenian||||Cryogenian|||||||No|44690||||||Age: Sturtian. Within the Umberatana Group.|Deeply weathered siltstones and tillites.|sedimentary siliciclastic|||N|
Arburee Rhyolite|540|||||Yes|Formation, beds|Formal|Other new published name|Defined|Glyde Hill Volcanic Complex|7458|||Calymmian||||Calymmian||||||SA|Yes|30984|30984|Giles C.|18/JUL/06|SA SNSC|22/FEB/77|Parent: Gawler Range Volcanics in 00/30272|||||N|
Arbury Park Sandstone Member|34654|Arbury Park|30373|||Yes|Member, phase|Formal|Resvd name published|Defined|Aldgate Sandstone|251|||Neoproterozoic||||Neoproterozoic|||||310||No|22869|22869|||||Type section in ref.  00/30600, age of unit is Earliest Torrensian.  Within the Emeroo Subgroup of the Burra Group.|||||N|
Archean to Paleoproterozoic granulite-facies metamorphics 76513|76513|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Paleoproterozoic|2300|||Neoarchean|2800||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|High-grade metamorphic rocks, generally with granulite facies assemblages; includes granitic gneisses|high grade metamorphic rock|||N|
Arcoeillinna Sandstone|24164|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Marla Group|28212|||Early Cambrian|518|||Early Cambrian|520||||172|SA|Yes|38329|38329|M.C.Benbow|17/OCT/79|SA SNSC|07/FEB/83||Sandstone, red-brown, very fine to medium-grained, moderately well sorted and immature. Interbedded with claystone and siltstone. Also minor pebbly horizons. Clasts of claystone|sedimentary siliciclastic|||N|
Arcoona Quartzite Member|552|||||Yes|Member, phase|Formal|Unknown or process pending|Described|Tent Hill Formation|17959|||Neoproterozoic||||Neoproterozoic|||||||No|44538||||||Synonym for Simmens Qaurtzite Member. See also Arcoona Quartzite.|Cross-bedded flaggy quartzites and orthoquartzites with shale and clay gall clasts.||||N|
Arcoota Beds|67989|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Early Pliocene||||Late Paleocene|||||||No|44133||||||Should be Arcoota beds.|||||N|
Areyonga Formation|571|Areyonga Tillites|69390|||Yes|Formation, beds|Formal|Variation of published name|Redefined|||||Cryogenian|725|||Cryogenian|780||||250|NT|Yes|48838|48838|Preiss W.V., Walter M.R., Coats R.P., Wells A.T.|28/JUN/06|Wells, A.T.|31/OCT/77|Defined 1962,1965. Redefined on 1977 definition card & in J0301/05. Predominantly a NT unit? Correlative of Sturtian glacial succession of Adelaide Geosyncline where Rb-Sr dates have yielded an age of ~730Ma.|Diamictite (tillite); rare interbeds of sandstone, conglomerate, dolostone.|sedimentary siliciclastic|||N|
Argonaut Member|32304|||||Yes|Member, phase|Formal|Resvd name published|Briefly described|Mount Salt Formation|13080|||Santonian||||Coniacian|||||||No|24314||Partridge A.D.|02/FEB/98|||Age: Coniacian to early Santonian.|Thick lenticular sequence of interbedded sandstones and shales||||N|
Aristarchus Peridotite|29822|Aristarchus|21148|||Yes|Formation, beds|Formal|Resvd name published|Described|Mulgathing Complex|28826|||Archean||||Archean|||||||No|43052|||||||||||Y|
Arkaba Hill Beds|24165|||||Yes|Formation, beds|Informal|Resvd name published|Defined|Curdimurka Subgroup|24236|||Neoproterozoic||||Neoproterozoic|||||242|SA|Yes|36245|36245|Mount T.J., Delhi Petroleum Pty Ltd|19/NOV/79|SA SNSC|14/AUG/80|In current nomenclature should be Arkaba Hill beds. Definition dated 18-APR-1980.|Laminated stromatolitic dolomite and limestone; interbedded micaceous siltstone, fine sandstone.||||N|
Arkaroola Subgroup|600|||||Yes|Subgroup|Formal|Variation of published name|Fully described|Callanna Group|3338|||Cryogenian|830|||Cryogenian|840||||||No|37854||||||Name and spelling not to be confused with (Permian) Arkarula Formation. South Australian equivalent of Poolamacca Group of NSW. Possibly equivalent to Wooltana Volcanics.|Basal quartzite and conglomerate, carbonate and basalt.|sedimentary siliciclastic|sedimentary carbonate||N|
Armchair Granite|29894|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Babbage Supersuite|41670|Proterozoic||||Proterozoic|||||||No|43052||||||Used in Proterozoic Granites Project.|||||Y|
Aroona Creek Limestone|26354|||||Yes|Formation, beds|Formal|Variation of published name|Described|||||Toyonian||||Toyonian|||||70||No|65625|||||||||||N|
Arrabury Formation|23342|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Nappamerri Group|13823|||Anisian||||Tatarian||||50|412|QLD|No|42008|42008|Powis G.D.|21/MAR/89|||The unit overlain disconformably by Eromanga Basin Sediments. Combined thickness of the three members is 375m.|Red beds, sandstone, siltstone, mudstone carbonaceous in part. Fluvial, fluvio-lacustrine.|sedimentary siliciclastic|||N|
Arrowie Formation|637|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Late Pleistocene||||Pleistocene|||||||No|30176|||||||Gravel, sub-angular, lime-coated, in red-brown clay (possibly includes gravels of other ages)|regolith|||N|
Arthurton Granite|29921|Arthurton granite""|655|||Yes|Formation, beds|Formal|Variation of published name|Described|||Hiltaba Suite|26613|Calymmian|1582|7||Calymmian|1600||||||No|43052||||||Age: 1600-1575Ma.|Pink, coarse-grained, A-type monzogranite with quartz, microcline, plagioclase, mica, sphene, magnetite and chlorite; undeformed to foliated; often pegmatitic or miarolitic|igneous felsic intrusive|||Y|
Aruhna Subgroup|31754|Arunha Subgroup|21159|||Yes|Subgroup|Formal|Resvd name published|Briefly described|Wilpena Group|20148|||Neoproterozoic||||Neoproterozoic|||||||No|43845||||||Consists of Wilcolo Sandstone and Bunyeroo Formation. Accidental variation on reserved name spelling. Correct spelling in dispute. Gazetted name is Arrunha Creek.|||||N|
Arumbera Sandstone|668|Arumbera sandstone|676|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Pertaoorrta Group|15091|||Early Cambrian|500|||Ediacaran|590||||2000||No|48639||||||Formerly Eninta Formation? This unit comprises two depositional successions which may be referred to as the Lower (Late Neoproterozoic) and Upper (Early Cambrian) Arumbera Sandstones, separated by a disconformity (RefID: 65233). Key reservoir in the Dingo and Orange gas fields in the Amadeus Basin.|Brown, thinly bedded fine and medium micaceous feldspathic sandstone; minor pebble conglomerate and micaceous siltstone.|sedimentary siliciclastic|||N|
Attraction Hill Sandstone Member|746|Attraction Hill Member|745|||Yes|Member, phase|Formal|Unknown or process pending|Briefly described|Marree Formation|11370|||Cretaceous||||Cretaceous|||||||No|34611|||||||Lenticular coarse ferruginous sandstone, grit and conglomerate.||||N|
Auburn Dolomite Member|34761|Auburn Dolomite|27955|||Yes|Member, phase|Formal|Variation of published name|Described|Saddleworth Formation|16502|||Neoproterozoic||||Neoproterozoic||||||SA|No|22889||||||Formerly known as the Auburn Dolomite (superseded) the unit has been down graded from formation to member status. See ref 00/30621 for location of type section and details of unit change. Age-Late Torrensian. Within the Bungarider Subgroup.|Dolomitic siltstone, fine grained sandstone, dark grey dolomite.||||N|
Avondale Clay|803|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Early Pleistocene||||Early Pleistocene|||||161||No|34180|||||||Green to grey clay, ferruginous mottling.||||N|
Ayers Range Granite|39515|Ayers Ranges Adamellite|29278|||Yes|Formation, beds|Formal|Resvd name published|Defined|||Pitjantjatjara Supersuite|39078|Mesoproterozoic|1159|17|isotopic, U/Pb-Pb/Pb ion probe|Mesoproterozoic|1159|17|isotopic, U/Pb-Pb/Pb ion probe||||No|60678|61154|Edgoose, C.|24/OCT/03|Kruse, P.D.|24/OCT/03|Intruded by Alcurra Dolerite.[ ?? Article says intrudes Alcurra Dolerite]|Porphyritic clinopyroxene-hornblende-biotite monzonite and granodiorite|igneous felsic intrusive|||Y|
Ayers Range and Kulgera Granites|76195|||||Yes|Formation, beds|Informal|Variation of published name|Unpublished|||Pitjantjatjara Supersuite|39078|Mesoproterozoic||||Mesoproterozoic|||||||No|||||||Musgrave Province. Porphyritic clinopyroxene-hornblende-biotite monzonite and granodiorite (Ayers Range Granite) and porphyritic hornblende-biotite granite and quartz monzonite (Kulgera Granite). Informal combined unit to be used for Georgina-Arunta energy assessment 1:1 million solid geology interpretation.|Porphyritic clinopyroxene-hornblende-biotite monzonite and granodiorite (Ayers Range Granite) and porphyritic hornblende-biotite granite and quartz monzonite (Kulgera Granite).|igneous felsic intrusive|||Y|
Babbage Supersuite|41670|Babbage Association|35717|||Yes|Supergroup|Formal|Variation of published name|Briefly described|||||Mesoproterozoic||||Mesoproterozoic|1560||||||No|50605||||||Geological Province: Gawler Craton & Curnamona Province.|||||Y|
Backstairs Passage Formation|854|||||Yes|Formation, beds|Formal|Other new published name|Defined|Keynes Subgroup|22091|||Early Cambrian||||Early Cambrian|||||1100|SA|No|30377|30377|||||Formerly part of Inman Hill Subgroup (Kanmantoo Group). Now within the Keynes Subgroup (Kanmantoo Group).|Contains highly weathered and kaolinised metasandstones and meta siltstone.||||N|
Backy Point Formation|855|Backy Point beds|856|||Yes|Formation, beds|Formal|Unknown or process pending|Described|Callanna Group|3338|||Neoproterozoic||||Neoproterozoic|||||||No|44660||||||See also Pandurra Formation|Sandstone; conglomerate, pink to red, locally haematitic|sedimentary siliciclastic|||N|
Bakara Calcrete|28340|Bakara calcrete|910|||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Pleistocene||||Pleistocene|||||||No|30757|||||||||||N|
Bakers Gully Gravel|915|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned||||||||||||||||No|36244|||||||||||N|
Balcanoona Formation|926|||||Yes|Formation, beds|Formal|Other new published name|Redefined|Nepouie Subgroup|31401|||Cryogenian||||Cryogenian|||||520|SA|No|34011|30177|||||Age: Sturtian. Redefined to exclude the upper, bedded dolomite member of original definition.|Pale grey dolomite and dolomite marble; stromatolitic limestone with edgewise conglomerate interbeds, dolomite, minor shale.|sedimentary carbonate|sedimentary siliciclastic||N|
Balcoracana Formation|935|Balcoracana formation|936|||Yes|Formation, beds|Formal|Other new published name|Described|Lake Frome Group|10045|||Middle Cambrian||||Middle Cambrian|||||280||No|65625|||||||Red and green micaceous siltstone, shale, carbonate cycles.|sedimentary siliciclastic|sedimentary carbonate||N|
Bald Rock beds|34786|Bald Rock Beds|75851|||Yes|Formation, beds|Informal|Other new published name|Mentioned|||||Middle Cambrian||||Early Cambrian|||||||No|22755||||||See also Bald Rock Beds.|||||N|
Baldry Rhyolite|947|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Glyde Hill Volcanic Complex|7458|||Mesoproterozoic||||Mesoproterozoic||||||SA|Yes|30984|30984|Giles C.|19/JUL/06|Gatehouse, C.G.|22/FEB/77||||||N|
Balhannah Shale Member|964|||||Yes|Member, phase|Formal|Unknown or process pending|Described|Woolshed Flat Shale|27940|||Neoproterozoic||||Neoproterozoic|||||||No|34320|||||||Shale.||||N|
Balparana Sandstone|1009|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Yerelina Subgroup|20962|||Neoproterozoic||||Neoproterozoic III|||||215|SA|No|34535|30177|||||Age: Marinoan|Feldspathic sandstone with quartz granules and pebbles.||||N|
Balquhidder Formation|25773|||||Yes|Formation, beds|Formal|Other new published name|Defined|Bollaparudda Subgroup|39570|||Early Cambrian||||Early Cambrian||||||SA|No|30380|30381|||||Within the Kanmantoo Group. In the Kanmantoo Trough.|Grey, biotite-laminated, lithic metasandstone. Well-bedded to convoluted. Bouma-like sequence of alternating sandstone and siltstone, graded bedding, flame structures and ripple drift x-bedding.||||N|
Balta Granite|1011|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Hiltaba Suite|26613|Mesoproterozoic|1450|18|isotopic, Rb/Sr|Paleoproterozoic|1550||isotopic, Rb/Sr|||SA|Yes|34830|34830|Benbow M.C., Flint R.B.|01/JUN/77|Gatehouse, C.G.|30/MAR/79|Age: 1600-1580Ma. Geological Province: Mount Woods Inlier.|Granite and monzogranite, even-grained and porphyritic; brick-red granite; hybrid granite and ?diorite|igneous felsic intrusive|||Y|
Balta Suite|69926|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Mesoproterozoic||||Mesoproterozoic|1600||||||No|61262||||||Age: <1600Ma. Geological Province: northern Gawler Craton.|||||Y|
Baltucoodna Quartzite|24172|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Peake Metamorphics|14973|||Statherian||||Statherian|||||4500|SA|Yes|36733|36733|R.B.Flint|26/MAY/77||29/JUL/81|Defn published prior to receipt by SNC and as such cannot be modified - thus no approval|Greyish white quartzites, porphyritic and amygdaloidal basalts, minor quartz+muscovite schists, and grey phyllites||||N|
Bangar Kimberlitic Diatreme|73003|||||Yes|Formation, beds|Informal|Other new published name|Mentioned|||||Jurassic||||Jurassic|||||||No|||||||Lithology referring to a unit to be used for the Australian 1:1 million geological map, National Maps Project.|Kimberlitic diatreme|igneous kimberlite|||Y|
Barossa Complex|1138|||||Yes|Group, Suite|Formal|Other new published name|Described|||||Mesoproterozoic|1590||inferred, structural relationship|Paleoproterozoic|||||||No|34308||||||Age: >1590Ma (metamorphic age). Located on the margin of the currently preserved Gawler Craton and Curnamona Province. Overlain by Neoproterozoic to Cambrian rift complex forming a basement to this rift fill sequence. Also in Stansbury Basin [??? says who? unit too old CEB 1-SEP-2010]|Metamorphic rocks with retrograde metamorphism; metasediments, strongly banded parallel to gneissic foliation; minor intrusive granitic, pegmatitic and amphibolitic dykes|metamorphic|||N|
