Reference Id | Author | Year | Title | Source | Vol/Part | Pages
9691|Needham, R.S., Watchman, A.L., Smart, P.G., Lachlan, P.R., Fuchs, P.H.|1983|Jim Jim, Northern Territory,  1:100 000 Geological Map, Sheet 5471 - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics|1v|Map
9694|Stirzaker, J.F., Freeman, M.J.|1985|Jinka, Northern Territory 1:100 000 Geological Map, Sheet 6052 - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics and Northern Territory Geological Survey|1v|Map
9701|Needham, R.S., Lachlan, P.R., Kopras, J.|1983|Junction Bay, Northern Territory 1:100 000 Geological Map, Sheet 5674 - Preliminary Edition, First revision|Bureau of Mineral Resources, Geology and Geophysics|1v|Map
9733|Stuart-Smith, P.G., Needham, R.S., Lachlan, P.R., Blythe, P.|1978|Kapalga, Northern Territory  1:100 000 Geological Map, Sheet 5372  -  Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics|1v|Map
9814|Offe, L.A., Jones, B.G.|1981|Macdonnell Ranges, Northern Territory,  1:100 000 Geological Map, Sheet 5550  - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics and Northern Territory Geological Survey|1v|Map
9830|Blythe, P.L., Noon, T.A.|1979|Malbon 1:100 000 Geological Map - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics and Geological Survey of Queensland||
9862|Forbes, B.G., Coats, R.P., Webb, B.P., Horwitz, R.C|1965|Marree 1:250 000 Geological Map - First Edition|Geological Survey of South Australia|1v|Map
10116|Green, P.M.|1979|Mount Whelan 1:100 000 Geological Map - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics and Geological Survey of Queensland ?|1v|Map
12466|Summons, R.E., Bradshaw, M., Crowley, J., Edwards, D.S., George, S.C., Zumberge, J.E.|1998|Vagrant Oils: Geochemical Signposts to Unrecognised Petroleum Systems|in Purcell, P.G. & Purcell, R.R. (eds), The sedimentary basins of Western Australia 2. Proceedings of a PESA Symposium, Perth||170-184
12575|Marshallsea, S.J., Green, P.F., Webb, J.|2000|Thermal history of the Hodgkinson Province and Laura Basin, Queensland: multiple cooling episodes identified from apatite fission track analysis and vitrinite reflectance data.|Australian Journal of Earth Sciences|47(4)|779-797
12733|Ghori, K.A.R.|1998|Petroleum generation potential and thermal history of the Palaeozoic, Carnarvon Basin, Western Australia|in Purcell, P.G. & Purcell, R.R. (eds), The sedimentary basins of Western Australia 2. Proceedings of a PESA Symposium, Perth||553-567
12891|Gorter, J.D., Nicoll, R.S., Purcell, R.R., Phillips, S.E.|1998|Contributions to the Geology of the Wiso Basin (Middle Cambrian to Ordovician), Northern Territory. IN Purcell, P.G. & Purcell, R.R. (eds). The Sedimentary Basins of Western Australia 2.|Petroleum Exploration Society of Australia. Proceedings.||731-743
12951|Ambrose, G.J., Kruse, P.D., Putnam, P.E.|2001|Geology and hydrocarbon potential of the southern Georgina Basin, Australia|APPEA Journal|41|139-163
13194|Mory, A.J.|1990|Bonaparte Basin. IN Geology and Mineral Resources of Western Australia|Geological Survey of Western Australia. Memoir|3|380-415
13222|Gorter, J.D., Kiolkowski, V., Bayford, S.W.|1998|Evidence of Lower Triassic reservoirs with possible hydrocarbon charge in the Southern Bonaparte Basin. IN: Purcell P.G., Purcell, R.R (editors), The sedimentary basins of Western Australia 2|Petroleum Exploration Society of Australia. Proceedings.||229-235
13224|Brincat, M.P., O'Brien, G.W., Lisk, M., De Ruig, M., George, S.C.|2001|Hydrocarbon charge history of the northern Londonderry High: Implications for trap integrity and future prospectivity.|APPEA Journal|41(1)|483-496
13242|Gorter, J.D.|1998|Revised Upper Permian stratigraphy of the Bonaparte Basin IN Purcell, P.G. and R.R. "The Sedimentary Basins of Western Australia 2; Proceedings. West Australian Basins Symposium, Perth, Western Australia, 1998"|Petroleum Exploration Society of Australia. Proceedings.|2|213-228
13267|Ellis, G.K.|1998|Fluid flow, diagensis and hydrocarbon entrapment history of the Plover Formation, Sahul Platform, Australia. IN: Purcell, P.G., Purcell, R.R. (editors), 'The sedimentary basins of Western Australia 2'|Proceedings of the Petroleum Exploration Society of Australia Symposium|Perth 1998|273-286
13310|Lisk, M., Brincat, M.P., Eadington, P.J., O'Brien, G.W.|1998|Hydrocarbon charge in the Vulcan Sub-basin. IN: Purcell, P.G., Purcell, R.R. (editors), The sedimentary basins of Western Australia 2|Proceedings of the Petroleum Exploration Society of Australia Symposium|Perth 1998|287-303
13353|Blevin, J.E., Boreham, C.J., Summons, R.E., Struckmeyer, H.I.M., Loutit, T.S.|1998|An effective Lower Cretacecous petroleum system on the North West Shelf: evidence from the Browse Basin.|in Purcell, P.G. & Purcell, R.R. (eds), The sedimentary basins of Western Australia 2. Proceedings of a PESA Symposium, Perth||397-420
13516|Price, P.L.|1997|Permian to Jurassic palynostratigraphic nomenclature of the Bowen and Surat Basins IN: P.M. Green (ed.) "The Surat and Bowen Basins, south-east Queensland"|Queensland Minerals and Energy Review Series, Queensland Geological Survey|1v|p137-178
14019|Cutovinos, A., Beier, P.R., Kruse, P.D., Abbott, S.T., Dunster, J.N., Brescianini, R.F.|2002|Limbunya, Northern Territory (Second Edition). 1:250 000 geological map series explanatory notes SE 52-07|Northern Territory Geological Survey, Darwin|1v|36p
22429|Jagodzinski, E.|1998|Shrimp U-Pb dating of ignimbrites in the Pul Pul Rhyolite Northern Territory;  A cautionary tale|AGSO Research Newsletter|28|P23-25
22432|Jackson, M.J., Page, R., Southgate, P., Scott, D.|1997|Why sequence stratigraphy and not lithostratigraphy for exploration?|AGSO Research Newsletter|26|20-22
22438|Betts, P.G., Lister, G.S., Pound, K.S.|1999|Architecture of a Palaeoproterozoic Rift System: evidence from the Fiery Creek Dome region, Mt Isa terrane|Australian Journal of Earth Sciences|46(4)|533-554
22440|Blake, D.H.|1997|Proterozoic thrusting in the Osmand Range area of the East Kimberley, Western Australia.|AGSO Research Newsletter|26|p 4-6
22442|Wakelin-King, G.A.|1999|Banded mosaic ("tiger bush") and sheetflow plains: a regional mapping approach|Australian Journal of Earth Sciences|46(1)|53-60
22444|Giddings, J., Klootwijk, C.|1997|Rock Magnetism gets under way in AGSO|AGSO Research Newsletter|26|p 7- 9
22445|Stewart, A.|1998|Subeclogitic rocks and their implications for crustal structure in the western Musgrave block, central Australia|AGSO Research Newsletter|29|p16-18
22446|Ferenczi, P.A., Ahmad, M.|1998|Geology and mineral deposits of the Granites-Tanami and Tenant Creek Inliers, Northern Territory.|AGSO Journal of Australian Geology and Geophysics|17(3)|19-33
22452|Moore, A.|1995|Is oil being generated beneath the northern Arafura Sea?|AGSO Research Newsletter|23|p5-7
22453|Southgate, P.N., Abbott, S., Bradshaw, B.E., Domagala, J., Jackson, M.J., Krassay, A.A., Lindsay, J., McConachie, B.A., Page, R., Sami, T., Wells, A.T.|1997|Pieces of eight. Charting the event-related surfaces of the Mount Isa and McArthur basins|AGSO Research Newsletter|26|11- 12
22457|Scott, D., Tarlowski, C., Page, R., Idnurm, M., Rawlings, D., Jackson, M.J., Mackenzie, D.|1998|Basement studies in basin analysis: new insights into the evolution of the Lawn Hill Platform|AGSO Research Newsletter|28|P29-32
22460|Davidson, G.J.|1998|Variation in copper-gold styles through time in the Proterozoic Cloncurry goldfield, Mt Isa Inlier: a reconnaissance view|Australian Journal of Earth Sciences|45(3)|P445-462
22461|Krcmarov, R.L., Stewart, J.I.|1998|Geology and mineralisation of the Greenmount Cu-Au-Co deposit, Southeastern Marimo Basin, Queensland|Australian Journal of Earth Sciences|45(3)|p 463-482
22464|Boreham, C.J., Hope, J.M., Roksandic, Z.|1997|Multiple filling history in the Gilmore gas field, Adavale Basin, central Queensland|AGSO Research Newsletter|27|p8-10
22468|MacCready, T., Page, R.|1997|Rocks of Mount Isa Group age in the Eastern Fold Belt|AGSO Research Newsletter|26|16- 17
22469|Hoatson, D.M., Sproule, R.A., Lambert, D.D.|1997|Are there Voisey's Bay-type Ni-Cu-Co sulphide deposits in the East Kimberley of Western Australia?|AGSO Research Newsletter|27|p17-19
22474|Blake, D.H.|1997|Speculations relating to the layered mafic-ultramafic intrusions of the East Kimberley, Western Australia|AGSO Research Newsletter|27|p19-21
22479|Ahmad, M.|1998|Geology and mineral deposits of the Pine Creek Inlier and McArthur basin, Northern Territory.|AGSO Journal of Australian Geology and Geophysics|17(3)|p1-17
22483|Laing, W.P.|1998|Structural-metasomatic environment of the East Mt Isa Block base-metal-gold province|Australian Journal of Earth Sciences|45(3)|p413-428
22495|Hill, S.M.|1999|Mesozoic regolith and palaeolandscape features in southeastern Australia: significance for interpretations of denudation and highland evolution|Australian Journal of Earth Sciences|46(2)|p217-232
22496|Blake, D.H., Tyler, I.M., Sheppard, S.|1997|Geology of the Ruby Plains 1:100 000 Sheet area (4460), Western Australia|Geological Survey of Western Australia|1v|15p
22498|Lister, G.S., O'Dea, M.G., Somaia, I.|1999|A tale of two synclines: rifting, inversion and transpressional popouts at Lake Julius, northwestern Mt Isa terrane, Queensland|Australian Journal of Earth Sciences|46(2)|p233-250
22506|Lindsay, J.F.|1999|Heavitree Quartzite, a Neoproterozoic (ca 800-760 Ma), high-energy, tidally influenced, ramp association, Amadeus Basin, central Australia.|Australian Journal of Earth Sciences|46(1)|pp127-139
22510|Preiss, W.V., Dyson, I.A., Reid, P.W., Cowley, W.M.|1998|Revision of lithostratigraphic classification of the Umberatana Group.|MESA Journal|9|36-42
22514|Williams, P.J.|1998|Magmatic iron enrichment in high-iron metatholeiites associated with 'Broken Hill-type' Pb-Zn-Ag deposits, Mt Isa Eastern Succession|Australian Journal of Earth Sciences|45(3)|p389-396
22524|Wygralak, A.S., Bajwah, Z.U.|1998|Geology and Mineralisation of the Arunta Inlier, Northern Teritory.|AGSO Journal of Australian Geology and Geophysics|17(3)|35-45
22525|Fairburn, B.|1998|The Willunga Embayment - a stratigraphic revision.|MESA Journal|11|p35-41
22526|Sheppard, S., Tyler, I.M., Griffin, T.J., Taylor, W.R.|1999|Palaeoproterozoic subduction-related and passive margin basalts in the Halls Creek Orogen, northwest Australia|Australian Journal of Earth Sciences|46(5)|p679-690
22527|Boucher, R.K.|1996|Big Lake Suite not Tirrawarra Sandstone in the Moomba Field, Cooper Basin, SA|South Australian Department of Mines and Energy, Report Book|96/31|p 1- 5
22528|Dyson, I.A.|1998|Esturine facies of the North Maslin Sand and South Maslin Sand, Maslin Beach.|MESA Journal|11|p42-46
22536|Lewis, G.B., Gunther, J.M.|1998|An Introduction to Geological Maps|Australian Geological Survey Organisation||
22537|Hoatson, D., Blake, D., Mory, A., Tyler, I., Pittavino, M., Allen, B., Kamprad, J., Oswald-Jacobs, I.|1997|Bungle Bungle Range Purnululu National Park East Kimberley Western Australia. A guide to the rocks, landforms, plants, animals, and human impact|Australian Geological Survey Organisation||
22538|Rawlings, D.J.|1999|Stratigraphic resolution of a multiphase intracratonic basin system: the McArthur Basin, northern Australia|Australian Journal of Earth Sciences|46(5)|p703-723
22541|McGowran, B., Li, Q.|1997|Stratigraphic Excursion to Maslin and Aldinga Bays|Department of Geology and Geophysics, The University of Adelaide||p1- 41
22547|Sheppard, S., Thorne, A.M., Tyler, I.M.|1999|Geology of the Bow 1:100 000 Sheet|Geological Survey of Western Australia|1v|36p
22548|Nott, J., Ryan, J.|1996|Large-scale subcircular depressions across western Arnhem Land interpreted as exhumed giant lunate current ripples|Australian Journal of Earth Sciences|43(2)|p139-145
22560|Korsch, R.J.|1991|Geological and geophysical studies of the Amadeus Basin: scope and achievements. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia|Bureau of Mineral Resources, Australia. Bulletin|236|P1-6
22561|Lindsay, J.F., Korsch, R.J.|1991|The evolution of the Amadeus Basin, central Australia. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 7-32
22562|Wellman, P.|1991|Amadeus Basin, Northern Territory: structure from gravity and magnetic anomalies. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|p 33-40
22563|Wright, C., Goleby, B.R., Shaw, R.D., Collins, C.D.N., Korsch, R.J., Barton, T., Greenhalgh, S.A., Sugiharto, S.|1991|Seismic reflection and refraction profiling in central Australia: implications for understanding the evolution of the Amadeus Basin. IN Korsch and Kennard (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P41-57
22564|Taylor, G.R., Moseley, N.A.|1991|Geological mapping in the Camel Flat - Allambi region of the Amadeus Basin with the NS001 Airborne Scanner. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P59-66
22565|Wright, C., Barton, T., Goleby, B.R., Taylor, F.J.|1991|Seismic velocities in the Missionary Plain Region: an aid to stratigraphic studies. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 67-72
22566|Oaks, R.Q. Jr, Deckelman, J.A., Conrad, K.T., Hamp, L.P., Phillips, J.O., Stewart, A.J.|1991|Sedimentation and tectonics in the northeastern and central Amadeus Basin, central Australia. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 73-90
22567|Lindsay, J.F.|1991|New evidence for ancient metazoan life in the Late Proterozoic Heavitree Quartzite, Amadeus Basin, central Australia. IN Korsch RJ and Kennard JM (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 91-95
22574|Randal, M.A.|1959|Mt. Todd, Northern Territory, Australia, 1:75 000.|Bureau of Mineral Resources, Australia||
22585|Betts, P.G.|1999|Palaeoproterozoic mid-basin inversion in the northern Mt Isa terrane, Queensland|Australian Journal of Earth Sciences|46(5)|p735-748
22587|Alley, N.F., Krieg, G.W., Callen, R.A.|1996|Early Tertiary Eyre Formation, lower Nelly Creek, southern Lake Eyre Basin, Australia: palynological dating of macrofloras and silcrete, and palaeoclimatic interpretation|Australian Journal of Earth Sciences|43(1)|p71-84
22589|Grey, K.|1995|Neoproterozoic stroatolites from the Skates Hills Formation, Savory Basin,Western Australia, and a review of the distribution of Acaciella australica.|Australian Journal of Earth Sciences|42(2)|p123-132
22600|Pietsch, B.A., Rawlings, D.J., Haines, P.W., Madigan, T.L.A.|1997|Arnhem Bay-Gove Second Edition (1:250 000 scale geological map)|Northern Territory Geological Survey|1v|Map
22613|Rankin, L.R., Benbow, M.C., Fairclough, M.C., Daly, S.J.|1996|Barton South Australia 1:250 000 Geological Series - Explanatory Notes (Sheet SH 53-9)|Geological Survey of South Australia||44
22619|Sheppard, S.|1995|Hybridization of shoshonitic lamprophyre and calc-alkaline granite magma in the Early Proterozoic Mt Bundey igneous suite, Northern Territory.|Australian Journal of Earth Sciences|42(2)|p173-185
22631|Robertson, R.S., Preiss, W.V., Crooks, A.F., Hill, P.W.|1998|Reveiw of the Proterozoic geology and mineral potential of the Curnamona Province in South Australia.|AGSO Journal of Australian Geology and Geophysics|17(3)|169-182
22632|Ahmad, M.|1995|Genesis of tin and tantalum mineralization in pegmatites from the Bynoe area, Pine Creek Geosyncline, Northern Territory.|Australian Journal of Earth Sciences|42(5)|p519-534
22635|Nelson, D.R., Myers, J.S., Nutman, A.P.|1995|Chronology and evolution of the Middle Proterozoic Albany-Fraser Orogen, Western Australia.|Australian Journal of Earth Sciences|42(5)|p481-495
22644|Leaman, D.E.|1998|Structure, contents and setting of Pb-Zn mineralisation in the McArthur Basin northern Australia|Australian Journal of Earth Sciences|45(1)|p3-20
22645|Campbell, I.H., Compston, D.M., Richards, J.R., Johnson, J.P., Kent, A.J.R.|1998|Review of the application of isotopic studies to the genesis of Cu-Au mineralisation at Olympic Dam and Au mineralisation at Porgera, the Tennant Creek district and Yilgarn Craton|Australian Journal of Earth Sciences|45(2)|p201-218
22646|Shergold, J.H., Elphinstone, R., Laurie, J.R., Nicoll, R.S., Walter, M.R., Young, G.C., Zang, W.|1991|Late Proterozoic and Early Palaeozoic palaeontology and biostratigraphy of the Amadeus Basin. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 97 - 111
22647|Southgate, P.N.|1991|A sedimentological model for the Loves Creek Member of the Bitter Springs Formation, northern Amadeus Basin. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 113 - 126
22648|Field, B.D.|1991|Paralic and periglacial facies and contemporaneous deformation of the Late Proterozoic Olympic Formation, Pioneer Sandstone and Gaylad Sandstone, Amadeus Basin, central Australia. IN Korsch and Kennard (eds) Geological and geophysical stu|Bureau of Mineral Resources, Australia. Bulletin|236|P 127 - 136
22649|Freeman, M.J., Oaks, R.Q. Jr, Shaw, R.D.|1991|Stratigraphy of the Late Proterozoic Gaylad Sandstone, northeastern Amadeus Basin, and recognition of an underlying regional unconformity. IN Korsch and Kennard (eds) Geological and geophysical studies in the Amadeus Basin, central Aust...|Bureau of Mineral Resources, Australia. Bulletin|236|P 137 - 154
22650|Walley, A.M., Cook, P.J., Bradshaw, J., Brakel, A.T., Kennard, J.M., Lindsay, J.F., Nicoll, R.S., Olissoff, S., Owen, M., Shergold, J.H., Totterdell, J.M., Young, G.C.|1991|The Palaeozoic palaeogeography of the Amadeus Basin region. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 155 - 169
22651|Kennard, J.M., Lindsay, J.F.|1991|Sequence stratigraphy of the latest Proterozoic-Cambrian Pertaoorrta Group, northern Amadeus Basin, central Australia. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 171 - 194
22652|Kennard, J.M.|1991|Lower Cambrian archaeoyathan buildups, Todd River Dolomite, northeast Amadeus Basin, central Australia: sedimentology and diagensis. IN Korsch RJ and Kennard JM (eds) Geological and geophysical studies in the Amadeus Basin, central Aust.|Bureau of Mineral Resources, Australia. Bulletin|236|p 195 - 225
22653|Bradshaw, J.|1991|Description and depositional model of the Chandler Formation: a Lower Cambrian evaporite and carbonate sequence, Amadeus Basin, central Australia. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin|Bureau of Mineral Resources, Australia. Bulletin|236|p 227 - 244
22654|Bradshaw, J.|1991|The Tempe Formation: an early Middle Cambrian, open marine, clastic and carbonate sequence, central Amadeus Basin. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 245 - 253
22655|Gorter, J.D.|1991|Palaeogeography of Late Cambrian to Early Ordovician sediments in the Amadeus Basin, central Australia. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 253 - 275
22656|Nicoll, R.S., Gorter, J.D., Owen, M.|1991|Ordovician sediments in the Waterhouse Range Anticline, Amadeus Basin, central Australia: their interpretation and tectonic implications. IN Korsch RJ and Kennard JM (eds) Geological and geophysical studies in the Amadeus Basin, central Aus|Bureau of Mineral Resources, Australia. Bulletin|236|P 277 - 284
22657|Deckelman, J.A.|1991|Recognition of a fluvial facies in the Pacoota Sandstone and it's implications for petroleum exploration. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 285 - 301
22658|Duggan, M.B., Jaques, A.L.|1996|Mineralogy and geochemistry of Proterozoic Shoshonitic lamprophyres from the Tennant Creek Inlier, Northern Territory.|Australian Journal of Earth Sciences|43(3)|p269-278
22661|Rugless, C.S., Pirajno, F.|1996|Geology and geochemistry of the Copperhead Albitite 'Carbonatite' Complex, east Kimberley, Western Australia.|Australian Journal of Earth Sciences|43(3)|p311-322
22662|Bull, S.W.|1998|Sedimentology of the Palaeoproterozoic Barney Creek Formation in DDH BMR McArthur 2, southern McArthur Basin, Northern Territory|Australian Journal of Earth Sciences|45(1)|21-31
22663|Department of Primary Industries and Energy|1997|Release of Offshore Petroleum Areas Australia, Geology and Data Availability|Department of Primary Industries and Energy, Canberra||
22664|Davidson, G.J.|1998|Alkali alteration styles and mechanisms, and their implications for a 'brine factory' source of base metals in the rift related McArthur Group, Australia|Australian Journal of Earth Sciences|45(1)|p33-49
22665|Page, R.W., Sweet, I.P.|1998|Geochronology of basin phases in the western Mt Isa Inlier, and correlation with the McArthur Basin|Australian Journal of Earth Sciences|45(2)|p219-232
22667|Perkins, C., Wyborn, L.A.I.|1998|Age of Cu-Au mineralisation, Cloncurry district, eastern Mt Isa Inlier, Queensland, as determined by 40Ar/39Ar dating|Australian Journal of Earth Sciences|45(2)|p233-246
22670|Keele, R.A., Wright, J.V.|1998|Analysis of some fault striations in the Proterozoic southern McArthur Basin, Northern Territory, with reference to pre and post Roper Group stress fields|Australian Journal of Earth Sciences|45(1)|51-61
22671|Crawford, A.J., Stevens, B.P.J., Fanning, M.|1997|Geochemistry and tectonic setting of some Neoproterozoic and Early Cambrian volcanics in western New South Wales|Australian Journal of Earth Sciences|44(6)|p831-852
22673|Rohrlach, B.D., Fu, M., Clarke, J.D.A.|1998|Geological setting, paragenesis and fluid history of the Walford Creek Zn-Pb-Cu-Ag prospect, Mt Isa Basin, Australia|Australian Journal of Earth Sciences|45(1)|63-81
22680|McConachie, B.A., Dunster, J.N.|1998|Regional stratigraphic correlations and stratiform sediment-hosted base metal mineralisation in the northern Mount Isa Basin|Australian Journal of Earth Sciences|45(1)|83-88
22681|Dunster, J.N., McConachie, B.A.|1998|Tectono-sedimentary setting of the Lady Loretta Formation: Synrift or passive margin|Australian Journal of Earth Sciences|45(1)|89-92
22692|Mark, G.|1998|Albitite formation by selective pervasive sodic alteration of tonalite plutons in the Cloncurry district, Queensland|Australian Journal of Earth Sciences|45(5)|p765-774
22700|Thalhammer, O.A.R., Stevens, B.P.J., Gibson, J.H., Grum, W.|1998|Tibooburra Granodiorite, western New South Wales: emplacement history and geochemistry|Australian Journal of Earth Sciences|45(5)|p775-787
22712|Hill, S.M., Eggleton, R.A., Taylor, G.|1997|A Regional Regolith-Landform Framework for Mineral Exploration Models in the Broken Hill Region|AusIMM. Conference Series|97/1|p131-138
22716|Tyler, I.M., Pirajno, F., Bagas, L., Myers, J.S., Preston, W.A.|1998|The geology and mineral deposits of the Proterozoic in Western Australia.|AGSO Journal of Australian Geology and Geophysics|17(3)|223-244
22720|Warren, J.K.|1997|Evaporites, brines and base metals: fluids, flow and "the evaporite that was."|Australian Journal of Earth Sciences|44(2)|p149-183
22723|Cartwright, I., Buick, I.S., Weaver, T.R., Vry, J.K., Oliver, N.H.S.|1995|Patterns of fluid flow in Proterozoic calc-silicates: fluid channelling and variations in fluid fluxes and intrinsic permeabilities.|Australian Journal of Earth Sciences|42(3)|p259-265
22730|Neef, G., Bottrill, R.S., Ritchie, A.|1995|Phanerozoic stratigraphy and structure of the northern Barrier Ranges, western New South Wales.|Australian Journal of Earth Sciences|42(6)|p557-570
