Stratno | Stratigraphic Name | Entity Number | Province Name 
14855|Parachilna Formation|20306|Mount Painter Block
14857|Paradise Creek Formation|467256|Arunta Orogen
14857|Paradise Creek Formation|556523|Mount Isa Orogen
14857|Paradise Creek Formation|559187|Century Domain
14857|Paradise Creek Formation|559201|Mount Oxide Domain
14869|Pargee Sandstone|467226|Tanami Orogen
14883|Parke Siltstone|22078|Amadeus Basin
27873|Parsons Range Group|512264|McArthur Basin
14948|Patmungala beds|467256|Arunta Orogen
14976|Peaker Piker Volcanics|468269|Kalkarindji Igneous Province
41849|Peculiar Complex|364772|Warumpi Province
41849|Peculiar Complex|467256|Arunta Orogen
27535|Pedestal beds|22114|Canning Basin
24455|Perenti Metamorphics|467256|Arunta Orogen
22644|Perta Hill Metamorphics|467256|Arunta Orogen
15091|Pertaoorrta Group|22078|Amadeus Basin
15094|Pertatataka Formation|22078|Amadeus Basin
15099|Pertnjara Group|22078|Amadeus Basin
15112|Petermann Sandstone|22078|Amadeus Basin
15114|Peters Creek Volcanics|556523|Mount Isa Orogen
72568|Phacopid Gully Bed|22114|Canning Basin
15163|Pickwick Metabasalt Member|556523|Mount Isa Orogen
15163|Pickwick Metabasalt Member|559196|Leichhardt River Domain
15228|Pincombe Formation|467109|Carr Boyd Basin
26103|Pine Hill Formation|364771|Aileron Province
26103|Pine Hill Formation|467256|Arunta Orogen
69776|Pingirnga Granite|364771|Aileron Province
69776|Pingirnga Granite|467256|Arunta Orogen
15279|Pinyinna beds|22078|Amadeus Basin
15284|Pioneer Sandstone|22078|Amadeus Basin
39078|Pitjantjatjara Supersuite|467262|Musgrave Province
15306|Plain Creek Formation|556523|Mount Isa Orogen
37959|Plenty Group|529556|Georgina Basin
15330|Plover Formation|21914|Bonaparte Basin
15330|Plover Formation|22075|Petrel Sub-basin
15330|Plover Formation|22102|Browse Basin
15330|Plover Formation|22330|Money Shoal Basin
15330|Plover Formation|26965|Malita Graben
15330|Plover Formation|28315|Vulcan Sub-basin
15330|Plover Formation|28590|Sahul Platform
15330|Plover Formation|33446|Londonderry High
15330|Plover Formation|33676|Troubadour Terrace
15334|Plum Tree Creek Volcanics|512263|Pine Creek Orogen
26849|Point Spring Sandstone|21914|Bonaparte Basin
26849|Point Spring Sandstone|22075|Petrel Sub-basin
26849|Point Spring Sandstone|28315|Vulcan Sub-basin
15384|Point Wakefield beds|22109|Wiso Basin
23916|Pollard Formation|21914|Bonaparte Basin
23916|Pollard Formation|26965|Malita Graben
23916|Pollard Formation|28315|Vulcan Sub-basin
23916|Pollard Formation|28450|Ashmore Platform
23916|Pollard Formation|28590|Sahul Platform
23916|Pollard Formation|33446|Londonderry High
23916|Pollard Formation|33676|Troubadour Terrace
15411|Pollock Hills Formation|467256|Arunta Orogen
27881|Polly Conglomerate|22078|Amadeus Basin
15442|Poolowanna Formation|529302|Eromanga Basin
15442|Poolowanna Formation|529511|Cooper Basin
26321|Possum Creek Charnockite|467256|Arunta Orogen
33649|Pottoyu Granite Suite|467262|Musgrave Province
15573|Prices Creek Group|22114|Canning Basin
15604|Prion Formation|21914|Bonaparte Basin
15604|Prion Formation|26965|Malita Graben
15604|Prion Formation|28315|Vulcan Sub-basin
15604|Prion Formation|28450|Ashmore Platform
15604|Prion Formation|28590|Sahul Platform
15604|Prion Formation|33446|Londonderry High
15604|Prion Formation|33676|Troubadour Terrace
15646|Puffin Formation|21914|Bonaparte Basin
15646|Puffin Formation|22330|Money Shoal Basin
15646|Puffin Formation|26965|Malita Graben
15646|Puffin Formation|28315|Vulcan Sub-basin
15646|Puffin Formation|28450|Ashmore Platform
15646|Puffin Formation|33446|Londonderry High
15684|Purni Formation|529549|Pedirka Basin
41850|Putardi Quartzite|364772|Warumpi Province
41850|Putardi Quartzite|467256|Arunta Orogen
27544|Queenie Flat Granite|467256|Arunta Orogen
15764|Quilalar Formation|556523|Mount Isa Orogen
15764|Quilalar Formation|559196|Leichhardt River Domain
15764|Quilalar Formation|559201|Mount Oxide Domain
28948|Ragged Range Conglomerate|21914|Bonaparte Basin
38003|Randall Peak Metamorphics|467256|Arunta Orogen
15830|Ranford Formation|467204|Wolfe Basin
72411|Rapide Granite|467256|Arunta Orogen
72681|Redbank Deformed Zone|467256|Arunta Orogen
15983|Redcliff Pound Group|467255|Murraba Basin
70535|Redhackle Granite|364771|Aileron Province
70535|Redhackle Granite|467256|Arunta Orogen
38406|Renner Group|468043|Tomkinson Province
16061|Reynolds Range Group|364771|Aileron Province
16061|Reynolds Range Group|467256|Arunta Orogen
16087|Riddock Amphibolite|467256|Arunta Orogen
16104|Ringwood Member|22078|Amadeus Basin
16107|Rinkabeena Shale|22078|Amadeus Basin
16107|Rinkabeena Shale|22113|Ngalia Basin
16118|Rising Sun Conglomerate|468043|Tomkinson Province
16118|Rising Sun Conglomerate|468265|Warramunga Province
24472|Riversleigh Siltstone|556523|Mount Isa Orogen
24472|Riversleigh Siltstone|559187|Century Domain
16267|Rolling Downs Group|22401|Laura-Lakefield Basin
16267|Rolling Downs Group|27354|Surat Basin
16267|Rolling Downs Group|529302|Eromanga Basin
16267|Rolling Downs Group|550572|Carpentaria Basin
16319|Roper Group|20211|Wearyan Shelf
16319|Roper Group|512264|McArthur Basin
16420|Ruby Gap Nappe Complex|467256|Arunta Orogen
16439|Rum Jungle Complex|512263|Pine Creek Orogen
24482|Rungutjirba Gneiss|467256|Arunta Orogen
41851|Russell Charnockite|467256|Arunta Orogen
22797|Ryans Gap Metamorphics|467256|Arunta Orogen
16493|Sadadeen Range Gneiss|467256|Arunta Orogen
16515|Sahul Group|21914|Bonaparte Basin
16515|Sahul Group|22075|Petrel Sub-basin
16515|Sahul Group|22102|Browse Basin
16515|Sahul Group|28315|Vulcan Sub-basin
16515|Sahul Group|28450|Ashmore Platform
16515|Sahul Group|28590|Sahul Platform
16515|Sahul Group|33446|Londonderry High
26131|Samarkand Pegmatite|467256|Arunta Orogen
23956|Sandpiper Sandstone|21914|Bonaparte Basin
23956|Sandpiper Sandstone|22075|Petrel Sub-basin
23956|Sandpiper Sandstone|28590|Sahul Platform
42367|Sandy Blight Quartzite|364772|Warumpi Province
42367|Sandy Blight Quartzite|467256|Arunta Orogen
16619|Santo Sandstone|22078|Amadeus Basin
16698|Scrutton Volcanics|559170|Arnhem Province
72566|Scutellid Bed|22114|Canning Basin
28991|Seale Sandstone|467208|Birrindudu Basin
16726|Seigal Volcanics|556523|Mount Isa Orogen
16758|Septimus Limestone|21914|Bonaparte Basin
37961|Shadow Group|529556|Georgina Basin
16787|Shady Bore Quartzite|467256|Arunta Orogen
16787|Shady Bore Quartzite|556523|Mount Isa Orogen
16787|Shady Bore Quartzite|559187|Century Domain
72395|Shady Bore Quartzite, Plain Creek Formation, Lawn Hill Formation|556523|Mount Isa Orogen
16797|Shannon Formation|22078|Amadeus Basin
24493|Shoobridge Granite|512263|Pine Creek Orogen
24495|Simpsons Gap Metasediments|467256|Arunta Orogen
16942|Sir Frederick Conglomerate|22078|Amadeus Basin
26141|Skinner Sandstone|467204|Wolfe Basin
16978|Skull Creek Formation|467208|Birrindudu Basin
16999|Sliding Rock Metamorphics|467256|Arunta Orogen
17111|South Alligator Group|40011|Mount Todd Gold Metallogenic Province
17111|South Alligator Group|512263|Pine Creek Orogen
17123|South Nicholson Group|551269|South Nicholson Basin
40018|Southwark Suite|364771|Aileron Province
40018|Southwark Suite|467256|Arunta Orogen
22869|Speares Metamorphics|467256|Arunta Orogen
17150|Speewah Group|467103|Halls Creek Orogen
17150|Speewah Group|467104|King Leopold Orogen
17150|Speewah Group|467107|Speewah Basin
29406|Spencer Creek Group|512264|McArthur Basin
42234|Stafford Granite|467256|Arunta Orogen
26147|Stairway Sandstone|22078|Amadeus Basin
17256|Stanbroke Sandstone|556523|Mount Isa Orogen
17256|Stanbroke Sandstone|559194|Kalkadoon-Leichhardt Domain
37624|Stanley Metamorphics|512263|Pine Creek Orogen
75910|Stanovos Gneiss|467256|Arunta Orogen
17363|Stokes Siltstone|22078|Amadeus Basin
17367|Stonewall Sandstone|467109|Carr Boyd Basin
17395|Strangways Metamorphic Complex|467256|Arunta Orogen
25695|Strzeleckie Volcanics|364771|Aileron Province
25695|Strzeleckie Volcanics|467256|Arunta Orogen
22910|Stuart Pass Dolerite|22078|Amadeus Basin
22910|Stuart Pass Dolerite|467256|Arunta Orogen
17454|Stubb Formation|467208|Birrindudu Basin
17551|Surprise Creek Formation|556523|Mount Isa Orogen
17551|Surprise Creek Formation|559187|Century Domain
17551|Surprise Creek Formation|559194|Kalkadoon-Leichhardt Domain
17551|Surprise Creek Formation|559196|Leichhardt River Domain
17551|Surprise Creek Formation|559201|Mount Oxide Domain
17572|Swan Formation|21914|Bonaparte Basin
17572|Swan Formation|22075|Petrel Sub-basin
17572|Swan Formation|28315|Vulcan Sub-basin
17589|Sybella Granite|556523|Mount Isa Orogen
27578|Tabletop Granite|512263|Pine Creek Orogen
37706|Talipata Granite|364772|Warumpi Province
37706|Talipata Granite|467256|Arunta Orogen
17763|Tanami Group|467226|Tanami Orogen
17763|Tanami Group|467256|Arunta Orogen
17793|Tanmurra Formation|21914|Bonaparte Basin
17793|Tanmurra Formation|22075|Petrel Sub-basin
17902|Tawallah Group|20211|Wearyan Shelf
17902|Tawallah Group|512264|McArthur Basin
29770|Teapot Granite Complex|467256|Arunta Orogen
41832|Teapot Suite|467256|Arunta Orogen
17941|Tempe Formation|22078|Amadeus Basin
17944|Temple Bar Sandstone Member|22078|Amadeus Basin
39127|Tennant Creek Supersuite|39705|Warrego Metallogenic Province
39127|Tennant Creek Supersuite|468265|Warramunga Province
27058|Tennysons Leucogranite|512263|Pine Creek Orogen
17968|Teppa Hill Metamorphics|467256|Arunta Orogen
17975|Termite Range Formation|556523|Mount Isa Orogen
17975|Termite Range Formation|559187|Century Domain
18111|Ti-Tree Granophyre|512263|Pine Creek Orogen
18130|Tickalara Metamorphics|429252|Lamboo Province
35323|Tijunna Group|467208|Birrindudu Basin
18163|Timber Creek Formation|467208|Birrindudu Basin
24526|Tinfish Sandstone|467256|Arunta Orogen
42374|Tinki Granite|364772|Warumpi Province
42374|Tinki Granite|467256|Arunta Orogen
36772|Tjauwata Group|22078|Amadeus Basin
36772|Tjauwata Group|467262|Musgrave Province
41853|Tjungkubu Granodiorite|364772|Warumpi Province
41853|Tjungkubu Granodiorite|467256|Arunta Orogen
69015|Todd River Dolostone|22078|Amadeus Basin
18263|Toko Group|529556|Georgina Basin
18275|Tolmer Group|467208|Birrindudu Basin
18275|Tolmer Group|512263|Pine Creek Orogen
18318|Tomkinson Creek Group|468043|Tomkinson Province
38005|Tommys Gap Metamorphics|467256|Arunta Orogen
18438|Torpedo Creek Quartzite|556523|Mount Isa Orogen
18438|Torpedo Creek Quartzite|559187|Century Domain
18438|Torpedo Creek Quartzite|559201|Mount Oxide Domain
18473|Tortachilla Limestone|20406|St Vincent Basin
18515|Townsend Quartzite|22115|Officer Basin
30738|Treasure Suite|39705|Warrego Metallogenic Province
24536|Trephina granitic gneiss|467256|Arunta Orogen
18576|Treuer Member|22113|Ngalia Basin
18608|Troughton Group|21914|Bonaparte Basin
18608|Troughton Group|22075|Petrel Sub-basin
18608|Troughton Group|28590|Sahul Platform
18608|Troughton Group|33446|Londonderry High
18718|Turnstone Formation|21914|Bonaparte Basin
18718|Turnstone Formation|22102|Browse Basin
18718|Turnstone Formation|28315|Vulcan Sub-basin
18718|Turnstone Formation|28590|Sahul Platform
18718|Turnstone Formation|33446|Londonderry High
18718|Turnstone Formation|33676|Troubadour Terrace
24545|Tyson Creek granulite|467256|Arunta Orogen
41854|Udor Granite|364772|Warumpi Province
41854|Udor Granite|467256|Arunta Orogen
41855|Ulambaura Granodiorite|467256|Arunta Orogen
24546|Uldirra Porphyry|467256|Arunta Orogen
37622|Ulta Limestone|529801|Lake Eyre Basin
72418|Umbeara Sandstone|364771|Aileron Province
72418|Umbeara Sandstone|467256|Arunta Orogen
26285|Unca Granite|467256|Arunta Orogen
26188|Undandita Member|22078|Amadeus Basin
18837|Undoolya Siltstone Member|22078|Amadeus Basin
28281|Unimbra Sandstone|468041|Davenport Province
28281|Unimbra Sandstone|468265|Warramunga Province
19017|Utnalanama Granulite|467256|Arunta Orogen
19019|Utopia Quartzite|467256|Arunta Orogen
19044|Van Diemen Sandstone|22330|Money Shoal Basin
19064|Vaughan Springs Quartzite|22113|Ngalia Basin
19064|Vaughan Springs Quartzite|529556|Georgina Basin
19070|Vee Formation|21914|Bonaparte Basin
19070|Vee Formation|28315|Vulcan Sub-basin
19070|Vee Formation|28450|Ashmore Platform
19070|Vee Formation|33446|Londonderry High
30314|Vizard Group|512264|McArthur Basin
19148|Vulcan Formation|21914|Bonaparte Basin
19148|Vulcan Formation|28315|Vulcan Sub-basin
19148|Vulcan Formation|33446|Londonderry High
23115|Wabudali Granite|364771|Aileron Province
23115|Wabudali Granite|467256|Arunta Orogen
31691|Wagait Suite|512263|Pine Creek Orogen
30242|Wakurlpa Granite|467256|Arunta Orogen
72423|Walabanba Member|364771|Aileron Province
72423|Walabanba Member|467256|Arunta Orogen
75550|Walbiri Dolostone|22113|Ngalia Basin
27602|Waldo Pedlar Member|22078|Amadeus Basin
19228|Walford Dolomite|556523|Mount Isa Orogen
24069|Walkandi Formation|529549|Pedirka Basin
23121|Walker River Formation|550572|Carpentaria Basin
19323|Wallumbilla Formation|27354|Surat Basin
42366|Walungurru Volcanics|364772|Warumpi Province
42366|Walungurru Volcanics|467256|Arunta Orogen
41856|Waluwiya Suite|467256|Arunta Orogen
24556|Wangala Granite|467256|Arunta Orogen
19392|Wangarlu Formation|21914|Bonaparte Basin
19392|Wangarlu Formation|22075|Petrel Sub-basin
19392|Wangarlu Formation|22330|Money Shoal Basin
19392|Wangarlu Formation|26965|Malita Graben
19392|Wangarlu Formation|28315|Vulcan Sub-basin
19392|Wangarlu Formation|28450|Ashmore Platform
19392|Wangarlu Formation|33446|Londonderry High
19392|Wangarlu Formation|33676|Troubadour Terrace
38831|Ware Group|467226|Tanami Orogen
26331|Warimbi Schist|467256|Arunta Orogen
35718|Warimbi Suite|467256|Arunta Orogen
30741|Warramunga Formation|39705|Warrego Metallogenic Province
30741|Warramunga Formation|468265|Warramunga Province
19519|Warrego Granite|468265|Warramunga Province
19609|Wattie Group|467208|Birrindudu Basin
24565|Wauchope Subgroup|468041|Davenport Province
19643|Weaber Group|21914|Bonaparte Basin
19643|Weaber Group|22075|Petrel Sub-basin
19643|Weaber Group|22114|Canning Basin
19643|Weaber Group|22196|Roebuck Basin
19658|Weberra Granite|556523|Mount Isa Orogen
19658|Weberra Granite|559201|Mount Oxide Domain
73949|Weldon Metamorphics|364771|Aileron Province
73949|Weldon Metamorphics|467256|Arunta Orogen
19716|Welltree Metamorphics|512263|Pine Creek Orogen
27928|Wessel Group|359040|Arafura Basin
19842|Westmoreland Conglomerate|556523|Mount Isa Orogen
68351|Whistleduck Dyke Swarm|467256|Arunta Orogen
19898|White Mountain Formation|22109|Wiso Basin
19906|White Range Quartzite|467256|Arunta Orogen
19906|White Range Quartzite|512258|Irindina Province
24572|Whites Formation|512263|Pine Creek Orogen
19928|Whitewater Volcanics|429252|Lamboo Province
19928|Whitewater Volcanics|429253|Hooper Province
19939|Whitworth Quartzite|556523|Mount Isa Orogen
26213|Wickham Formation|467208|Birrindudu Basin
24573|Wickstead Creek beds|467256|Arunta Orogen
27305|Widdallion Sandstone Member|556523|Mount Isa Orogen
27305|Widdallion Sandstone Member|559187|Century Domain
24105|Wildman Siltstone|512263|Pine Creek Orogen
20124|Wills Creek Granite|556523|Mount Isa Orogen
72416|Windajong Granite|364771|Aileron Province
72416|Windajong Granite|467256|Arunta Orogen
20249|Winnall beds|22078|Amadeus Basin
20268|Winton Formation|529302|Eromanga Basin
20268|Winton Formation|550572|Carpentaria Basin
20288|Wire Creek Sandstone|556523|Mount Isa Orogen
20428|Wondoan Hill Formation|467208|Birrindudu Basin
72422|Woodalla Member|364771|Aileron Province
72422|Woodalla Member|467256|Arunta Orogen
72988|Woodcutters Supergroup|512263|Pine Creek Orogen
76081|Woodenjerrie beds|468265|Warramunga Province
24584|Woodforde River beds|467256|Arunta Orogen
28280|Woodgreen Granite Complex|467256|Arunta Orogen
20549|Woolaston Formation|21914|Bonaparte Basin
20549|Woolaston Formation|22102|Browse Basin
20549|Woolaston Formation|28315|Vulcan Sub-basin
20549|Woolaston Formation|28590|Sahul Platform
20549|Woolaston Formation|33446|Londonderry High
20549|Woolaston Formation|33676|Troubadour Terrace
75946|Woolianna Gabbro|512263|Pine Creek Orogen
24634|Woolner Granite|512263|Pine Creek Orogen
20664|Wuluma Granite|467256|Arunta Orogen
41833|Wuluma Suite|467256|Arunta Orogen
24128|Xanten Granite|467256|Arunta Orogen
20737|Yabooma Formation|359040|Arafura Basin
20740|Yackah beds|529556|Georgina Basin
24592|Yakalibadgi Microgranite|467256|Arunta Orogen
31339|Yaloolgarrie Granite|467256|Arunta Orogen
20788|Yambah Granulite|467256|Arunta Orogen
27307|Yaningidjara Orthogneiss|467256|Arunta Orogen
23289|Yanungbi Volcanics|512264|McArthur Basin
23289|Yanungbi Volcanics|559170|Arnhem Province
20852|Yaringa Metamorphics|467256|Arunta Orogen
20852|Yaringa Metamorphics|556523|Mount Isa Orogen
20852|Yaringa Metamorphics|559201|Mount Oxide Domain
23298|Yarunganyi Granite|467256|Arunta Orogen
41858|Yaya Metamorphic Complex|364772|Warumpi Province
41858|Yaya Metamorphic Complex|467256|Arunta Orogen
20928|Yeldham Granite|556523|Mount Isa Orogen
69781|Yinabalbu Member|364771|Aileron Province
69781|Yinabalbu Member|467256|Arunta Orogen
23310|Yirrkala Formation|550572|Carpentaria Basin
27634|Your Dam Metamorphics|467256|Arunta Orogen
26250|Yuendumu Sandstone|22113|Ngalia Basin
30244|Yulyupunyu Granitic Gneiss|467256|Arunta Orogen
31344|Yumurrpa Granophyre|364771|Aileron Province
31344|Yumurrpa Granophyre|467256|Arunta Orogen
72410|Yunkanjini Granite|467256|Arunta Orogen
27310|Zamu Dolerite|512263|Pine Creek Orogen
21089|Zimmermann Sandstone|21914|Bonaparte Basin
31434|dolerite 31434|467256|Arunta Orogen
35743|gneiss 35743|467256|Arunta Orogen
35746|gneiss 35746|467256|Arunta Orogen
35747|gneiss 35747|467256|Arunta Orogen
35748|gneiss 35748|467256|Arunta Orogen
35749|gneiss 35749|467256|Arunta Orogen
35750|gneiss 35750|467256|Arunta Orogen
35751|gneiss 35751|467256|Arunta Orogen
31351|gneisses 31351|467256|Arunta Orogen
31347|granite 31347|467256|Arunta Orogen
31348|granite 31348|467256|Arunta Orogen
31349|granite 31349|467256|Arunta Orogen
31352|granite 31352|467256|Arunta Orogen
31433|granite 31433|467256|Arunta Orogen
31350|granitic gneiss 31350|467256|Arunta Orogen
31431|orthogneiss 31431|467256|Arunta Orogen
31432|pegmatite 31432|467256|Arunta Orogen
35744|quartzite 35744|467256|Arunta Orogen
31435|schist 31435|467256|Arunta Orogen
