Stratno | Stratigraphic Name | Category | Contents | Last update 
24168|Baan Baa Formation|Comments|The Baan Baa Formation occurs west of the Boggabri Ridge. It is a correlative of the Leard Formation but spatially separated and distinct. It tends to be more alluvial (rather than colluvial) in character and attains greater thickness than the Leard Formation.|
24168|Baan Baa Formation|References|79/02627; 84/24458;|
24174|Bannister Basalt|Name source|Bannister locality; grid reference 28086895, Goulburn 1:250 000 Sheet area (SL 55-12).|
24174|Bannister Basalt|Type section locality|30 m section in a tributary gully to Kialla Creek, from 28856885 (bottom) to 28856880 (top). Base is identified by brownish-grey very weathered basalt overlying orange-brown quartzose sediment, and the top is the upper sub-aerial surface of the basalt.|
24174|Bannister Basalt|Extent|Unit is a 5 km tongue of basalt in the headwatears of Kialla Creek, a tributary to the Wollondilly River.|
24174|Bannister Basalt|Thickness range|30 to 40 m.|
24174|Bannister Basalt|Lithology|Porphyritic, even-grained and glassy basanite (11 analyses) with local high concentrations of ultramafic xenoliths. Columnar, platy, hackly and massive forms all common. Contains minor interbeds of inter-flow silcrete and black pedal clays with quartz granules.|
24174|Bannister Basalt|Relationships and boundaries|Discontinuously conformably overlies 1 m of essentially contemporaneous orange-brown, cross-bedded quartzose sand and granules. Where this sub-basaltic sediment is absent, disconformably overlies undifferentiated Ordovician phyllites. The upper boundary is the sub-aerial top surface of the basalt.|
24174|Bannister Basalt|Age reasons|Early Miocene on basis of K-Ar ages (Young & Bishop, 1980).|
24174|Bannister Basalt|References|85/24947|
24178|Belowrie Formation|Name source|Belowrie Creek; grid reference 14309825 to 14759815 (Dubbo 1:250 000).|
24178|Belowrie Formation|Unit history|The Belowrie Formation is proposed as a name for the unpublished and invalid "Meadows Formation" of Steggles (1961), which was presented by Offenberg et al. (1971) as the unnamed unit, "S.Dma".|
24178|Belowrie Formation|Type section locality|Extending from GR 147979 to GR 147978 (Dubbo 1:250 000) (top to bottom).|
24178|Belowrie Formation|Extent|The Belowrie Formation extends in an arcuate tract about 12 km long by 1 km wide from 24 km S to 30 km SW of Dubbo.|
24178|Belowrie Formation|Thickness range|The unit thickens from 400 m in the west to 900 m in the east. The volcanic member is 400 m thick at the type section.|
24178|Belowrie Formation|Lithology|Shales with a prominent andesitic to basaltic tuff and lava member near the middle of the formation.|
24178|Belowrie Formation|Relationships and boundaries|The top of the unit conformably underlies the basal graded bedded greywackes of the Whylandra Formation, and the base of the unit conformably overlies the sandstone member of the Wambangalong Formation.|
24178|Belowrie Formation|Age reasons|The only recorded fossils in the Toongi Group occur in the uppermost unit, the Glengeera Formation, which contains poorly preserved corals, crinoid stems, and a conodont fauna including jSpathagnothodus sp. Of Late Ludlovian to Early Devonian age (Pickett, 1974). The Belowrie Formation is approximately halfway from the Glengeera Formation to the base of the Toongi Group, and a Silurian age is probable.|
24178|Belowrie Formation|References|79/03255|
1444|Belubula Limestone|Identifying features|Definition: The informal 'Middle Member' of Webby (1969) was named the Boonderoo Limestone Member by Osborne (1978). However, use of the name must be abandoned because the 'Boonderoo Beds' of the Lower Permian of the Hughenden area, Queensland (Vine & Paine, 1974) has priority. No type section was designated by Osborne (1978). Instead, it is proposed to reinstate Carne and Jones" (1919, p.177) name 'Belubula Limestone Belt', a name which has remained unused for more than 50 years. Carne & Jones originally indicated the name to apply to the 'extensive belt of limestone outcrops' exposed on both sides of the Belubula River from the junction with Limestone Creek downstream (west) for a distance of 2.5 miles (4 km). The most conspicuous outcrops along this sector are the massively-bedded, 290 m thick, middle part of the Cliefden Caves Limestone Group. It is therefore proposed to use their name, modified to 'Belubula Limestone', for the middle of the three constituent formations of the Cliefden Caves Limestone Group. The name derives from the Belubula River, along the banks of which, between Limestone Creek and Copper Mine Creek, some of the best outcrop is found. The type section will be designated in forthcoming publication as composite, including the section on Dunhill Bluff (GR 753815*) through the lower half, and the section on the north-west flanks of Caves Hill (GR 753821*) through the upper half. In the composite type section a total of 290 m of Belubula Limestone is represented. No mappable subdivisions have yet been recognised as extending across the area.   (*Canowindra 1:50 000 sheet 8630 I & IV, edit 1 (1978).|
1466|Bendethera Limestone Member|Name source|Presumed to be after Bendethera Homestead, E GR 474179, Araluen sheet.|
1466|Bendethera Limestone Member|Unit history|The name Bendethera Limestone, presumably of formational status, was introduced by Best et al. (1964, Canberra 1:250 000 Geological Map, 2nd ed.). No formal definition has ever been published. Our mapping on the Araluen 1:100 000 sheet has demonstrated that it is best regarded as a limestone lense developed in the De Drack Formation (defined on Braidwood 1:100 000 Sheet) and of member status. A formal definition is given below.|
1466|Bendethera Limestone Member|Type section locality|On hillside near Bendethera Cave, GR 438208, Araluen sheet.|
1466|Bendethera Limestone Member|Extent|Four separate but spatially close together, lenses in the headwaters of Con Creek, a tributary of the Deua River. Total area about 1.5 km2.|
1466|Bendethera Limestone Member|Thickness range|Uncertain because of rarity of bedding. At least 100 m present.|
1466|Bendethera Limestone Member|Lithology|Massive, white to grey, coarsely recrystallised limestone. Fossils very rare. Some thin tuff beds and nodular limestone horizons occur rarely.|
1466|Bendethera Limestone Member|Relationships and boundaries|Passes laterally, overlain and underlain by terrigenous sediments of De Drack Formation.|
1466|Bendethera Limestone Member|Age reasons|Conodonts indicate a Late Silurian age.|
28365|Bethungra Formation|Name source|Bethungra (GR 5856 7055, Cootamundra 1:250 000).|
28365|Bethungra Formation|Type section locality|GR 5795 7100 to GR 5762 6196, Cootamundra 1:250 000 sheet, though outcrop here is quite poor. A subsidiary section is nominated from GR 5800 7170 to GR 5795 7170.|
28365|Bethungra Formation|Extent|The unit occurs in a north-northwesterly trending belt, of variable width up to 7500 m, extending from near Powder Horn Hill south to the southern boundary of the Cootamundra 1:250 000 Sheet.|
28365|Bethungra Formation|Thickness range|500-1000 m(?)|
28365|Bethungra Formation|Lithology|Tuffs, dacitic to rhyolitic, dominantly airfall, some very siliceous. Minor arkose-siltstone containing a brachiopod fauna.|
28365|Bethungra Formation|Relationships and boundaries|Overlies Frampton Volcanics with local unconformities. Overlain by undifferentiated sequence of siltstone, conglomerate, and sandstone. Contains the Ironbong Dacite Member at the top.|
28365|Bethungra Formation|Age reasons|Brachiopod fauna (schizophorid, strophoedontid, and rynchonellid species) identified from K.S.W. Campbell of Australian National University as Early Devonian in age (Schmidt 1972).|
28365|Bethungra Formation|Defn author|Gilligan L.B., Scheibner E., 1978|
37908|Bexley Rhyolite Member|Name source|Named after the property `Bexley' GR376680 Eulowrie 1:25,000 sheet.|
37908|Bexley Rhyolite Member|Unit history|Bexley Rhyolite (Opdyke et al. 2000).|
37908|Bexley Rhyolite Member|Geomorphic expression|Very low ridge.|
37908|Bexley Rhyolite Member|Type section locality|At GR370666 Eulowrie 1:25,000 sheet, in a gully on the western bank of Back Creek.|
37908|Bexley Rhyolite Member|Extent|Crops over a length of 2.5 km in low ridges west of Back Creek on the properties Bexley and Pine Cliffs.|
37908|Bexley Rhyolite Member|Thickness range|>2m [greater than 2m? - not very helpful!]|
37908|Bexley Rhyolite Member|Lithology|An unwelded, pink ignimbrite with quartz, feldspar and minor opaque minerals. Pumices are small and either scattered or in aggregates. The groundmass is fine, chloritic to zeolitic and contains shards and bubble walls. The crystal-rich nature of parts of the unit may indicate redeposition.|01/FEB/11
37908|Bexley Rhyolite Member|Depositional environment|Ignimbrite but with the possibility of fluvial redeposition.|
37908|Bexley Rhyolite Member|Relationships and boundaries|Relationship with the Peri Rhyolite is indeterminable, but most likely younger than that unit.|
37908|Bexley Rhyolite Member|Age reasons|Carboniferous (Namurian)|
37908|Bexley Rhyolite Member|Comments|Named informally by Hocking (1973). Restricted to the Kathrose block west of the Rocky Creek Syncline.|
37908|Bexley Rhyolite Member|References|*HOCKING R.M. 1973. The Carboniferous Back Creek-Pound Creek sequence, southwest of Caroda, New South Wales. BSc (Hons) thesis, University of new England, Armidale (unpubl.).*OPDYKE N.D., ROBERTS J., CLAOUE-LONG J., IRVING E. & JONES P.J. 2000. Base of the Kiaman: Its definition and global stratigraphic significance. Geological Society of America Bulletin 112, 1315-1341.|01/FEB/11
40754|Bideroie Ignimbrite Member|Name source|The property Bideroie (0239120E 6619480N Berrioye 1: 25 000 sheet).|
40754|Bideroie Ignimbrite Member|Type section locality|locality  Between localities 414-1 and 414-4 30032?23?S,150018?29?E to30032?30S,150018?22?E (0241750E 6618300N to 0241550E 6618100N Berrioye 1: 25 000 sheet). Despite minor faulting, this locality is chosen as the type because it displays all of the lithologies incorporated within the member.|
40754|Bideroie Ignimbrite Member|Extent|Extends between Mount Byar in the north, via the eastern part of the Carrol-Nandewar region to Dripping Rock. Dark dacitic ignimbrite is best exposed south of Connors Creek, where there are two flows, on a small rounded hill immediately south of The Calpe (0242000E 6620900N Berrioye 1: 25 000 sheet) and on the northern slope of Mount Byar. Other outcrops usually contain rhyodacitic ignimbrite. At the type locality the rhyodacitic ignimbrite is replaced by a rhyodacite breccia.|
40754|Bideroie Ignimbrite Member|Thickness range|Rhyodacitic ignimbrite 35 m in section 416; dacitic ignimbrite up to 20 m thick.|
40754|Bideroie Ignimbrite Member|Lithology|Three lithologies are represented in this composite member ; dacitic ignimbrite (sample G13 Table 1 Appendix 3) , rhyodacitic ignimbrite (sample G14 Table 1 Appendix 3) and rhyodacitic breccia (sample G12 Table 1 Appendix 3). The dacitic ignimbrite is unwelded, dark grey, with plagioclase, hornblende, ? pumice fragments in a shard-rich, glassy, micropoikilitic or spherulitic groundmass. The rhyodacitic ignimbritic is slightly welded, purple to red, with scattered feldspars and pumice fragments in a shard-rich matrix. The breccia, which is confined to the type area, is red to beige and contains sub-rounded to angular clasts of felsic ignimbrite up to 20 mm in diameter. In thin section the matrix is ferruginised and contains smaller angular fragments and shards. In the type area the breccia is separated from the succeeding dacite by conglomerate, siltstone and sandstone.|
40754|Bideroie Ignimbrite Member|Age reasons|?Late Namurian.|
24181|Big Hole Formation|Name source|After The Big Hole, GR 405428, Araluen 1:100 000 Sheet.|
24181|Big Hole Formation|Unit history|Previous use of name: None, introduced here for first time.|
24181|Big Hole Formation|Type section locality|In the Big Hole (GR 405428) a large collapse structure developed in the Gundillion Conglomerate and Big Hole Formation. About 100 m of the unit, including its contact with the Gundillion Conglomerate, are exposed.|
24181|Big Hole Formation|Extent|A meridional belt from near Gundillion north to west of Majors Creek. Small outliers continue to the southern part of the Braidwood 1:100 000 sheet.|
24181|Big Hole Formation|Thickness range|About 140 m preserved.|
24181|Big Hole Formation|Lithology|Well-bedded, medium to coarse arenite with only minor shale in the type area. Shale increases northwards to form about a third of the unit near its northern limit. Arenite is a quartz-lithic arenite in beds generally less than 1 m thick and often cross-bedded.|
24181|Big Hole Formation|Relationships and boundaries|Conformably on Gundillion Conglomerate, with a gradational contact, and where the Conglomerate is absent, unconformably on the Silurian Long Flat Volcanics. The Big Hole Formation passes laterally southwards into the Long Swamp Creek Formation, and differs from the latter by having a much higher arenite/shale ratio, and in the arenites being coarser. The top of the Big Hole Formation is formed by the present-day erosion surface.|
24181|Big Hole Formation|Age reasons|Several fossil localities are known in the north of the area; poorly preserved brachiopods and bivalves indicatae a Late Devonian age.|
27107|Billys Lookout Granite|Name source|Billys Lookout Mountain, GR 534835, Forbes 1:250 000 Sheet.|
27107|Billys Lookout Granite|Unit history|Previously named Wyalong Granite on Forbes 1:250 000 Geological Sheet (1972). Given a separate name because it is a granite while the Wyalong body is a granodiorite.|
27107|Billys Lookout Granite|Type section locality|Billys Lookout Mountain, GR 534835, Forbes 1:250 000 Sheet.|
27107|Billys Lookout Granite|Extent|About 10 km2 at above location.|
27107|Billys Lookout Granite|Lithology|Granite (perthite, microcline, quartz, minor andesine, biotite).|
27107|Billys Lookout Granite|Relationships and boundaries|Intrusive into Late Silurian sediments.|
27107|Billys Lookout Granite|Age reasons|Early Devonian(?) by analogy with the Grenfell Granite.|
28368|Bindogandri Granite|Name source|Named after Bindogandri Creek which flows immediately south of the granite.|
28368|Bindogandri Granite|Description at type locality|Rock crops out at GR 642905 on hillside.|
28368|Bindogandri Granite|Extent|A body of about 20 km2 extent centered at GR 643905|
28368|Bindogandri Granite|Lithology|Granite (graphic alkali perthite = quartz> albite, minor biotite).|
28368|Bindogandri Granite|Relationships and boundaries|Intrudes Ordovician sediments and is overlain by Late Devonian sediments.|
28368|Bindogandri Granite|Age reasons|Interpreted as Early Devonian by analogy with the Grenfell Granite.|
39258|Birken Head Volcanic Member|Name source|From Birken Head Rock (0245900E 6582000N Kelvin 1:25,000 sheet), a prominent bluff near Kelvin.|
39258|Birken Head Volcanic Member|Type section locality|From 30o52'03"S 150o20'37"E to 30o52'08"S 150o20'29"E (0246000E 6582050N to 0245800E 6581900N) in section 510 at Birken Head Rock.|
39258|Birken Head Volcanic Member|Extent|Along the length of Tulcumba Ridge and northern half of Gunnan Ridge.|
39258|Birken Head Volcanic Member|Thickness range|220 m in the type section. On Tulcumba Ridge, ranges from 280m in the north (section 411), 650 m in the central part (section 578) to 295 m in the south (section 521). On Gunnan Ridge from 260 m (section 522) in the central part to 85 m in the south. Section numbers are those of Roberts et al. ms.|
39258|Birken Head Volcanic Member|Lithology|Composite unit of dacitic ignimbrite, subordinate and localised dacite lava, and resedimented dacitic conglomerate and/or agglomerate and sandstone. Predominant rock-type beige, white, pink or grey, coarse to medium-grained, crystal-rich, unwelded to moderately welded ignimbrite with quartz, plagioclase, K-feldspar, biotite, opaque minerals and minor pumices; groundmass generally spherulitic to occasionally micropoikilitic. A flow unit in upper part of member in section 578 (578-21) contains scattered medium grained plagioclase within a fine groundmass of oriented plagioclase laths and minor quartz. Glass shards normally present in resedimented rocks. Pumiceous conglomerate overlies the ignimbrite west of Birken Head Rock. XRF analyses (Liang 1989, MU47992, MU47993; Geeve 1995, MU55267, MU55268 and MU55269) indicate compositions of rhyolite at the base to dacite throughout the remainder of the unit.|
39258|Birken Head Volcanic Member|Relationships and boundaries|A thin tongue of dacitic ignimbrite and, at the northern end of Tulcumba, a dacite flow (unnamed unit Cw9 of Roberts et al. in press) projects northwards from the main body of the Birken Head Volcanic Member in the central part of Tulcumba Ridge. The dacitic ignimbrite and lava are separated from the main body of the member by a lens of volcanolithic sediments and minor  volcanics.|
39258|Birken Head Volcanic Member|Age reasons|The SHRIMP AS3 age is 315.2+/-2.8 Ma (sample 511-2. Figure 10, Roberts et al. ms). Early Westphalian.|
1865|Blackmans Flat Conglomerate|Name source|Village of Blackmans Flat, Western Coalfield|
1865|Blackmans Flat Conglomerate|Unit history|McElroy (1957), Branagan (1960). Not previously defined.|
1865|Blackmans Flat Conglomerate|Type section locality|(1) Location: Austen & Butta Hartley Valley DDH3 (224552.4E 1291973.0N Lithgow 1:50 000 Sheet, 8931-111). (2) Repository: Dept Mineral Resources Core Library, Londonderry. Reference Section: Lidsdale House, GR 138051, Lithgow 8931-111.|
1865|Blackmans Flat Conglomerate|Extent|Generally restricted to the western margin of the Western Coalfield.|
1865|Blackmans Flat Conglomerate|Thickness range|(1) Type section: From 243.99 m to 247.53; thickness 3.54 m. (2) Maximum recorded: 20.5 m.|
1865|Blackmans Flat Conglomerate|Lithology|Quartz-lithic, pebbly sandstone, medium and coarse grained, locally conglomeratic (pebble and cobble conglomerate); minor fine grained clastics. Sporadic coaly stringers.|
1865|Blackmans Flat Conglomerate|Relationships and boundaries|Stratigraphic limits: Overlain conformably by the Lidsdale Coal. Sharp erosive contact with underlying Lithgow Coal. Part of Cullen Bullen Sub-Group. General: Massive bedded to planar cross bedded: generally fines upward, often in several sub-units. Thickness highly variable along strike. Base of unit marked by sharp transition from sandstone or conglomerate to coal or carbonaceous shales of the Lithgow Coal. Top of unit recognised by change from dominantly sandstone to coal, carbonaceous claystone or mudstone. The term is synonymous with the Upper Marrangaroo Sandstone (Rayner, 1955), (Taylor, 1954) and the Blackmans Flat Conglomerate (McElroy, 1957), (Branagan, 1960). Occurs in Lithgow and parts of Hampton 1:50 000 sheets.|
1865|Blackmans Flat Conglomerate|Proposed publication|Australian Coal Geology|
25792|Bland Diorite|Name source|County of Bland|
25792|Bland Diorite|Type section locality|GR 528808, Forbes 1:250 000, on roadside at top of hill.|
25792|Bland Diorite|Extent|Small outcrops over area of 15 km2 immediately east of Wyalong.|
25792|Bland Diorite|Lithology|Diorite|
25792|Bland Diorite|Relationships and boundaries|Intrudes Late Ordovician sediments. Is itself intruded by the Late Silurian Wyalong Granodiorite.|
25792|Bland Diorite|Age reasons|Late Ordovician to Early Silurian (age date potassium-argon 422 +/- 15 m.y. by Amdel - File Geol. Surv. NSW GS 1975/187).|
25794|Blow Clear Member|Name source|Blow Clear Trig Station.|
25794|Blow Clear Member|Type section locality|533884 (bottom) to 532844 (top) Forbes 1:250 000|
25794|Blow Clear Member|Extent|Outcrops for about 6 km along strike.|
25794|Blow Clear Member|Thickness range|About 400 m|
25794|Blow Clear Member|Lithology|Sandstone and conglomerate|
25794|Blow Clear Member|Relationships and boundaries|Lithologically distinct and usually sharp boundaries with Burcher Greywacke greywacke.|
25794|Blow Clear Member|Proposed publication|Bulletin Australian Society of Exploration Geophysicists (V.7 No. 1)|
24189|Boat Harbour Breccia|Name source|Boat Harbour on the east coast of Lord Howe Island at 159o06.1'E longitude, 31o33.4'S latitude on map of Lord Howe Island (Department of Lands, Sydney, 1966, 1:15840).|
24189|Boat Harbour Breccia|Type section locality|Coast line immediately southwest of Rocky Point over a few hundred metres, on the west side of Boat Harbour.|
24189|Boat Harbour Breccia|Extent|Exposed over about 4 km2 in central parts of Lord Howe Island from northern slopes of Mount Lidgbird to waist of island between Prince William Henry Bay and Blinkenthorpe Bay.|
24189|Boat Harbour Breccia|Thickness range|Possibly 250 m +|
24189|Boat Harbour Breccia|Lithology|Massive, well indurated breccia composed of angular to subangular basaltic fragments ranging down in size from 1 m, but usually consisting of fragments less than 10 cm across, set in a fine grained matrix. No bedding visible.|
24189|Boat Harbour Breccia|Relationships and boundaries|No base exposed, but suggest it is younger than North Ridge Basalt. Intruded by numerous basaltic dykes and sheets. Overlain by Mount Lidgbird Basalt.|
24189|Boat Harbour Breccia|Age reasons|Thought to be Late Miocene as probably younger than North Ridge Basalt (age ~6.9 Ma), and clearly older than Mount Lidgbird Basalt (K-Ar age ~6.4 Ma).|
24189|Boat Harbour Breccia|Comments|Interpret the Boat Harbour Breccia as an agglomerate, probably formed within the vent region of the large basalt shield volcano of which Lord Howe Island is the erosional remnant.|
