Stratno | Stratigraphic Name | Category | Contents | Last update 
28157|Adla Granulite|Age reasons|Mid-Proterozoic or older. Probably metamorphosed at 1800 m.y; the age of the main granulite metamorphism in the Strangways Metamorphic Complex in which it is included (Black, 1975; Iyer, Woodford & Wilson, 1976).|
28157|Adla Granulite|Correlations|Correlated with the Yamba granulite and the Ongeva granulite of Strangways Metamorphic Complex.|
24148|Adnera Member|Name source|Adnera Creek and Waterhole on Home of Bullion 1:100 000 Sheet (AMG GR MR185697).|
24148|Adnera Member|Unit history|Upper part of PuCs2 unit of Shaw and Warren (1975) and Shaw et al. (1979).|
24148|Adnera Member|Geomorphic expression|Commonly exposed as gently rounded range tops capping less resistant Tops Member.|
24148|Adnera Member|Type section locality|30 km south-southwest of Stirling homestead on Barrow 1:100 000 sheet. Base of section at AMG GR LR677667 (latitude 22o00'00"S, longitude 133o43'05"E); top at GR LR682671 (latitude 21o59'47"S, longitude 133o43'23"E).|
24148|Adnera Member|Extent|Southwest quarter of Barrow Creek, southeastern Mount Peake and northwestern Alcoota 1:250 000 sheets.|
24148|Adnera Member|Thickness range|310 m at type section. 72 m measured at AMG GR MR015951 on Home of Bullion 1:100 000 sheet. Thickens towards the southwest.|
24148|Adnera Member|Lithology|Medium-grained, white, feldspathic quartz arenite and orthoquartzite. Some granule horizons. Upper unit of red-brown sandstone and siltstone in some areas. Well developed cross-bedding. Rare trace fossils in upper unit.|
24148|Adnera Member|Relationships and boundaries|Conformably overlies Tops Member. Base picked at first consistent development of white quartz arenite above underlying redbeds of Tops Member. Overlain with probable disconformity by Early Cambrian Octy Formation.|
24148|Adnera Member|Structure and Metamorphism|Generally horizontal or gently dipping to southwest, except near faults.|
24148|Adnera Member|Age reasons|Considered to be latest Proterozoic (late Adelaidean) as it conformably overlies the Tops Member which contains an element of the Ediacara Assemblage. Contains rare trace fossils but not distinctive Cambrian forms.|
24148|Adnera Member|Correlations|May correlate in part with Andagera Formation to the northeast.|
168|Aileron Metamorphics|Name source|Aileron (5552-295943), a settlement on Stuart Highway 135 km north of Alice Springs, Aileron 1:100 000 Sheet area.|
168|Aileron Metamorphics|Type section locality|Reference area: Prominent hill at 5552-255996, 6.5 km northwest of Aileron; southeastern slope of hill shows gently dipping felsic and mafic banded granulites; towards top of hill, granulites are intimately; mixed with augen gneiss of Boothby Orthogneiss.|
168|Aileron Metamorphics|Extent|Northeast part of Aileron 1:100 000 Sheet area; extends into Alcoota 1:250 000 Sheet area.|
168|Aileron Metamorphics|Lithology|Ten sub-units recognised and mapped: 1. Felsic granulite, with smaller amounts of mafic granulite, amphibolite, garnet-biotite gneiss, sillimanite gneiss, cordierite granulite and gneiss; 2. Mafic granulite, with small amount of felsic granulite; 3. Cordierite gneiss; 4. Garnet-biotite gneiss, cordierite gneiss, mafic granulite; 5. Calc-silicate rock, forsterite marble; 6. Sillimanite-garnet-biotite gneiss, amphibolite, garnet amphibolite; 7. Quartz-rich metasediment; 8. Cordierite-garnet granulite; 9. Quartzofeldspathic gneiss; 10. Amphibolite.|
168|Aileron Metamorphics|Relationships and boundaries|Forms large separate enclaves up to 4 km long in or adjacent to Boothby Orthogneiss; adjoins and intruded by northeast margin of Napperby Gneiss; in contact with and intruded by unnamed granite at 2 localities 4 and 7 km south of Aileron, respectively.|
168|Aileron Metamorphics|Age reasons|No isotopic dates. Older than approximate date of 1100 m.y. on Boothby Orthogneiss (L.P. Black, BMR, pers. Comm., 1977), older than date of 1800-1500 m.y. on Napperby Gneiss (L.P.B., pers. Comm., 1975).|
168|Aileron Metamorphics|Proposed publication|Commentary on Reynolds Range-Aileron 1:100 000 Special Map.|
168|Aileron Metamorphics|Comments|Reason for Proposed Name:  Distinctive mappable rock-types.|
27692|Albinia Formation|Name source|The name is derived from the Albinia Spring (6673:5195) situated on the Waite Creek in the western part of the Mount Doreen sheet area.|11/APR/12
27692|Albinia Formation|Type section locality|The type section lies in the SW part of the Vaughan Springs Syncline (6825-5280:6836-5283).|11/APR/12
27692|Albinia Formation|Extent|The Albinia Formation crops out in the Vaughan Springs Syncline and in a few poor outcrops on the northern flank of the basin in the Treuer Range.|11/APR/12
27692|Albinia Formation|Thickness range|The thickness of the formation in the type section is about 150 m and is the thickest known section.|11/APR/12
27692|Albinia Formation|Lithology|The formation is poorly exposed because of its high siltstone and shale content. The most characteristic rock type is a dark grey foetid dolomite with stromatolites, and white, grey and black chert.|11/APR/12
27692|Albinia Formation|Relationships and boundaries|The Albinia Formation overlies the Adelaidean Vaughan Springs Quartzite probably disconformably and is unconformably overlain by the Adelaidean Mount Doreen Formation, and possibly by the Naburula Formation and Rinkabeena Shale Formation also unconformably.|11/APR/12
27692|Albinia Formation|Age reasons|The lithology and stratigraphic position of the Albinia Formation indicate that it is probably Adelaidean in age. It is correlated with the Bitter Springs Formation in the Amadeus Basin.|11/APR/12
27692|Albinia Formation|Comments|Reason for proposed name: The formation was originally thought to be part of the Mount Doreen Formation. It is now considered to be a separate unit and genetically unrelated to the Mount Doreen Formation.|11/APR/12
39599|Alcurra Dolerite|Name source|Alcurra Creek, northern South Australia. Alberga 1:250,000 map sheet area|
39599|Alcurra Dolerite|Unit history|Unit equivalent to Alcurra Dyke Swarm (Coates 1963, Edgoose et al 1993, Scrimgeour et al 1999, Young et al 2002, Edgoose et al 2002) and Kulgera Dyke Swarm (Camacho et al 1991). Synonymous with Alcurra dolerite (Close et al 2003).|
39599|Alcurra Dolerite|Type section locality|Kulgera railway quarry, Kulgera 1:250,000 map sheet area. 260 50' 20" S, 132o 23' 30" E.|
39599|Alcurra Dolerite|Extent|Widespread across Musgrave Block as dykes, sills and less commomly bodies|
39599|Alcurra Dolerite|Lithology|Pristine dolerite has an ophitic to sub-ophitic texture, and contains plagioclase, clinopyroxene, olivine, K feldspar, and minor quartz and opaques. In the southwestern Musgrave Block NT the dolerite has largely been recrystallised to metamorphic grades ranging from garnet granulite to garnet amphibolite facies. Amphibolite is fine-grained, dark greenish black, with equigranular hornblende and plagioclase, and locally garnet. Recystallised dykes that have not also been deformed contain kyanite within plagioclase, and garnet coronas around pyroxene, where they are in contact with plagioclase. Partly recrystallised dykes have garnet and secondary clinopyroxene which define the mylonitic fabric and form coronas on ortho- and clinopyroxene. Completely recrystallised dykes contain garnet, clinopyroxene, hornblende, sodic plagioclase, quartz and rutile, with or without scapolite. In greenschist facies, the dolerite has variably recrystallised to assemblages containing actinolite, chlorite and epidote.|
39599|Alcurra Dolerite|Relationships and boundaries|Intrudes gneiss with protolith ages in the range 1600-1540 Ma; crosscuts gneissic fabric resulting from 1200-1160 Ma Musgrave Orogeny. Intrudes Pitjantjatjara Supersuite granite. Intruded by 1071 +/- 5 Ma Angatja Granite in eastern Musgrave Ranges (Scrimgeour et al 1999). Deformed and metamorphosed during the 570-530 Ma Petermann Orogeny.|
39599|Alcurra Dolerite|Age reasons|1080 Ma interpreted age from correlation with mafic rocks of the 1080 Ma Giles Complex and constrained by 1071 +/- 5 Ma age for Angatja Granite which intrudes it. A Rb/Sr age of 1054 +/- 13 Ma was obtained for a dyke in the Kulgera area and a 1090 +/- 32 Ma Sm-Nd age was obtained for a dyke from the same area by Zhao and McCulloch (1993).|
39599|Alcurra Dolerite|Correlations|Stuart Pass Dolerite of the southern Arunta Region, which has a Sm-Nd age of 1076 ? 33 Ma  (Zhao and McCulloch 1993).|
39599|Alcurra Dolerite|Proposed publication|Edgoose et al 2003|
39599|Alcurra Dolerite|References|*CAMACHO A, Simons B and Schmidt PW, 1991. Geological and palaeomagnetic significance of the Kulgera Dyke Swarm, Musgrave Block, NT, Australia. International Geophysical Journal 107, 37-45.      *CLOSE DF, Edgoose CJ and Scrimgeour IR, 2003. Hull and Bloods Range, Northern Territory. 1:100 000 geological map series explanatory notes, 4748, 4848. Northern Territory Geological Survey, Darwin.    *COATES RP 1963. The geology of the Alberga 4-mile military sheet, Explanation of the geological Map. South Australian Department of Mines and Energy, Geological Survey, Report of Investigations 22.    *EDGOOSE CJ, Camacho A, Wakelin-King, GA and Simons BA, 1993. Kulgera, Northern Territory (Second Edition). 1250 000 geological map series explanatory notes, SE 53-5. Northern Territory Geological Survey, Darwin.     *EDGOOSE CJ, Close DF, Stewart AJ and Duncan N, 2002. Umbeara, Northern Territory. 1:100 000 geological map series explanatory notes, 5646. Northern Territory Geological Survey, Darwin and Geoscience Australia, Canberra (National Geoscience Mapping Accord).    *EDGOOSE CJ, Scrimgeour IR and Close DF, 2003. Geology of the Musgrave Block, Northern Territory. Northern Territory Geological Survey, Report 15.
Scrimgeour IR, Close DF and Edgoose CJ, 1999. Petermann Ranges, Northern Territory (Second Edition). 1:250 000 geological map series explanatory notes, SG 52-07. Northern Territory Geological Survey, Darwin.    *YOUNG DN, Duncan N, Camacho A, Ferenzi PA and Madigan TLA, 2002. Ayers Rock, Northern Territory (Second Edition). 1:250 000 geological map series explanatory notes, SG 52-08. Northern Territory Geological Survey, Darwin.     *ZHAO JX & McCulloch MT, 1993. Sm-Nd mineral isochron ages of Late Proterozoic dyke swarms in Australia: evidence for two distinctive events of mafic magmatism and crustal extension. Chemical Geology 109, 341-354.|18/FEB/11
24152|Ali Curung Granite|Name source|Ali Curung Aboriginal community (AMG GR MS380770) on the Taylor 1:100 000 Sheet (5755).|
24152|Ali Curung Granite|Unit history|Previously mapped as an unnamed granite or as a quartz feldspar porphyry (Smith and Milligan, 1964).|
24152|Ali Curung Granite|Geomorphic expression|Low, irregular hills and tors, widely separated inselbergs, rocky boulder strewn hills; smooth pale and dark air photo tones.|
24152|Ali Curung Granite|Type section locality|Within 3 km radius of AMG GR MS000515 (latitude 21o14'98"S, longitude 134o02'10"E) in the northwestern part of the Taylor 1:100 000 Sheet. Pgaf and Pgac are present at this locality. For other phases see reference localities below.|
24152|Ali Curung Granite|Extent|Northeastern part of the Crawford (5655) and western part of the Taylor 1:100 000 Sheets.|
24152|Ali Curung Granite|Lithology|(different phases listed by map symbols): Undifferentiated granite around GR LS825663 (Pga): medium to coarse, with quartz-alkali feldspar-plagioclase (commonly sericitised) -muscovite+biotite, with accessory opaque oxides, zircon and apatite; some graphic intergrowths of quartz and feldspar; intrudes Hatches Creek Group at GR LS816669).  Granite (Pgaa): fine, even-grained, pinkish grey, with biotite (partly altered to chlorite) with zircon inclusions, muscovite, quartz with undulose extinction, partly sericitised plagioclase, alkali feldspar (perthite common with rare granophyric intergrowths of quartz, microcline less common), traces of epidote, apatite, sphene and opaque minerals (e.g. at GR MS115333). Granite (Pgab): medium porphyritic, grey, with biotite (commonly with zircon inclusions), muscovite, quartz with undulose extinction, plagioclase (partly sericitised), alkali feldspar (perthite common with rare granophyric intergrowths of quartz, microcline less common), accessory apatite, opaque minerals and tourmaline +/- sphene (e.g. at GR MS159302).  Granite (Pgac): medium to coarse, porphyritic, pale grey, with biotite partly altered to chlorite, quartz with undulose extinction, plagioclase partly altered to sericite+epidote, alkali feldspar (perthitic with granophyric intergrowths of quartz and minor plagioclase), traces of anhedral sphene, fluorite, apatite, zircon and anhedral opaques (e.g. at GR MS000514).  Granite (Pgad): fine to medium, dark grey, equigranular, xenolith rich, with biotite, quartz (partly recrystallised and with triple points), rare fine-grained plagioclase partly altered to sericite and epidote, alkali feldspar (commonly perthitic and minor microcline), secondary dolomitic carbonate, traces of zircon and anhedral sphene; brecciated in places (e.g. at GR LS984552). Possibly intruded by Pgaf at GR LS982551 (relationship not clear).  Granite (Pgaf): medium, even-grained, pink, leucocratic, with biotite partly altered to chlorite, sericite intergrown with chlorite, partly recrystallised quartz with straight grain boundaries and triple points in places, plagioclase partly altered to finely granular epidote and sericite, alkali feldspar (commonly perthitic); brecciated or sheared in places (e.g. GR LS956570). Intrudes Hatches Creek Group at GR LS941582 and possibly Pgad at GR LS982551).  Granodiorite (Pgas): fine to medium, heterogranular, xenolith rich, with quartz (partly recrystallised), rich in biotite with accessory zircons, alkali feldspar (microcline and perthite common), subhedral sericitised plagioclase, and traces of tourmaline and anhedral opaque minerals; typically deeply weathered; protomylonitic in places (e.g. at GR MS556328).|
24152|Ali Curung Granite|Relationships and boundaries|Intrudes the Hatches Creek Group.|
24152|Ali Curung Granite|Structure and Metamorphism|Sheared in places.|
24152|Ali Curung Granite|Age reasons|Younger than the Hatches Creek Group (maximum age Early Proterozoic). May be contemporaneous with the Elkedra Granite, which also intrudes the Hatches Creek Group and has been dated by the Rb-Sr whole rock method at about 1660 Ma (Blake and others, 1987).|
27281|Alice Springs Granite|Name source|Alice Springs township in Alice Springs 1:100 000 Sheet area.|
27281|Alice Springs Granite|Type section locality|Typical specimens of the outcrop can be seen around the Alice Springs Telegraph Station.|
27281|Alice Springs Granite|Extent|Extends from the northern part of the Alice Springs township to the Charles River Fault in Alice Springs 1:100 000 Sheet area.|
27281|Alice Springs Granite|Lithology|Muscovite-biotite granite. In places the granite contains white microcline laths up to 10 cm long.|
27281|Alice Springs Granite|Relationships and boundaries|Conformable contact with Sadadeen Range gneiss (new name) and a lens of calc-silicate rock. Dolerite dykes of the Stuart Dyke Swarm intrude the Granite.|
27281|Alice Springs Granite|Age reasons|Isotopic redistribution at about 1100 m.y. May have been emplaced or undergone thermal metamorphism at this time.|
27281|Alice Springs Granite|Proposed publication|Geological report on the 1:100 000 scale mapping of southeastern Arunta Block, Alice Springs 1:250 000 Sheet area, Northern Territory, by R.D. Shaw et al. BMR. Microfiche report in prep.|
27281|Alice Springs Granite|Comments|Reason for proposed name: Homogeneous granitic body surrounded by ortho augen gneiss. Distinctive and quite different from neighbouring rocks.|
27281|Alice Springs Granite|Defn Reference|80/20787|
28277|Alinjabon Sandstone|Name source|Alinjabon Rockhole on Bonney Creek, GR 590183, NW Davenport Range 1:100 000 Sheet area, Bonney Well 1:250 000 Sheet area.|
28277|Alinjabon Sandstone|Type section locality|2 km E of Coulters Waterhole (latitude 20o59'55"S, longitude 135o01'50"E), above type section of Errolola Sandstone; base at GR047780, top at GR052780, Hatches 1:100 000 Sheet area. Consists of basal recessive beds (friable kaolinic arenite exposed) about 50 m thick, overlain by about 100 m of ridge-forming, thin to medium-bedded, fine to medium-grained white quartz arenite, overlain by recessive beds (again, mainly friable arenite exposed) about 200 m thick, overlain by ridge-forming thin bedded fine and medium-grained feldspathic (or lithic) arenite about 100 m thick (top); sequence dips about 80oE.|
28277|Alinjabon Sandstone|Extent|Crops out throughout Davenport Province (E and central parts Bonney Well, SW part Frew River, NW part Elkedra, NE part Barrow Creek 1:250 000 Sheet areas).|
28277|Alinjabon Sandstone|Thickness range|Generally about 500 m, but ranges between about 350 m and 750 m.|
28277|Alinjabon Sandstone|Lithology|Ridge-forming quartz arenite and feldspathic or lithic arenite, interbanded with recessive siltstone, arenite, shale, ferruginous arenite, and locally, mainly at or near base, altered mafic lava.|
28277|Alinjabon Sandstone|Relationships and boundaries|Conformably overlies Errolola Sandstone; base taken at base of recessive band overlying ridge-forming arenite of Errolola Sandstone. Top taken at contact between ridge-forming fine-grained arenite and overlying recessive beds of Lennee Creek Formation.|
28277|Alinjabon Sandstone|Age reasons|Younger than 1870 Ma (U-Pb zircon date on volcanics in the Warramunga Group, which is unconformably overlain by the Hatches Creek Group), and older than about 1640 Ma (Rb-Sr whole-rock approximate date on granite which intrudes the Hatches Creek Group).|
28277|Alinjabon Sandstone|Comments|Part of the Hanlon Subgroup of the Hatches Creek Group. Is a region-wide unit of alternating resistant arenite and generally subordinate recessive arenite or lutite readily distinguished from thick underlying ridge-forming arenite and overlying recessive lutite units.|
28277|Alinjabon Sandstone|Proposer|Stewart A.J.|
26291|Aloolya Gneiss|Name source|Aloolya Bore, 11km E of main outcrop body of Aloolya Gneiss, Tea Tree 1:100 000 Sheet. Metric grid reference: 318300E, 7530400N.|
26291|Aloolya Gneiss|Type section locality|3.3 km SW of Bluebush Bore. Metricgrid ref. of T.L. = 299200E, 7535300N. Tea Tree 1:100 000 (5553). A large clean nearly vertical rock face shows Aloolya Gneiss intruding Anmatjira Orthogneiss.|
26291|Aloolya Gneiss|Extent|Two separate bodies on N. flank of SE part of Anmatjira Range, Tea Tree 1:100 000 Sheet area. Larger body is elongated NW/SE, measures 8 km by 2 km is located at extreme SE end of Anmatjira Range. Smaller body is about 3 km across, and is located about 5 km NW of the larger body, and 3 km SW of Bluebush Bore. The bodies are separated by older Anmatjira Orthogneiss, and are regarded as parts of one intrusion.|
26291|Aloolya Gneiss|Lithology|Leucocratic evenly medium-grained pale gneissic granite; normal granitic minerals, plus clots of tourmaline and garnet.|
26291|Aloolya Gneiss|Relationships and boundaries|Intrudes the Tyson Creek granulite (q.v.), intrudes the Anmatjira Orthogneiss thermally metamorphoses Possum Creek Charnockite (q.v.). Probably intrudes Weldon metamorphics (q.v.) (adjoins, but no actual relationship seen). Is intruded by dykes of aplite, pegmatite, metamorphosed basic rock, and by quartz veins.|
26291|Aloolya Gneiss|Age reasons|Only slightly younger than Anmatjira Orthogneiss, which is dated at 1642 +/- 100 m.y. by Rb-Sr on whole rocks (L.P. Black, BMR pers. Comm., 1975). Early Carpentarian.|
26291|Aloolya Gneiss|Proposed publication|2. 'Geology of the Northwestern Part of the Arunta Block, N.T.' - BMR Publication.|
26291|Aloolya Gneiss|Comments|Reason for Proposed Name: a distinctively textured and mappable granite gneiss body.|
21122|Alyangula Subgroup|Name source|Alyangula community, Groote Eylandt (GR PE 530675), in BLUE MUD BAY.|
21122|Alyangula Subgroup|Unit history|Formerly mapped as part of the now abandoned 'Groote Eylandt beds' (Plumb and Roberts, 1965, 1992).|
21122|Alyangula Subgroup|Constituents|In ascending order Alyinga Sandstone, Bartalumba Basalt and Dalumbu Sandstone on and around Groote Eylandt. The Woodah Sandstone on other islands and on the mainland is also included in the subgroup and is probably a lateral equivalent of the Alyinga Sandstone.|
21122|Alyangula Subgroup|Type section locality|As for each component formation.|
21122|Alyangula Subgroup|Extent|Groote Eylandt and closely associated islands of the Blue Mud Bay (BLUE MUD BAY, PORT LANGDON, CAPE BEATRICE and ROPER RIVER). Minor exposure of Woodah Sandstone on nearby mainland coastal area.|
21122|Alyangula Subgroup|Thickness range|Maximum thickness is developed on Groote Eylandt, where the estimated composite thickness is 1100m.|
21122|Alyangula Subgroup|Lithology|Predominantly sandstone and pebbly sandstone with minor pebble and conglomerate, interbedded with basalt and dolerite (Bartalumba Basalt and thin basaltic unit in Dalumbu Sandstone).|
21122|Alyangula Subgroup|Relationships and boundaries|The Alyinga Sandstone lies disconformably on the Milyema Formation of the Bustard Subgroup. The Woodah Sandstone lies unconformably on the Grindall Formaiton and its intrusivesm and is locally (Bickerton Island) inferred to overlie the Bustard Subgroup (contact not exposed). There is no good exposed stratigraphic top to the subgroup (the youngest rocks of the Dalumbu Sandstone dip beneath the sea). Cretaceous and Cainozoic rocks and sediments lie unconformably over the subgroup in places.|
21122|Alyangula Subgroup|Age reasons|Probably Statherian (Palaeoproterozoic). The Bickerton Rhyolite in the underlying Bustard Subgroup has been dated by SHRIMP single-zircon U-Pb techniques at ~1815 Mz (Pietsch et al. 1994).|
21122|Alyangula Subgroup|Correlations|Possibly correlated with the lower Tawallah Group of the southern McArthur Basin.|
21123|Alyinga Sandstone|Name source|Aylinga Island (GR PE670817) in PORT LANGDON.|
21123|Alyinga Sandstone|Unit history|Formerly mapped as part of the now abandoned 'Groote Eylandt beds' (Plumb and Roberts, 1965, 1992).|
21123|Alyinga Sandstone|Geomorphic expression|Joint-controlled, bare rocky outcrops.|
21123|Alyinga Sandstone|Type section locality|Lower boundary stratotype: Northern Groote Eylandt (north of Yirrumanja at lat. 13o 41'S, long. 136o 35'E; GR PE715862). Reference localities: Outcrop on a small island at lat. 13o 41' 30"S. long. 136o 31' 45"E (GR PE665857) and the northwestern part of Winchelsea Island thought to include the upper part of the formation (lat. 13o 44'S, long. 136o 29'E; GR PE603807).|
21123|Alyinga Sandstone|Extent|Outcrops on the northern Groote Eylandt, northern Winchelsea Island, North East Isle and on smaller islands to the immediate north and northeast, PORT LANGDON and BLUE MUD BAY.|
21123|Alyinga Sandstone|Thickness range|Estimated to be of the order of 300m thick.|
21123|Alyinga Sandstone|Lithology|Thin basal polymict granule to boulder conglomerate and pebbly and cobbly sandstone; white, medium- to coarse-grained, locally pebbly, quartz-rich sandstone with very large trough cross-beds.|
21123|Alyinga Sandstone|Depositional environment|High-energy braided fluviatile for most of the formation, changing to marginal marine near the top.|
21123|Alyinga Sandstone|Relationships and boundaries|Disconformablu overlies the Milyema Formation. Inferred to be overlain by Bartalumba Basalt, although there is a considerable covered interval at this level. Based on aeromagnetic evidence, it is intruded by magnetic (probably mafic) dykes.|
21123|Alyinga Sandstone|Age reasons|Probably Statherian (Palaeoproterozoic). The Bickerton Rhyolite in the underlying Bustard Subgroup has been dated by SHRIMP single-zircon U-Pb techniques at ~1815Ma (Pietsch et al. 1994).|
21123|Alyinga Sandstone|Correlations|Possibly correlates with the Yiyintyi Sandstone of the Tawallah Group.|
24156|Amesbury Quartzite|Name source|Amesbury Bore on Mount Peake 1:250 000 Sheet (AMG GR LR1894).|
24156|Amesbury Quartzite|Unit history|Originally Amesbury Quartzite Member of the Central Mount Stuart Formation (Offe, 1978; Stewart et al., 1980). Mapped as Central Mount Stuart beds by Smith and Milligan (1964).|
24156|Amesbury Quartzite|Geomorphic expression|Typically forms cuestas and low rounded ridges.|
24156|Amesbury Quartzite|Type section locality|16 km east-northeast of Amesbury Bore on Mount Peake 1:250 000 Sheet (AMG GR LR3399; latitude 21o42'30"S, longitude 133o23'15"E), as nominated by Offe (1978).|
24156|Amesbury Quartzite|Extent|Restricted to scattered outcrops near the central eastern edge of Mount Peake and central western edge of Barrow Creek 1:250 000 sheets.|
24156|Amesbury Quartzite|Thickness range|20 m at type section (Offe, 1978).|
24156|Amesbury Quartzite|Lithology|White ripple-marked and cross-bedded orthoquartzite and quartz arenite. Thin basal conglomerate locally present. Characteristic bimodal beds composed of well-rounded and well-sorted quartz granules or small pebbles in a medium-grained arenaceous matrix, occur near base. Desiccation cracks present and clay galls common.|
24156|Amesbury Quartzite|Relationships and boundaries|Unconformably overlies early Proterozoic crystalline basement. Unconformably overlain locally by Boko Formation (at AMG GR LS5218) or Central Mount Stuart Formation.|
24156|Amesbury Quartzite|Structure and Metamorphism|Generally low dips rarely exceeding 20o.|
24156|Amesbury Quartzite|Age reasons|Late Proterozoic or older.|
24156|Amesbury Quartzite|Correlations|May correlate with Vaughan Springs Quartzite of Ngalia Basin.|
35317|Amputjuta Dacite|Name source|Amputjuta Outstation, southwestern Hull 1:100 000 mapsheet.|
35317|Amputjuta Dacite|Unit history|Previously described as unnamed Precambrian porphyroblastic schist, quartz-feldspar porphyry (Forman 1966). Previous 'informal' name- Manananna Porphyry (Forman, 1966)|
35317|Amputjuta Dacite|Geomorphic expression|Low rounded hills|
35317|Amputjuta Dacite|Type section locality|4.5 km southwest of Amputjuta Outstation at location 24? 56' 53.04" S, 129? 05' 10.25" E (WGS 84).|
35317|Amputjuta Dacite|Extent|Arcuate belt around the margin of Learmouth Park, southwestern region of Hull 1:100 000 mapsheet.|
35317|Amputjuta Dacite|Thickness range|n/a|
35317|Amputjuta Dacite|Lithology|Porphyritic hypabyssal dacite with fine grained phenocrysts of feldspar, less abundant equigranular leucogranite.|
35317|Amputjuta Dacite|Depositional environment|Shallow level intrusive.|
35317|Amputjuta Dacite|Relationships and boundaries|Forms part of the 1190-140 Ma Pottoyu Granite Suite (Scrimgeour et al 1999). Intrudes the undivided Pottoyu Granite Suite, overlain by Kulail Sandstone.|
35317|Amputjuta Dacite|Age reasons|Mesoproterozoic. Pb-Pb evaporation dates on zircon yield an age of 1153 +/- 3 Ma (Close et al, 2002).|
35317|Amputjuta Dacite|Correlations|Geochemically similar, thus tentatively correlated with the undivided Pottoyu Granite Suite (1190-1140 Ma) and Ilyaralona Granite (1163 +/- 4 Ma).|
35317|Amputjuta Dacite|Proposed publication|Close, D.F., Edgoose, C.J., Scrimgeour, I.R., 2002. Bloods Range and Hull 1:100 000 geological special, Northern Territory Geological Survey, Explanatory notes.|
35317|Amputjuta Dacite|Comments|Previous 'informal' name- Manananna Porphyry (Forman, 1966). Ambiguous intrusive relationships with Pottoyu Granite are seen in the field, however geochemical signature is similar suggesting the Amputjuta Dacite is probably a late co-magmatic phase of the Pottoyu Granite- possibly is high level intrusive equivalent.|
