Stratno | Stratigraphic Name | Category | Contents | Last update 
29337|Almaden Granodiorite|Comments|The Almaden Granodiorite closely resembles the Ruddygore Granodiorite mineralogically and chemically.  It is distinguished by its coarser grainsize, the presence of abundant and relatively large inclusions, the presence of relatively large hornblende laths, and the absence of orthopyroxene (Richards, 1981).   MINERALISATION:  The Almaden Granodiorite hosts the Perseverance lode, a fissure-vein deposit, and one of the largest producers of fluorite in the Chillagoe region.  Gold-bearing vein and fissure-fill lodes occur in the granodiorite near the contact with the Hiker Granodiorite, about 4.5 km east of Fluorspar.  Traces of gold and fluorite have also been found in thin quartz-kaolin lodes which cut the granodiorite near Bungine Creek, about 1.5 km northwest of Fluorspar railway siding.  The widespread metasomatism of the calcareous sediments of the Chillagoe Formation and alteration of the Ruddygore Granodiorite adjacent to the contacts between Calcifer and Chillagoe, with the development of exo- and endo-skarns, is noteworthy.|07/FEB/11
29337|Almaden Granodiorite|References|*BEST, J.G., 1962:  Atherton, Qld - 1:250 000 Geological Series.  Bureau of Mineral Resources, Australia, Explanatory Notes SE/55-5.   *BRANCH, C.D., 1966:  Volcanic cauldrons, ring complexes, and associated granites of the Georgetown Inlier, Queensland.  Bureau of Mineral Resources, Australia, Bulletin 76.   *DE KEYSER, F., & WOLFF, K.W., 1964:  The geology and mineral resources of the Chillagoe area.  Bureau of Mineral Resources, Australia, Bulletin 70.   *RICHARDS, D.N.G., 1981:  Granitoids of the northern Tate batholith, Chillagoe, north Queensland.  Ph.D. Thesis, James Cook University of North Queensland, Townsville (unpublished).   *RICHARDS, J.R., WHITE, D.A., WEBB, A.W., & BRANCH, C.D., 1966:  Isotopic ages of acid igneous rocks in the Cairns hinterland, north Queensland.  Bureau of Mineral Resources, Australia, Bulletin 88.   *WHITE, A.J.R., & CHAPPELL, B.W., 1977:  Ultrametamorphism and granitoid genesis.  Tectonophysics, 43, 7-22.|07/FEB/11
332|Alsace Quartzite|Name source|'Alsace' holding near the headwaters of Gunpowder and Myally Creeks, 145 km north of Mount Isa: latitude 19o25'S, longitude 139o35'E, Dobbyn 1:250 000 Sheet area.|
332|Alsace Quartzite|Type section locality|Near Paroo Creek 20 km southwest of Julius dam, in the Prospector 1:100 000 Sheet area, grid reference 588575, where 400 m of grey to pink feldspathic quartzite are cut by the Mount Isa-Julius dam pipeline road; latitude 20o16'45"S, longitude 139o38'45"E to latitude 20o16'25"S, longitude 139o39'E.|
332|Alsace Quartzite|Extent|The formation is exposed in a north-trending belt 200 km long by 50 km wide. Mount Isa is near the southern limit of the formation.|
332|Alsace Quartzite|Thickness range|70 to 600 m; average thickness is near 350 m.|
332|Alsace Quartzite|Lithology|Quartzite, sandstone, grey-pink, feldspathic to quartzose, medium to coarse-grained, massive to blocky, thick to thin-bedded; contains some clayey rock fragments; thin grey-green siltstone interbeds near the top. The formation forms resistant ridges and plateaux.|
332|Alsace Quartzite|Relationships and boundaries|Conformably overlies basalt and purple siltstone of the top most Eastern Creek Volcanics (Pickwick Metabasalt Member); overlain conformably by the Bortala Formation, and unconformably by the Mount Isa Group in the Paroo Range, 30 km north of Mount Isa.|
332|Alsace Quartzite|Age reasons|Carpentarian; minimum age about 1650 m.y. set by Sybella Granite intrusive into time equivalents of the Alsace Quartzite, west of Mount Isa.|
332|Alsace Quartzite|Comments|This formation was formerly an undifferentiated part of the Myally Beds (Carter et al. 1961); it is now the oldest formation in the redefined Myally Subgroup of the Haslingden Group.|
332|Alsace Quartzite|References|B051|
332|Alsace Quartzite|Name first published by|Glikson A.V., Derrick G.M., Wilson I.H., Hill R.M., 1976|
24162|Anning Granite|Name source|Anning Creek which joins the Gilbert River at GR 976 584 (Gilberton 1:100 000 Sheet area).|
24162|Anning Granite|Unit history|Previously mapped as Dumbano Granite (White, 1962).|
24162|Anning Granite|Type section locality|Anning Creek for about 1 km upstream from its junction with the Gilbert River. Pink medium grained equigranular biotite leucogranite crops out, locally containing small discontinuous veins and stringers of aplite and pegmatite.|
24162|Anning Granite|Extent|Crops out in two main areas totaling about 150 km2 in the central eastern part of the Gilberton 1:100 000 Sheet area. The larger area occupies the western two-thirds and southern margin of the Glenmore Batholith extending from around Hanns Table Mountain south to the Anning Creek area and eastwards towards Wire Yard Mountain (GR 157 575). The smaller area occupies the eastern margin of the batholith extending south from about GR 105 755 in a belt  14 km long and 3 to 5 km long; the latter area is poorly exposed and apparently complex containing numerous large roof pendants of Einasleigh Metamorphics. Numerous small bodies of biotite leucogranite are present in the Einasleigh Metamorphics elsewhere in the southern half of the Gilberton 1:100 000 Sheet area; these are likely to be of several different ages and are presently unassigned, although some are possibly related to the Anning Granite.|
24162|Anning Granite|Lithology|The larger area is predominantly cream to pink, medium grained, equigranular leucogranite containing sparse biotite, minor secondary muscovite and rare garnet; hornblende is a local constituent, particularly east of Hanns Table Mountain where the granite contains xenoliths of calc-silicate gneiss. Pegmatite and aplite veins are present but generally do not constitute a major proportion of the unit except near the contacts. The granite generally appears unfoliated, although a very weak foliation is present locally. The small eastern area consists predominantly of white biotite leucogranite; it is otherwise similar except that pegmatite and aplite are probably more abundant.|
24162|Anning Granite|Relationships and boundaries|Intrudes the mid-Proterozoic Sawpit Granodiorite and intruded by Carboniferous (?) Culba Granodiorite and various rhyolite, dacite, andesite and micro-granite dykes which are mostly part of the Bagstowe Ring Dyke Complex. The Anning Granite is in contact with the Dumbano Granite but the relationship is not known because of poor outcrop; the shape of the regional contact as mapped suggests the Dumbano Granite may be younger but little reliance can be put on this as the boundary is difficult to locate; the two granites are possibly closely related in age.|
24162|Anning Granite|Age reasons|Probably late Proterozoic or Devonian. Appears to post-date the second deformation in the area (1470 m.y. - Black et al., 1979); may have been intruded syntectonically with the third deformation (970 m.y.) accounting for the weak foliation. A Devonian age, however, is also possible. At present the only isotopic ages available on the Dumbano Granite, to which the Anning Granite may be related, are Silurian to Devonian (417 to 370 m.y; Black, 1973).|
24162|Anning Granite|References|73/050; 80/20677; ?01/31336|
24162|Anning Granite|Proposer|Withnall I.W, Bain J.H.C.|
471|Annmore Quartz Monzodiorite|Name source|Annmore homestead at 8451-685424.  The grid reference is based on the AGD66 datum.|18/MAR/08
471|Annmore Quartz Monzodiorite|Geomorphic expression|The topography is primarily subdued with little variation in relief. Boulder-sized outcrop is abundant in the northeast and southwest.   On the Landsat 5 TM (1-4-7 BGR) image the Annmore Quartz Monzodiorite is well defined with an orange hue and sharp boundaries. The magnetic response is moderate to strong. Variable radiometric responses are associated with the unit. The K response is moderate to high with the latter along the southeast margin and in the northwest. Th and U are generally low with local highs along the southeast margin and in the northwest.|
471|Annmore Quartz Monzodiorite|Type section locality|At 8451-624371, about 1 km southeast of Llandillo pinnacle.  The grid reference is based on the AGD66 datum.|18/MAR/08
471|Annmore Quartz Monzodiorite|Description at type locality|Grey, fine to coarse-grained, porphyritic quartz monzodiorite is exposed.|
471|Annmore Quartz Monzodiorite|Description at type locality|Grey, fine- to coarse-grained, porphyritic quartz monzodiorite.|
471|Annmore Quartz Monzodiorite|Extent|An equant body, 120 km2 in area, from Theresa Creek in the north to Cattle Creek in the south.|
471|Annmore Quartz Monzodiorite|Lithology|The Annmore Quartz Monzodiorite is compositionally variable, ranging from granodiorite to gabbro; the rocks are generally grey to light grey, fine to coarse-grained, equigranular to porphyritic. The pluton shows a gradual increase in mafic character from east to west, but no distinct boundaries can be mapped between rock-types.|
471|Annmore Quartz Monzodiorite|Relationships and boundaries|The relationship with the Kilmarnock Granodiorite is unknown. Numerous small basalt plugs of the Hoy Basalt intrude along the boundary between the units. To the north and east, Permian sedimentary rocks and Cainozoic deposits unconformably overlie the pluton.|
471|Annmore Quartz Monzodiorite|Age reasons|Webb & others (1963) obtained two K-Ar biotite ages corrected to 359 Ma and 362 Ma (Late Devonian). These are probably minimum ages.|
471|Annmore Quartz Monzodiorite|References|WEBB, A.W., COOPER, J.A. & RICHARDS, J.R., 1963: K-Ar ages on some Central Queensland granites. Journal of the Geological Society of Australia, 10, 317-324.|18/MAR/08
28185|Answer Slate|Name source|Named after the Answer copper mine, GR 340035, Mount Merlin 1:100 000 sheet area, Duchess 1:250 000 sheet area.|
28185|Answer Slate|Type section locality|South of Limestone Creek, Mount Merlin 1:100 000 sheet area. According to Carter (1959) and Carter & others (1961), it extends for 5.6 km west from latitude 21o23'S, longitude 140o22'E, but the latitute as given is in the Malbon 1:100 000 sheet area, well to the north of Limestone Creek. The proposed revised type section is just south of Limestone Creek, 13 km north of the Answer mine, extending west from GR 339182 (about latitude 23o33'20"S, longitude 140o21'53" ) for 5.3 km. It traverses gently undulating terrain developed on interbedded slate and siltstone, some banded quartz-hematite and cherty rocks, and intrusive metadolerite. It extends from a poorly exposed concordant contact with Staveley Formation in the east to a gradational contact, partly obscured by metadolerite, with Mitakoodi Quartzite to the west.|
28185|Answer Slate|Extent|Crops out in a belt up to 6 km wide extending from 13 km NNW of Kuridala southwards for 72 km to 18 km SSE of the Answer mine, Malbon and Mount Merlin 1:100 000 sheet areas, Duchess 1:250 000 Sheet area.|
28185|Answer Slate|Thickness range|Uncertain because of tight foldings, but maximum maybe more than 1000 m.|
28185|Answer Slate|Lithology|Main rock types are interbedded pale to dark grey (graphitic) or iron-stained slate, siltstone, and phyllite; also present are fine mica schist, thin beds of fine quartzite and feldspathic quartzite, chert, dolomitic and calcareous siltstone, schistose metagreywacke, and ridge-forming quartz-hematite bands. Quartz veins are common throughout.|
28185|Answer Slate|Relationships and boundaries|The formation conformably overlies Mitakoodi Quartzite and Overhang Jaspilite, and may be overlain by Staveley Formation either conformably or unconformably. It is faulted against Agate Downs Siltstone and probably also against Double Crossing Metamorphics (new name), intruded by metadolerite, Gin Creek Granite, and Wimberu Granite, and overlain unconformably by flat-lying Cambrian Mount Birnie Beds and Mesozoic sediments.|
28185|Answer Slate|Identifying features|Formation originally defined by Carter (1959).|
28185|Answer Slate|Age reasons|Proterozoic.|
28185|Answer Slate|Comments|The Answer Slate may be a correlative of the Marimo Slate to the north (Carter et al., 1961- B051). However, Blake et al. and Donchak et al. consider it likely that the formation is overlain unconformably by the Staveley Formation, a probable lateral equivalent of the Marino Slate, and hence regard the Answer Slate as an older unit.|
28185|Answer Slate|Defn Reference|82/22920|
526|Aramac Coal Measures|Name source|From QDM Aramac 1 well; latitude 22o56'56"S; longitude 145o17'03"E.|
526|Aramac Coal Measures|Type section locality|In QDM Aramac 1 from 1018 m (3340 ft) to 1106 m (3628 ft) K.B.  Cuttings of this interval are available at the Core Library, Redbank.|
526|Aramac Coal Measures|Extent|Present in wells westward from QDM Aramac 1 towards the Maneroo Platform and Beryl Ridge, and southward to approximately Latitude 23o30'S. Absent in LOL Hulton 1 well.|
526|Aramac Coal Measures|Thickness range|88 m in the type section. Ranges from 28 m in LOL Saltern Creek 1 to a maximum of 100 m in LOL Marchmont 1.|
526|Aramac Coal Measures|Lithology|Sandstone is typically light grey, very fine to medium, moderately and well sorted, quartzose to labile. It consists essentially of subangular to subround quartz grains in a white, argillaceous matrix. Siltstone is typically medium to dark grey, carbonaceous, and very finely micaceous. Mudstone is grey and dark grey-brown, moderately hard, fissile, carbonaceous, and very finely micaceous. Coal is grey to black, brittle and predominately dull. On wireline logs, the Aramac Coal Measures are not a distinctive unit. The base is taken arbitrarily at the bottom of the lowest significant coal seam. The top is evidenced in the gamma-ray logs of many wells by a marked decrease in radioactivity upward.|
526|Aramac Coal Measures|Depositional environment|Deltaic, paludal (marshy).|
526|Aramac Coal Measures|Relationships and boundaries|The Aramac Coal Measures conformably overlie the Jochmus Formation in the Aramac area and generally westward towards the Maneroo Platform and Beryl Ridge. They are unconformably overlain by correlatives of the Late Permian Colinlea Sandstone. The Aramac Coal Measures are probably a facies variant of the upper part of the Jochmus Formation in the Koburra Trough. Palynology indicates that the Aramac Coal Measures are the age correlative of the Reids Dome Beds, the Cattle Creek Formation and the Aldebaran Sandstone of the western Bowen Basin.|
526|Aramac Coal Measures|Age reasons|Early Permian. Spore assemblages obtained have been assigned to Stage 3 of Evans (1969).|
23340|Arch Creek Limestone Member|Name source|Arch Creek, a tributary of Jessey Creek which it joins at 7859 707512.  The grid reference is based on the AGD66 datum.|01/FEB/11
23340|Arch Creek Limestone Member|Unit history|The name was published by Withnall & others (1988), but only briefly described.|
23340|Arch Creek Limestone Member|Type section locality|At 7859 716537 along Arch Creek.  The grid reference is based on the AGD66 datum.|19/MAR/08
23340|Arch Creek Limestone Member|Description at type locality|About 40 m of fossiliferous limestone.|
23340|Arch Creek Limestone Member|Extent|A small lens several hundred metres long, about 2.5 km east of Jessey Springs hut.   Topography and airphoto expression.  Low outcrops, not discernible on airphotos.|01/FEB/11
23340|Arch Creek Limestone Member|Thickness range|40 m.|
23340|Arch Creek Limestone Member|Lithology|Bioclastic calcarenite.|
23340|Arch Creek Limestone Member|Fossils|A fauna of corals and conodonts similar to that in the Martins Well Limestone Member is present.|
23340|Arch Creek Limestone Member|Relationships and boundaries|A member of the Shield Creek Formation.|
23340|Arch Creek Limestone Member|Age reasons|The corals and conodonts indicates a Lochkovian to Pragian age (R. Mawson & J. Talent, unpublished data).|
23340|Arch Creek Limestone Member|References|WITHNALL, I.W., LANG, S.C., JELL, J.S., McLENNAN, T.P.T., TALENT, 	J.A., MAWSON, R., FLEMING, P.J.G., LAW, S.R., MACANSH, J.D., SAVORY, P., KAY, J.R., DRAPER, J.J., 1988:  Stratigraphy, sedimentology, biostratigraphy and tectonics of the Ordovician to Carboniferous Broken River Province, north Queensland.  Australasian Sedimentologists Group Field Guide Series No 5.|
585|Argylla Formation|Name source|Argylla Creek (see Carter et al., 1961).|
585|Argylla Formation|Type section locality|As nominated by Carter et al., 1961, along the old Mount Isa/Cloncurry road for about 3.5 km west of latitude 20o43'30"S, longitude 139o50'20"E. The revision is necessary because the type section includes Ballara Quartzite which has been shown (Derrick et al., 1974) to unconformably overlie pink porphyritic acid volcanics that typify the Argylla Formation and because the lower boundary of the Argylla Formation is in contact with a new formation, the Magna Lynn Metabasalt.|
585|Argylla Formation|Extent|See Carter et al., 1961; this revision refers only to the belt of Argylla Formation which flanks the eastern edge of the basement succession and extends from Duchess in the south for 150 km north to near Kajabbi.|
585|Argylla Formation|Thickness range|From 600 to 3000 m thick.|
585|Argylla Formation|Lithology|The oldest rocks in the revised type section are probably a sequence of tuff, amygdaloidal andesite and intrusive porphyry; these are overlain further east by pink, poorly foliated porphyritic acid volcanics with some possibly tuffaceous bands containing elongate, dark grey inclusions. North of the type section, in the Prospector Sheet area, thin, poorly exposed siltstone and labile fine-grained sandstone are present (Wilson et al., in prep.) intercalated with acid volcanic rocks.|
585|Argylla Formation|Relationships and boundaries|Carter et al., (1961) described the Argylla Formation as overlying Leichhardt Metamorphics, generally conformably. It is now apparent that the Argylla Formation overlies the Magna Lynn Metabasalt, a new formation which was formerly part of the Leichhardt Metamorphics. The relationship appears to be conformable. The upper boundary in the type section has also been revised. Recent mapping has revealed an unconformity with slight angularity between the Argylla Formation and the Ballara Quartzite; the latter was formerly included in the Argylla Formation in the type section. It is proposed, therefore, to restrict the Argylla Formation to the predominantly acid volcanic sequence between the Magna Lynn Metabasalt and the Ballara Quartzite. To the east the Argylla Formation is conformably overlain by the Marraba Volcanics (Carter et al., 1961).|
585|Argylla Formation|Identifying features|For original definition, see Carter et al., (1961)|
585|Argylla Formation|Proposed publication|Queensland Government Mining Journal - 79/03449?|
585|Argylla Formation|References|77/004|
24167|B Creek Rhyolite|Name source|The name is derived from B Creek, which joins the Langdon River at GR 7461-081549,|
