Stratno | Stratigraphic Name | Reference Id | Usage No |   Usage  | Page Number | Minimum Age Name | Maximum Age Name | Reference Comments | Numerical Age | Parent Units | Constituents | Related Units | Lithology 
21425|Camelback Member|60785|5|Briefly described|p196.|Late Oligocene|Late Oligocene|Has yielded well-preserved fossil cetacean elements.||Of the Gambier Limestone.|||Pale cream-white porous bryozoal calcarenite.
21425|Camelback Member|63124|3|Fully described|p87 Fig. 5.29, p92|Early Miocene|Early Oligocene|Of Gambier Limestone (Heytesbury Gp). Overlies Greenways Member, Gellibrand and Narrawaturk Marls, Dilwyn Formation and Sherbrook Group. May be overlain by Green Point Member or Bridgewater Fm. Age: ~32-~22Ma. Max.thickness: 250m. Geol.Prov: Gambier Basin|||||
21536|Cooalinga Sandstone Member|24465|5|Briefly described|p353|Early Cambrian|Early Cambrian|Replaced by Cooalinga Member.|||||
21536|Cooalinga Sandstone Member|60712|5|Briefly described|p27, p30 Fig. 3, p36|Early Cambrian|Early Cambrian|Basal member of Talisker Calc-siltstone Fm. Previously mapped as Tapanappa Fm (Daily and Milnes 1971). Comprises a number of upward-coarsening cycles .... sandstone and minor siltstone. Overlies previously unrecognised succession of Backstairs Passage Fm.|||||
21536|Cooalinga Sandstone Member|61307|5|Briefly described|p6 Fig. 3, p7|Cambrian|Cambrian|Of the Talisker Calc-Siltstone Formation (Kanmantoo Group). Lenticular sandstone. Geological Province: Adelaide Fold Belt.|||||
21555|Coonta Gabbro|22494|2|Defined|p34-35|Statherian|Statherian||||||
21555|Coonta Gabbro|60953|5|Briefly described|Map Legend|Mesoproterozoic|Paleoproterozoic|Gabbro, peridotite, diorite.|||||
21555|Coonta Gabbro|61070|5|Briefly described|Map Legend|Mesoproterozoic|Paleoproterozoic|Massive, coarse-grained, dark green gabbro. Includes massive, medium to coarse-grained dark green diorite and dark green-black, massive, coarse-grained peridotite. Geological Province: Gawler Craton.|||||
21555|Coonta Gabbro|61108|5|Briefly described|map legend|Mesoproterozoic|Paleoproterozoic|Gabbro, peridotite, diorite.|||||
21555|Coonta Gabbro|65376|6|Mentioned|p17. |Mesoproterozoic|Paleoproterozoic||||||
21626|Dawson Hill Member|60959|5|Briefly described|Map Legend|Middle Cambrian|Middle Cambrian|Of the Lake Frome Group. Well rounded quartz arenite pebbles and cobbles.|||||
21626|Dawson Hill Member|68735|5|Briefly described|p236, p238|Middle Cambrian|Middle Cambrian|Paleocurrent data indicate a flow direction at about 010 degrees.||Upper unit of the Grindstone Range Sandstone.|||Comprises argillaceous poorly sorted feldspathic sandstone basal 60 m.
21626|Dawson Hill Member|68993|5|Briefly described|p543|Middle Cambrian|Middle Cambrian|~ 190 m thick in the type section.||Unit within the upper part of the Grindstone Range Sandstone.|||
21641|Depot Springs Subgroup|23211|6|Mentioned|Fig.2|||of Wilpena Group.|||||
21641|Depot Springs Subgroup|24586|5|Briefly described|p50 Fig. 1, p51 Fig. 1|Adelaidean|Adelaidean|Of the Wilpena Group (Heysen Supergroup). Includes Wearing Dolomite and the Wonoka Formation.  Geological Province: Adelaide Geosyncline.|||||
21641|Depot Springs Subgroup|43845|5|Briefly described|Fig2:p42||Neoproterozoic|In Wilpena Group|||||
21902|Green Point Member|23322|4|Described|957 Fig.2, p966|Miocene|Oligocene|Chert nodules are rare.  Upper part of the Gambier Limestone.  Geological Province: Gambier Basin.||Gambier Limestone|||
21902|Green Point Member|43667|6|Mentioned|Fig.3,p12||Early Miocene||||||
21902|Green Point Member|44133|5|Briefly described|p156|Early Miocene|Early Miocene|Of the Gambier Limestone (Heytesbury Group). Geological Province: Gambier Basin. Thickness: 193m.|||||
21902|Green Point Member|63124|3|Fully described|p87 Fig. 5.29, p92-93|Middle Miocene|Early Miocene|Of Gambier Limestone (Heytesbury Gp). Overlies Camelback Member (Gambier Lst) conformably; also Greenways Member; unconformably overlain by Bridgewater and Coomandook Formations. Age: ~23 to at least 15.5Ma. Max. thickness: 193m. Geol.Prov: Gambier Basin.|||||
21910|Greenways Member|23322|4|Described|957 Fig.2, p966|Oligocene|Eocene|Contains abundant chert nodules.  Lower part of the Gambier Limestone.  Geological Province: Gambier Basin.|||||
21910|Greenways Member|24202|5|Briefly described|p321|||Of the Gambier Limestone.  Geological Province: Gambier Sub-basin.|||||
21910|Greenways Member|43667|6|Mentioned|Fig.3,p12||Early Oligocene||||||
21910|Greenways Member|44133|5|Briefly described|p156|Early Oligocene|Late Eocene|Of the Gambier Limestone (Heytesbury Group). Geological Province: Gambier Basin. Thickness: 70m.|||||
21910|Greenways Member|63124|3|Fully described|p87 Fig. 5.29, p91-92|Early Oligocene|Late Eocene|Of Gambier Limestone (Heytesbury Group). Unconformable over either Sherbrook Group or Dilwyn Formation; also conformably overlies Narrawaturk Marl. Conformably overlain by Camelback Member. Age: ~39.5-~32Ma. Thickness: ~128m. Geol.Prov: Gambier Basin.|||||
10001|Lady Don Quartzite|22631|6|Mentioned|p177||||||||
10001|Lady Don Quartzite|22772|4|Described|p64,Table13.1|Cryogenian|Cryogenian||||||
10001|Lady Don Quartzite|22857|5|Briefly described|p64, Tb. 13.1 (insert p70-71)|Willouran|Willouran|Of the Pintapah Subgroup (Poolamacca Group). White silicified quartzite. Max. thickness: 150m. Geological Province: Adeliade Fold Belt. See also p402 App. 1 Tb.A1.3.|||||
10001|Lady Don Quartzite|30261|4|Described|Table 1|||Willouran age|||||
10001|Lady Don Quartzite|33004|6|Mentioned|p134||||||||
10001|Lady Don Quartzite|34812|3|Fully described|p54||||||||
10001|Lady Don Quartzite|35199|6|Mentioned|Map legend|Adelaidean|Adelaidean||||||
10001|Lady Don Quartzite|35692|6|Mentioned|p23||||||||
10001|Lady Don Quartzite|36411|6|Mentioned|p269|||Refs Cooper et al. 1978 for definition.|||||
10001|Lady Don Quartzite|36733|6|Mentioned|Table 5||||||||
10001|Lady Don Quartzite|37461|6|Mentioned|p335||||||||
10001|Lady Don Quartzite|37854|6|Mentioned|Table 1||||||||
10001|Lady Don Quartzite|37931|4|Described|p533||||||||
10001|Lady Don Quartzite|38157|6|Mentioned|Table II||||||||
10001|Lady Don Quartzite|39214|6|Mentioned|p5||||||||
10001|Lady Don Quartzite|40294|6|Mentioned|Table 2||||||||
10001|Lady Don Quartzite|40595|6|Mentioned|p91||||||||
10001|Lady Don Quartzite|41403|4|Described|p48||||||||
10001|Lady Don Quartzite|42222|6|Mentioned|p11||||||||
10001|Lady Don Quartzite|42223|6|Mentioned|Fig.2 P36||||||||
10001|Lady Don Quartzite|42531|5|Briefly described|Map legend|Adelaidean|||||||
10001|Lady Don Quartzite|42813|6|Mentioned|p14||||||||
10001|Lady Don Quartzite|43265|5|Briefly described|Map Legend||Neoproterozoic|of Pintapah Subgroup.|||||
10001|Lady Don Quartzite|43268|5|Briefly described|Map Legend||Neoproterozoic|of Pintapah Subgroup.|||||
10001|Lady Don Quartzite|62724|5|Briefly described|p16|||Of Callanna Group in NSW. Mature quartz sandstone.|||||
10030|Laira Formation|22686|5|Briefly described|Fig3p745,Table1p746|Barremian|Valanginian|Consists predominantly of shale, siltstone with minor fine-grained sandstone. Max Age: 134 Ma; Min Age: 123 Ma.  Geological Province: Otway Basin.|||||
10030|Laira Formation|24208|5|Briefly described|p169|Early Cretaceous|Early Cretaceous|Of the Crayfish Group.  Geological Province: Penola Trough (Otway Basin).|||||
10030|Laira Formation|24209|5|Briefly described|p151|||Geological Province: Penola Trough (Otway Basin)|||||
10030|Laira Formation|24314|5|Briefly described|p61 Fig.2|Hauterivian|Valanginian|Geological Province: Otway Basin. Max. Thickness 890m. Of the Otway Supergroup.|||||
10030|Laira Formation|24453|5|Briefly described|p809 Fig.2|Hauterivian|Valanginian|Of Crayfish Subgroup. Geological Province: Otway Basin.|||||
10030|Laira Formation|24551|6|Mentioned|p245, 249|||Of the Crayfish Subgroup. Underlies: Katnook Sandstone.|||||
10030|Laira Formation|24562|5|Briefly described|p8 Fig. 2|Early Cretaceous|Early Cretaceous|Of the Crayfish Group.  Geological Province: Otway Basin.|||||
10030|Laira Formation|42361|2|Defined|p6|Barremian|Valanginian||||||
10030|Laira Formation|42545|5|Briefly described|p18|||Otway Basin.|||||
10030|Laira Formation|42599|5|Briefly described|Fig.3 P614||||||||
10030|Laira Formation|43171|6|Mentioned|5-8|||Age: 125-130 Ma|||||
10030|Laira Formation|43195|5|Briefly described|Map Legend||Early Cretaceous|See also commentary on back of map. Of Crayfish Group.|||||
10030|Laira Formation|43660|5|Briefly described|p14||||||||
10030|Laira Formation|43733|6|Mentioned|Fig.2.11,p65||Early Cretaceous||||||
10030|Laira Formation|43744|6|Mentioned|Fig.3,p3||||||||
10030|Laira Formation|43747|5|Briefly described|p5||Early Cretaceous||||||
10030|Laira Formation|43814|6|Mentioned|Fig.3,p115||||||||
10030|Laira Formation|44133|5|Briefly described|p144|Hauterivian|Valanginian|Previously also known as 'Crayfish Group, Unit C'. Thickness: 863m.|||||
10030|Laira Formation|61017|5|Briefly described|p5 Fig. 2|Barremian|Hauterivian|Of the Crayfish Sungroup (Otway Group). Geological Province: Otway Basin.|||||
10030|Laira Formation|61182|6|Mentioned|p12|||Of Morton (1990). Name assigned to fine-grained strata below Eumeralla Formation in South Australia only - equiv. of Geltwood Beach Formation in Victoria where it is not recognised.|||||
10030|Laira Formation|61470|5|Briefly described|p28 Fig. 5|Barremian|Hauterivian|Of the Crayfish Subgroup (Otway Group). Overlies Pretty Hill Formation; interfingers with Katnook Sandstone. Geological Province: Otway Basin.|||||
10030|Laira Formation|61547|5|Briefly described|p459, p461, pp465-466, pp471-472. |Hauterivian|Valanginian|Forms the regional seal to the Pretty Hill Sandstone reservoir. Overbank to lacustrine deposits. Eroded and reworked material from this unit provided sediment for the Katnook Sandstone.||||Overlies the Pretty Hill Formation.|Consists of frequent, fine shale units: interbedded siltstones, shales and occasional sands.
10030|Laira Formation|61622|5|Briefly described|p436 Fig. 2|Cretaceous|Cretaceous|Of Crayfish Group. Geological Province: Otway Basin.|||||
10030|Laira Formation|61623|6|Mentioned|p449 Fig. 4|Early Cretaceous|Early Cretaceous|Of Crayfish Group. Geological Province: Otway Basin.|||||
10030|Laira Formation|61626|5|Briefly described|p486 Fig. 2|Early Cretaceous|Early Cretaceous|Of Crayfish Group. Geological Province: Otway Basin.|||||
10030|Laira Formation|61627|5|Briefly described|p500 Fig. 2|Early Cretaceous|Early Cretaceous|Of Crayfish Group. Underlain by Pretty Hill Formation. Geological Province: Otway Basin.|||||
10030|Laira Formation|61628|5|Briefly described|p509 Fig. 3|Early Cretaceous|Early Cretaceous|Of Crayfish Subgroup. Geological Province: Otway Basin.|||||
10030|Laira Formation|63122|5|Briefly described|p17 Fig. 4.3||Hauterivian|Of the Crayfish Group. Max. thickness: 880m. Geological Province: Otway Basin.|||||
10030|Laira Formation|63124|3|Fully described|p48 Fig. 5.1, p49 Fig. 5.2, p63|Hauterivian|Valanginian|Of Morton (1990). Formerly unnamed in Pretty Hill Sandstone; also known as Geltwood Beach Member and Geltwood Beach Fm. Of Crayfish Gp. Overlies Pretty Hill Fm. Age: 136-125Ma. Max.thickness: 890m. Geological Province: Otway Basin. Shale/siltstone suite.|||||
10030|Laira Formation|63125|5|Briefly described|p107, p116 Tb. 7.6|||Geological Province: Otway Basin. Mature for oil generation. Referred to as upper and lower Laira Formations.|||||
10030|Laira Formation|63129|5|Briefly described|p127|||Geological Province: Otway Basin.|||||
10030|Laira Formation|63130|6|Mentioned|p141, p143|||Geological Province: Otway Basin. Its seal for the Pretty Hill Formation reservoirs is regionally thick - up to 900m.|||||
10030|Laira Formation|63150|5|Briefly described|p96|||Geological province: Otway Basin. Microfasta evansii (non-marine algae) present in upper Foraminisporis wonthaggiensis Zone of this formation - probably representing maximum lake development.|||||
10030|Laira Formation|63431|5|Briefly described|p676, p677 Fig. 2|Hauterivian|Valanginian|Of Crayfish Group. Geological Province: Penola Trough/Otway Basin. See also p680.|||||
10030|Laira Formation|66245|5|Briefly described|p6 Fig.5. |Barremian|Hauterivian|||Unit in Crayfish Subgroup.||Overlies Pretty Hill Formation. Is overlain by Katnook Sandstone.|
10030|Laira Formation|67367|5|Briefly described|p131 Fig.2, p132. |Barremian|Hauterivian|Is potentially generative for both oil and gas where it is thermally mature.||Unit in Crayfish Subgroup.||Conformably overlies the Pretty Hill Formation.|
10041|Lake Dutton mudstone|38581|6|Mentioned|p259||||||||
10045|Lake Frome Group|22631|6|Mentioned|p178|Cambrian|Cambrian||||||
10045|Lake Frome Group|22766|4|Described|Fig.2 p561, p562|Middle Cambrian|Early Cambrian|See also p566.|||||
10045|Lake Frome Group|22772|5|Briefly described|Table 13.1|Middle Cambrian|Middle Cambrian||||||
10045|Lake Frome Group|22857|5|Briefly described|Tb 13.1 (insert p70-71), p90 Fig.14.7B|Late Cambrian|Middle Cambrian|Of the Morolana Supergroup [missp. of Moralana]. Age: 509-498Ma. Geological Province: Arrowie Basin. See also p92 and p404 App.1 Tb.A1.4.|||||
10045|Lake Frome Group|22858|5|Briefly described|p92,Fig14.7bp90-1||Middle Cambrian||||||
10045|Lake Frome Group|22949|5|Briefly described|p27|Middle Cambrian||Age max. - late Early Cambrian.|||||
10045|Lake Frome Group|23023|6|Mentioned|p1800||||||||
10045|Lake Frome Group|23250|5|Briefly described|p1124 Fig.2|Late Cambrian|Middle Cambrian|Correlate of Pacoota Sandstone, Petermann Sandstone, Deception Sandstone, Illara Sandstone and Tempe Formation.|||||
10045|Lake Frome Group|23351|6|Mentioned|283||||||||
10045|Lake Frome Group|23818|5|Briefly described|p51 Fig.16, p95|Late Cambrian|Middle Cambrian|Geological Province: Adelaide Geosyncline. Max. thickness: 12 000 ft.|||||
10045|Lake Frome Group|23981|5|Briefly described|p8-9 Fig. 4|Toyonian|Toyonian|Overlies Wirrealpa Limestone and Aroona Creek Limestone. Locally up to 2700m thick. Geological Province: Arrowie Basin.|||||
10045|Lake Frome Group|24138|5|Briefly described|p32|Cambrian|Cambrian|Red-brown micaceous shale, sandstone and thin dolomite beds. Geological Province: Adelaide Geosyncline.|||||
10045|Lake Frome Group|24176|3|Fully described|p17|Cambrian|Cambrian|Comprises Moodlatana Formation (lowermost), Balcoracana Fm., Pantapinna Sandstone and Grindstone Range Sandstone. Overlies Wirrealpa Limestone; underlies Balcoracana Fm.  Geological Province: Mount Painter Province.|||||
10045|Lake Frome Group|24465|5|Briefly described|p345 Fig.2|Middle Cambrian|Early Cambrian|Includes  Grindstone Range and Pantapinna Sandstones and the Balcoracana and Moodlatana Formations.  Geological Province: Arrowie Basin.|||||
10045|Lake Frome Group|29929|6|Mentioned|Fig.1||||||||
10045|Lake Frome Group|30051|6|Mentioned|Fig.7|||See also Fig.12. Middle Cambrian age.|||||
10045|Lake Frome Group|30176|6|Mentioned|Map legend|Cambrian|Cambrian||||||
10045|Lake Frome Group|30544|6|Mentioned|p49|||Cambrian age|||||
10045|Lake Frome Group|30801|6|Mentioned|p5|||Middle Cambrian age. Table P5-6|||||
10045|Lake Frome Group|30802|4|Described|p11|||Cambrian age.|||||
10045|Lake Frome Group|30917|6|Mentioned|p41||||||||
10045|Lake Frome Group|30921|6|Mentioned|Map legend|Devonian|Devonian||||||
10045|Lake Frome Group|31388|6|Mentioned|p549||||||||
10045|Lake Frome Group|31797|6|Mentioned|Fig. 2|||M.Camb.|||||
10045|Lake Frome Group|31923|6|Mentioned|p11||||||||
10045|Lake Frome Group|32343|6|Mentioned|Table 1||||||||
10045|Lake Frome Group|32720|6|Mentioned|Table 1|||M.Cambrian.|||||
10045|Lake Frome Group|32722|6|Mentioned|Fig.3|||Camb. Stromatolite|||||
10045|Lake Frome Group|33474|6|Mentioned|Fig.3||||||||
10045|Lake Frome Group|33738|6|Mentioned|p45||||||||
10045|Lake Frome Group|33932|6|Mentioned|p14||||||||
10045|Lake Frome Group|33934|6|Mentioned|Fig.2|||M - U Camb.|||||
10045|Lake Frome Group|33954|6|Mentioned|p97|||See also Fig.4|||||
10045|Lake Frome Group|33972|6|Mentioned|Fig.2||||||||
10045|Lake Frome Group|34535|6|Mentioned|Fig.16|||Camb.|||||
10045|Lake Frome Group|34610|6|Mentioned|p178|||Middle - Upper Cambrian|||||
10045|Lake Frome Group|34612|6|Mentioned|p85|||See also P106. Correlation chart. Fig.33. Middle - Lower Cambrian|||||
10045|Lake Frome Group|34812|6|Mentioned|Table 9||||||||
10045|Lake Frome Group|35088|6|Mentioned|Fig.8||||||||
10045|Lake Frome Group|35255|4|Described|p18||||||||
10045|Lake Frome Group|35628|6|Mentioned|Table 3||||||||
10045|Lake Frome Group|35798|6|Mentioned|Fig.4|||Correlation of lower units in Desert Syncline drill holes.|||||
10045|Lake Frome Group|35835|6|Mentioned|p209||||||||
10045|Lake Frome Group|35954|6|Mentioned|p1230|||See also Fig.2.|||||
10045|Lake Frome Group|36083|6|Mentioned|p471||||||||
10045|Lake Frome Group|36137|4|Described|p6||||||||
10045|Lake Frome Group|36198|6|Mentioned|p249|||See also Fig.I.2.|||||
10045|Lake Frome Group|36495|6|Mentioned|Fig.1||||||||
10045|Lake Frome Group|37461|6|Mentioned|p345||||||||
10045|Lake Frome Group|37818|6|Mentioned|Table 2||||||||
10045|Lake Frome Group|38004|6|Mentioned|p82||||||||
10045|Lake Frome Group|38068|4|Described|p69|||See also Fig.4.|||||
10045|Lake Frome Group|38704|6|Mentioned|p133||||||||
10045|Lake Frome Group|39344|6|Mentioned|Map legend|Cambrian|Cambrian||||||
10045|Lake Frome Group|39352|6|Mentioned|Map legend|Late Cambrian|Middle Cambrian|Middle to Late Cambrian|||||
10045|Lake Frome Group|40254|6|Mentioned|Fig.7||||||||
10045|Lake Frome Group|40642|6|Mentioned|p172||||||||
10045|Lake Frome Group|40852|6|Mentioned|p33||||||||
10045|Lake Frome Group|40914|6|Mentioned|Map legend|Paleozoic|Paleozoic||||||
10045|Lake Frome Group|41401|6|Mentioned|p32||||||||
10045|Lake Frome Group|41496|5|Briefly described|Fig.1||||||||
10045|Lake Frome Group|41526|6|Mentioned|p3||||||||
10045|Lake Frome Group|41810|6|Mentioned|p111||||||||
10045|Lake Frome Group|42011|6|Mentioned|Fig.2 P457||||||||
10045|Lake Frome Group|42090|6|Mentioned|p26||||||||
10045|Lake Frome Group|42141|6|Mentioned|Table 2 P571||||||||
10045|Lake Frome Group|42222|5|Briefly described|p11||||||||
10045|Lake Frome Group|42239|6|Mentioned|Fig.2 P151||||||||
10045|Lake Frome Group|42240|6|Mentioned|Fig.2 P165||||||||
10045|Lake Frome Group|42269|4|Described|p337||||||||
10045|Lake Frome Group|42272|6|Mentioned|Fig.2 P400||||||||
10045|Lake Frome Group|42357|5|Briefly described|p10||||||||
10045|Lake Frome Group|42573|5|Briefly described|Fig.1 P190||||||||
10045|Lake Frome Group|43011|6|Mentioned|Table 2,p12||||||||
10045|Lake Frome Group|43053|5|Briefly described|Map Legend|Cambrian|Cambrian|Shallow marine to terrestrial redbeds, peritidal to marine limestone.|||||
10045|Lake Frome Group|43258|5|Briefly described|Map Legend||Cambrian||||||
10045|Lake Frome Group|43298|6|Mentioned|Map Legend||Cambrian||||||
10045|Lake Frome Group|43595|6|Mentioned|p545||Cambrian||||||
10045|Lake Frome Group|44093|5|Briefly described|p138 App. 1|Middle Cambrian|Early Cambrian|Geological Province: Adelaide Fold Belt.|||||
10045|Lake Frome Group|44133|5|Briefly described|p28, 46|Late Cambrian?|Middle Cambrian|Maximum Thickness: 2700m.|||||
10045|Lake Frome Group|45155|6|Mentioned|Fig.8||||||||
10045|Lake Frome Group|60718|5|Briefly described|p48 Fig. 1|Cambrian|Cambrian|Geological Province: Adelaide Geosyncline.|||||
10045|Lake Frome Group|60953|5|Briefly described|Map Legend|Cambrian|Cambrian|Geological Province: Arrowie Basin.|||||
10045|Lake Frome Group|60959|5|Briefly described|Map Legend|Middle Cambrian|Early Cambrian|Of the Moralana Supergroup.|||||
10045|Lake Frome Group|61108|5|Briefly described|map legend|Cambrian|Cambrian|Shallow marine to terrestrial redbeds; peritidal to marine limestone. Geological Province: Arrowie Basin.|||||
10045|Lake Frome Group|62592|5|Briefly described|p20 Fig.2.4, p50 Table 5.1, p59.|||Colour scheme shown for interpretation of Curnamona seismic sections. Thickness of 2.7 km in eastern Flinders Ranges.||Unit in Moralana Supergroup.|Includes Moodlatana and Balcoracana Formations, and Pantapinna and Grindstone Range Sandstones.|Overlies Wirrealpa Limestone.|Redbed clastics.
10045|Lake Frome Group|62724|5|Briefly described|p22|Cambrian|Cambrian|Geological Province: Adelaide Geosyncline.|||||
10045|Lake Frome Group|62742|5|Briefly described|p699 Fig. 2|Ordovician|Cambrian|Quartz-rich sandstone, conglomerate and mudstone.|||||
10045|Lake Frome Group|62744|5|Briefly described|p709 Fig. 2|Ordovician|Cambrian||||||
10045|Lake Frome Group|62784|5|Briefly described|p8 Fig.1|Cambrian|Cambrian|Arrowie Basin. Includes Moodlatana Formation. Overlies Wirrealpa Limestone.|||||
10045|Lake Frome Group|63569|6|Mentioned|pp117-118|Middle Cambrian|Early Cambrian|Arrowie Basin.|||Includes Moodlatana and Balcoracana Formations, and Pantapinna and Grindstone Range Sandstones.||
10045|Lake Frome Group|65313|6|Mentioned|p578 Fig. 6|Ordovician|Cambrian|Flinders Ranges area.|||Includes Moodlatana Formation, Balcoracana Formation, Pantapinna Sandstone, Grindstone Range Sandstone.|Overlies Wirrealpa Limestone.|
10045|Lake Frome Group|65375|5|Briefly described|p33.|Cambrian|Cambrian||||Includes Moodlatana and Balcoracana Formations; Pantapinna and Grindstone Range Sandstones.||
10045|Lake Frome Group|65625|5|Briefly described|p103 Fig.2|Middle Cambrian|Middle Cambrian|Lake Frome area.|||Includes Moodlatana Formation, Balcoracana Formation, unnamed sandstone, and Grindstone Range Sandstone.|Overlies Wirrealpa Limestone.|
10045|Lake Frome Group|65925|5|Briefly described|p14 Fig.2.2, Appendix 2.|Middle Cambrian|Early Cambrian||||Includes Moodlatana and Balcoracana Formations and Pantapinna and Grindstone Range Sandstones.||Sandstone, siltstone, shale, limestone, conglomerate.
10045|Lake Frome Group|66518|5|Briefly described|p19 Fig.4.|Cambrian|Cambrian|Arrowie Basin.|||Includes Moodlatana and Balcoracana Formations, and Pantapinna and Grindstone Range Sandstones.|Overlies Wirrealpa Limestone.|
10045|Lake Frome Group|67030|6|Mentioned|p412 Fig. 7||Cambrian|Magnetic information presented for comparison. Abbreviated as Lake Frome Gp. (basal).|||||
10045|Lake Frome Group|67536|5|Briefly described|Map Legend|Stage 2|Stage 2||ca. 523 +/- 2 Ma||||Shallow marine to terrestrial redbeds, peritidal to marine limestone
10045|Lake Frome Group|68068|5|Briefly described|Map legend|||Arrowie Basin. Known only from SANTOS CBH-2. Sandy shoreface-shallow subtidal environment with some sub-aerial exposure.|||||Red bed sequence; feldspathic flat to cross-bedded sandstone-mudstone, planar reactivation surfaces common, mudcracks and local bioturbation zones; diagenetic red mottling and green reduction patches.
10045|Lake Frome Group|68713|6|Mentioned|p19|Middle Cambrian|Middle Cambrian||||||
10045|Lake Frome Group|68735|5|Briefly described|p231, pp233-238|Middle Cambrian|Early Cambrian|Arrowie Basin.|||Includes Grindstone Range Sandstone, Pantapinna Sandstone, Balcoracana Formation, and Moodlatana Formation.|Underlain by the Wirrealpa Limestone.|Clastic-dominated succession.
10045|Lake Frome Group|68993|5|Briefly described|p543, p544 Fig.1|Middle Cambrian|Early Cambrian|Arrowie Basin. Reliable paleontological evidence is provided by the trilobite Onaraspis rubra within the top part of the Moodlatana Formation (Jell in Bengtston et al. 1990).|||Includes Grindstone Range Formation, Pantapinna Sandstone, Balcoracana Formation, and Moodlatana Limestone.||
10045|Lake Frome Group|69019|5|Briefly described|p66, p69-70, p144, p172 Fig.40.|Middle Cambrian|Middle Cambrian|Subsurface only in this map area. Possible Pantapinna Formation equivalent. Undeformed in this map area.|||||Red-beds: feldspathic sandstone and interbedded mudstone.
10081|Lakes Entrance Formation|13323|5|Briefly described|p393 Fig. 2|Late Oligocene|Early Oligocene|Of the Latrobe Valley Subgroup (Seaspray Group). Marine carbonates. Geological Province: Gippsland Basin.|||||
10081|Lakes Entrance Formation|13324|5|Briefly described|p94 Fig. 4, Fig. 10|Miocene|Oligocene|Gippsland Basin.||Of Seaspray Group|||
10081|Lakes Entrance Formation|13332|5|Briefly described|p184 Fig.2|Miocene|Oligocene|Geological Province: Gippsland Basin.|||||
10081|Lakes Entrance Formation|13350|5|Briefly described|p94, p96 Fig.3|Miocene|Oligocene|Of the Seaspray Group. Geological Province: Gippsland Basin.  See also p100 Fig. 7.|||||
10081|Lakes Entrance Formation|22663|5|Briefly described|V97 - G1 to G4 Fig.2|Miocene|Miocene||||||
10081|Lakes Entrance Formation|23230|5|Briefly described|Table4-1p40||Oligocene||||||
10081|Lakes Entrance Formation|23372|4|Described|p250,251 Fig.3|Oligocene|Eocene|Of Gippsland Basin.|||||
10081|Lakes Entrance Formation|23768|5|Briefly described|p28 Fig.5|Early Miocene|Oligocene|Geological Province: Gippsland Basin.  See also p125 Fig. 42.|||||
10081|Lakes Entrance Formation|23885|6|Mentioned|p163 Fig 14.3|||Geological Province: Gippsland Basin.|||||
