Stratno | Stratigraphic Name | Category | Contents | Last update 
24165|Arkaba Hill Beds|Type section locality|242 m thick; strata overturned.  A line SE-NW from the ridge top, to the valley floor adjacent to the contact of the intrusion, 350 m southwest of Pointy Hill.|
24165|Arkaba Hill Beds|Extent|The type area is a 2170 x 850 m xenoclast in the Arkaba Breccia Intrusion, that is exposed in an arc from 1 km west, through to 1 km north of Arkaba Homestead. The Beds are also recognised in numerous xenoclasts throughout the Arkaba and other breccia intrusions of the Flinders Ranges.|
24165|Arkaba Hill Beds|Thickness range|242 m; i.e. Beds limited by margin of xenoclast.|
24165|Arkaba Hill Beds|Lithology|60 m of red-brown weathered, greenish-grey, finely laminated, part ferruginous and calcareous, siliceous argillite at the base are overlain by interlaminated to interbedded thin silty ferroan dolostones with light greenish grey or blue grey siltstones of shales, some with casts of halite crystal impressions. Some beds grade to massive metadolostone; very fine, light grey, with scattered laminae of dark-weathered arkosic sand. Top unit is a suite of interbedded laminated pale blue-green, light blue, light green, and pale grey, part dolomitic, siliceous metasiltstones with ferroan metadolostones. Grade to thin bedded, some massive or flaggy, light grey dolostones with fine arkosic sand laminae, chert nodules, heavy-mineral lamination, fine current cross-lamination and laminar stromatolites.|
24165|Arkaba Hill Beds|Relationships and boundaries|As the type area is a xenoclast in an intrusion, stratigraphic relationships can never be traced directly to other areas. Boundary of the Type Area is the margin of the xenoclast which is tectonic in origin.|
24165|Arkaba Hill Beds|Age reasons|Older than the lowest host strata to the Arkaba Intrusion: i.e. pre-Sturtian. Younger than pre-Adelaidean crystalline basement. Probably Willouran (see Mount, 1975).|
947|Baldry Rhyolite|Name source|From Baldry dam and paddock on Lake Everard station. Baldry paddock contains most of the exposed outcrop of Baldry Rhyolite. Baldry dam is located at 31o41 1/4' lat. And 135o04 1/2' longitude.  Origin: The Baldry Rhyolite is extremely variable, with no two outcrops exhibiting the same textural features. As the Baldry Rhyolite forms only low subdued outcrops few good sections are observable. However, on the basis of the variability and type of rocks forming the Baldry Rhyolite and the rapid thinning of this unit at its margins it is considered that the Baldry Rhyolite is a lava dome made up of highly viscous rhyolitic lavas and explosive ashflows (of low energy) that have been extruded onto a slope, hence explaining the flowage during welding. The source is not obvious, but undoubtedly would have been located within the confines of the present outcrop of the Baldry Rhyolite.|
947|Baldry Rhyolite|Type section locality|Due to the variable nature of this unit it is not possible to propose a type section.|
947|Baldry Rhyolite|Extent|Confined almost entirely to the far south west of the Gairdner 1:250 000 Sheet area. A few outcrops extend over onto the Childara 1:250 000 Sheet area. The outcrop covers a roughly circular area of diameter 12 km.|
947|Baldry Rhyolite|Lithology|A white to buff coloured rock, invariably containing quartz phenocrysts, but showing a wide variety of textures. At one extreme flow banding is pervasively developed on all scales, often being extremely contorted, indicating an origin as a highly viscous lava. On the other extreme the unit appears to be a poorly welded lapilli-tuff of ashflow origin. The lapilli size lithic fragments and crystals of quartz and alkali feldspar are set in a vitroclastic groundmass, consisting of slightly deformed glass shards and pumice fragments, now entirely devitrified, but with outlines clearly visible. The most common rock type making up the Baldry Rhyolite lies between these two extremes and is a strongly welded lithic-vitric-crystal tuff of ashflow origin, exhibiting a well developed eutaxitic texture formed by the flattened lithic and pumice fragments. The glass shards in the groundmass are markedly flattened and wrapped around the crystals and lithic fragments. Often a semi-continuous flow banding is developed, indicating a certain degree of flowage during welding - thus the term rheoignimbrite would be applicable to these rocks. Rheoignimbrites are the major rock type making up the Baldry Rhyolite.|
947|Baldry Rhyolite|Relationships and boundaries|The Baldry Rhyolite is considered to be younger than the Bunburn Dacite although the contact between the two is never seen. The Baldry Rhyolite is unconformably overlain by the Yantea Rhyodacite. The Baldry Rhyolite is very localised and is probably at least 60 m thick in the central regions of its outcrop, however at its margins it thins rapidly. The Baldry Rhyolite is almost certainly a lava dome formed of a series of highly viscous lava flows and ash flows, hence explaining its localised nature.|
947|Baldry Rhyolite|Age reasons|Belongs to the Glyde Hill Complex as defined by Blissett. The complex is of mid-Carpentarian age, roughly 1550 ma upon the basis of geochronology.|
1011|Balta Granite|Name source|Balta Baltana Creek which drains northwards into Lake Cadibarrawirracanna.|
1011|Balta Granite|Type section locality|Type area 8.5 km north northwest of Hat View, bounded by latitudes 29o28' and 29o29'S, longitudes 135o11' and 135o13'E.|
1011|Balta Granite|Extent|The unit is exposed over 200 km2 in the northwestern portion of the Billa Kalina 1:250 000 sheet area (SH53-7), in the headwaters of Engenina and Balta Baltana Creek|
1011|Balta Granite|Lithology|Red, microcline-rich granites; porphyritic granites with feldspar phenocrysts ranging in size up to 15 mm; hornblende-biotite-scapolite-rich hybrid granites. Not foliated.|
1011|Balta Granite|Relationships and boundaries|Intrudes unnamed metamorphics of assumed Archaean to Early Proterozoic age. Overlain by Cretaceous sediments of the Mount Anna Sandstone.|
1011|Balta Granite|Age reasons|Approximate age from Rb/Sr geochronology of 1450-1550 Ma (Webb, 1977).|
24172|Baltucoodna Quartzite|Name source|Baltucoodna is an Aboriginal name for a waterhole on the Peake Creek east of the Peake and Denison Ranges, 4.3 km north of the ruins of the Peake overland telegraph station. Warrina 1:100 000 sheet area, Warrina 1:250 000 sheet area, metric reference 6898300, 589350.|
24172|Baltucoodna Quartzite|Type section locality|4 500 metres of white quartzites and basalts from 6888100, 592200 (base) through Mount Denison 6886100, 594100 to 6883600, 592150 (top of section).|
24172|Baltucoodna Quartzite|Extent|Peake and Denison Ranges: the unit is exposed over 25 km2 south and southeast of "Peake" ruins and within ?Early Proterozoic basement rocks in the southern portion of the ranges.|
24172|Baltucoodna Quartzite|Thickness range|Minimum of 4 500 metres.|
24172|Baltucoodna Quartzite|Lithology|In the type section, greyish white quartzites, porphyritic and amygdaloidal basalts, minor quartz+muscovite schists, and grey phyllites. Elsewhere, also sillimanite gneisses, quartz+feldspar+biotite gneisses and schists, plagioclase+hornblende+epidote calc-silicates, calcite marbles.|
24172|Baltucoodna Quartzite|Relationships and boundaries|In the type section, the base is sheared, elsewhere the unit conformably overlies unnamed schists of the Peake Metamorphics. Top of the unit is not exposed.|
24172|Baltucoodna Quartzite|Age reasons|?Early Proterozoic: the intrusive Wirricurrie Granite has been radiometrically dated at 1648+/-21 Ma providing a minimum age.|
24179|Benitos Clay|Name source|Benitos Folly Opal Field on Coober Pedy 1:63 360 map sheet, Coober Pedy 1:250 000.|
24179|Benitos Clay|Type section locality|Type locality Benitos Folly and Black Flag opal fields. Section 2.62 km south of Coober Pedy township, 50 m on west side of Stuart Highway.|
24179|Benitos Clay|Extent|Stuart Range and Uplands and flanking areas to the north and east.|
24179|Benitos Clay|Thickness range|1-2 metre, average 1 metre.|
24179|Benitos Clay|Lithology|Red brown clay and silt, prismtic structured silcrete gibber mantled.|
24179|Benitos Clay|Relationships and boundaries|Sits sharply on Giddinna Formation. Holocene brown and greyish unnamed clays and silts, gibber covered, sit sharply on top.  No fossils that are diagnostic; considered to be latest Pleistocene.  Part of Firman's (1969) Pooraka Formation.|
24185|Black Knob Marble|Name source|Black Knob Hill, 27 km SE of 'Callanna'.|
24185|Black Knob Marble|Unit history|Black Knob Marble' of Murrell (1977).|
24185|Black Knob Marble|Type section locality|Black Knob Hill, lat. 29o52', long. 137o41'.|
24185|Black Knob Marble|Extent|Willouran Ranges.|
24185|Black Knob Marble|Thickness range|25 m at type section, up to 100 m elsewhere.|
24185|Black Knob Marble|Lithology|Black carbonaceous calcitic marbles with phlogopite, smoky quartz and potash feldspar restricted to certain beds, chalcedonic nodules in some bedding planes.|
24185|Black Knob Marble|Relationships and boundaries|Occurs within megabreccia. Intruded by dolerite and thus may be older than Noranda Volcanics.|
24185|Black Knob Marble|Identifying features|Large blocks or dismembered beds of dark grey to white calcitic marble within megabreccia.  |
24185|Black Knob Marble|Age reasons|Early Willouran. Possibly equivalent to Wywyana Formation (Arkaroola Subgroup) and Coominaree Dolomite.|
1901|Blanche Point Formation|Name source|From "Blanche Point" a conspicuous promontory on the east coast of Gulf St. Vincent seperating Maslin and Aldinga Bays.|
1901|Blanche Point Formation|Type section locality|Coastal cliffs of Maslin and Aldinga Bays from Tortachilla Trig. South to A;domga Cl/|
1901|Blanche Point Formation|Extent|Eastern side of Cainozoic St. Vincent Basin including Willunga and Noarlunga Embayments as well as Adelaide Plains.|
1901|Blanche Point Formation|Thickness range|Range 25-60 m|
1901|Blanche Point Formation|Lithology|Siliceous, calcareous, glauconitic limestones, silts, and clays.  Beds containing abundant horizons of chert are separated off as the Gulf Rock Member.|
1901|Blanche Point Formation|Relationships and boundaries|Unconformably overlies Tortachilla Limestone. Disconformably overlain by Chinaman Gully Formation. Lateral equivalent to Rogue Formation.|
1901|Blanche Point Formation|Age reasons|Late Eocene. The occurrence of the planktic foraminifer Hantkenina primitiva near the base of the formation is diagnostic of this age.|
1901|Blanche Point Formation|Proposed publication|Rep. Inv. Geol. Surv. S. Aust. 50|
1901|Blanche Point Formation|Comments|The term 'Noarlunga' Limestone has also been used for this unit. Reynolds and several subsequent workers have called the formation a marl.|
27311|Boorloo Siltstone|Name source|Boorloo Creek, 8 km E. of The Dome.|
27311|Boorloo Siltstone|Unit history|Boorloo Siltstone of Murrell (1977). Probably BS3 to BS5 and WU3 to WU5 units of Rowlands et al. (1980, p.62)|
27311|Boorloo Siltstone|Type section locality|Hilly country west of Boorloo workings and immediately west of a megabreccia mass; lat. 29o45', long. 137o58'.|
27311|Boorloo Siltstone|Extent|Willouran Ranges.|
27311|Boorloo Siltstone|Thickness range|519 m in the type section.|
27311|Boorloo Siltstone|Lithology|Top: 153 m alternating carbonate and grey, green-grey siltstone, minor sandstone; dolomite and limestone units up to 18 m thick, medium grey, dark brown to orange weathering, sandy laminae, flaggy to medium bedded, ?tepee structure.  106 m siltstone, light to dark grey, brownish and greenish grey, thin bedded.  45 m quartzite, fine grained, partly laminated, beds up to 20 cm.  170 m siltstone, partly calcitic, very dark grey, platy to flaggy.  10 m dolomite and silty dolomite, grey, thin bedded.  Base: 35 m siltstone, partly carbonate rich, dark grey, mud cracks, ripple marks, ?gypsum impressions.  Overall sand:shale:carbonate percentages 9:74:17.  Rowlands et al. (1980) observed tepee structures and cauliflower chert nodules.|
27311|Boorloo Siltstone|Relationships and boundaries|Lies conformably on Cooranna Formation; upper contact against megabreccia.|
27311|Boorloo Siltstone|Identifying features|A distinctively layered dark siltstone and dolomite sequence at the top of the less disturbed beds of the Callanna Group|
27311|Boorloo Siltstone|Age reasons|Possibly late Willouran. May be partly equivalent to Duff Creek Beds of the Peake and Denison region (Ambrose et al., 1981), and perhaps to part of the sequence from Arkaba Hill Beds to Worumba Dolomite Beds of the Worumba Anticline.|
2291|Boorthanna Formation|Name source|Boorthanna 1 well where the unit is best reepresented. Lat. 28o56'4"S, Long. 135o45'18"E on the Billakalinna 1:250 000 sheet.|
2291|Boorthanna Formation|Unit history|Crown Point Formation (Wells 1966) of the Pedirka Basin. Merrimelia Formation Martin (1967) of the Cooper Basin.|
2291|Boorthanna Formation|Type section locality|(Subsurface) Boorthanna 1 well between 739.1 m and 1158.2 m on the gamma ray and neutron logs.|
2291|Boorthanna Formation|Extent|Covers most of the Arckaringa Basin except the structural highs. The lower part of the unit is restricted to the deeper grabens only. Minor tillites occur along the western side of the Peake and Denison Ranges but are not suitable as a type section. Present in Cootanoorina 1 and Weedina 1 wells in the Boorthanna Trough.|
2291|Boorthanna Formation|Thickness range|419.1 m|
2291|Boorthanna Formation|Lithology|The upper part consists of varicoloured conglomerates and sandstones depending on the colour of underlying basement and the lower part consists of sand to pebble clays generally grey (diamictites).|
2291|Boorthanna Formation|Relationships and boundaries|Unconformably overlies crystalline basement on lower Palaeozoic rocks (Townsend 1973/1975). Conformably overlain by Stuart Range Formation (Townsend and Ludbrook 1975).|
2291|Boorthanna Formation|Age reasons|Early Sakmarian. Ludbrook (1967).|
2291|Boorthanna Formation|References|01/31594; R088; 01/31595; 79/04361.|
24194|Bosanquet Formation|Name source|Mount Bosanquet, a prominent hill 10 km east of the type section, on the Kimba 1:100 000 sheet (No. 6131) of the Kimba 1:250 000 sheet.|
24194|Bosanquet Formation|Type section locality|(Fig. 3) Broad View DDH 1 (Latitude 33o24'53"S, Longitude 136o19'8"E) over the interval 26.2 to 407.8 m. The drillhole did not intersect the eastern limit (possibly the top) of the formation.|
24194|Bosanquet Formation|Extent|A 1 km-wide zone of outcrop and subcrop, with a strike length of 6 km, approximately 5 km east of Carappee Hill (Flint and Rankin, in prep.). Cainozoic sediments totally veneer basement lithologies to the west, but the Bosanquet Formation may be repeated by tight F2 folding of the Kimban Orogeny.|
24194|Bosanquet Formation|Thickness range|In the incomplete type section it is 381.6 m but is inferred to have a minimum thickness of approximately 1000 m.|
24194|Bosanquet Formation|Lithology|The Bosanquet Formation consists of megacrystic, recrystallised and deformed rhyodacite containing relic phenocrysts of coarse-grained microcline and medium-grained, subequant, bluish quartz, with a recrystallised matrix of fine-grained quartz + feldspar + biotite (+/- muscovite, sphene and zircon). The rhyodacite varies from weakly-foliated (with abundant megacrysts and minor embayed quartz) to proto- or blastomylonitic (with attenuation and dynamic recrystallisation of megacrysts producing an intense foliation). The degree of deformation decreases down the drillhole.  Banded grey-green, medium to coarse grained, granoblastic to granoblastic-elongate calcsilicate gneisses are interlayered with the rhyodacites in bands varying from 20 cm to 20 m thick. Rhyodacite clasts also occur within the calcsilicate gneisses, which contain diopside + quartz + microcline + plagioclase + actinolite hornblende + biotite + calcite, and have a weak to intense foliation. Diopside within the gneisses has been partially replaced by hornblende. Coarse grained, diopside-rich calcsilicate gneisses are exposed 500 m north of the drillhole. They contain elongate clasts of rhyolite-rhyodacite, dolomitic marble, granite and quartzite.|
24194|Bosanquet Formation|Depositional environment|The association of porphyritic acid volcanics and carbonate-matrix conglomerateas (containing volcanic fragments) suggests volcanism contemporaneous with either marine or lacustrine sedimentation.|
24194|Bosanquet Formation|Relationships and boundaries|The surface contact of the Bosanquet Formation with the Hutchison Group metasediments is concealed by a veneer of Cainozoic sediments, and is only known from drillcore. Within Broad View DDH 1, the boundary between the two units occurs at a depth of 407.8 m, and is marked by a zone of broken core and significant water loss during drilling. The boundary is lithologically sharp between iron-rich and calcium-rich lithologies of the Upper Middleback Jaspilite and acid volcanics of the Bosanquet Formation. There is a slight angular discordancy of 8o for the pervasive metamorphic foliations either side of the contact. It is unclear whether the contact represents either a contemporaneous change from sedimentation to volcanics, or an unconformity with an hiatus in sedimentation prior to eruption of the rhyodacites, or a fault. Stratigraphic facing for the formation is not known, but is assumed to be easterly, consistent with the dip of the foliation.|
24194|Bosanquet Formation|Age reasons|Rb-Sr geochronology had previously been undertaken on specimen 6131RS45 from exposed volcanics west of the drillhole. The volcanics are highly deformed with ovoid phenocrysts and well-developed biotite and muscovite foliations. The Rb-Sr biotite total rock age was 1626 Ma with an initial 87Sr/86/Sr ratio of 0.7127. Due to low enrichment of radiogenic Sr in the total rock analysis, the age is strongly influenced by the biotite analysis and was thus interpreted to reflect a deformational episode rather than the age of primary crystallisation (Webb and Fanning, 1984).  U-Pb zircon geochronology was carried out on a sample of deformed rhyodacite (6131RS136) collected between 402.6-407.5 m in Broad View DDH 1. Procedures for dissolution, extraction and U-Pb isotopic analysis of the zircons were essentially identical to those reported in Fanning et al. (in press).  Zircon characteristics: The ziracons are characteristically clear, euhedral crystals which have a very pale gold colour. Crystals commonly have one pyramidal termination or are fractured fragments of euhedral crystals. Growth zoning is seen in some grains. Many contain opaque inclusions and colourless, oval and acicular inclusions or voids. There are significant numbers of clear, doubly-terminated cyrstals (Fig. 4).  U-Pb zircon results: The isotopic data are given in Table 1 and plotted on Fig. 5. The five conventional analyses are all discordant and the zircons have apparently lost between 17 and 63 percent of their radiogenic lead if one assumes a simple lead loss model. There is excess scatter about a discordia line fitted to these conventional analyses, MSWD = 13, with an upper concordia intercept of 1848+/-10 Ma and lower intercept of 16+/-30 Ma. These analyses show a strong positive correlation between degree of discordance and U content which suggests a cogenetic suite of zircons. Two crystals from the -160+92 nmO fraction were analysed by the small-sample technique. These grains were pale gold in colour, but glassy clear. They were very elongate grains each having one fractured and one pyramidal termination. The small-sample anslysis is marginally more concordant than the conventional analysis from the -72+53 nmO fraction (16 percent lead loss compared to 17 percent). A discordia line fitted to all siz analyses has a slightly higher MSWD of 15 but the intercepts of 1845+/-9 and 10+/-30 Ma are statistically indistinguishable from the conventional discordia. The apparent simple euhedral morphology of the zircons suggests that they are nof igneous origin and unaffected by metamorphism/deformation. The upper concordia intercept of 1845+/-9 Ma is therefore considered to record the crystallisation age of these zircons and the rhyodacite.|
24194|Bosanquet Formation|Correlations|Both the boundary relationships with the Upper Middleback Jaspilite and petrographic evidence of intense folding and mylonitisation of the rhyodacites suggest that the Bosanquet Formation was deposited prior to the later stages of the Kimban Orogeny (Rankin and Flint, 1987). The U-Pb zircon age of 1845+/-9 Ma indicates that the Bosanquet Formation is appreciably older than other known Early Proterozoic silicic volcanics of the Gawler Craton, namely the Myola Volcanics (1791+/-4 Ma) and the McGregor Volcanics (1740 Ma) (Fanning et al., in press). This is consistent with geochemical dissimilarities between these three volcanic units (Rankin and Flint, 1987). The age is very similar to the 1850 Ma emplacement age of the Donington Granitoid Suite of southern Eyre Peninsula (Mortimer et al., 1986), which is interpreted to be coincident with the earliest deformational phase of the Kimban Orogeny. The Bosanquet Formation has no other known regional correlatives within South Australia. Volcanics of similar age occur in northern Australia (Wyborn et al., in prep,) including the Leichhardt Volcanics of the Mount Isa area (Blake, 1987) and the El Sherana and Edith River Group of the Pine Creek Inlier (Needham and Stuart-Smith, 1985). Calcsilicate bands in the Bosanquet Formation are lithologically identical to calcsilicates interbanded with Hutchison Group iron formation below 408 m in Broad View DDH 1. This suggests that the Bosanquet Formation may be a previously-unrecognised volcanic unit of the Hutchison Group although deposition of the Hutchison Group has been considered to precede the 1850 Ma Donington Granitoid Suite. The Bosanquet Formation is therefore interpreted to have been deposited within a restricted area of the central Gawler Craton either synchronous or immediately following regional deposition of the Hutchison Group.|
2364|Boucaut Volcanics|Name source|After Boucauts West Dam, 62 km S of Olary.|
2364|Boucaut Volcanics|Type section locality|Outcrop width 760 m of grey, pink-grey and greenish amygdaloidal grey rhyolite, dacite, andesite and schist, steeply dipping, 1.5 km SW of Division Dam, Anabama. (Isolated exposure: no top or base identifiable).|
2364|Boucaut Volcanics|Extent|Central Anabama and NE Oakvale 1:100 000 areas.|
2364|Boucaut Volcanics|Thickness range|Uncertain; possibly 300-800 m.|
2364|Boucaut Volcanics|Relationships and boundaries|Possibly related to the Anabama lineament and Anabama granite. A.W. Webb (Amdel, 1976) dated (Rb-Sr) three samples Cambrian (507-569 m.y. approx.).|
2585|British Empire Granite|Name source|British Empire Mine, situated at southern tip of granite. Previously called part of Mudnanatana Granite (Coats and Blissett, 1971).|
2585|British Empire Granite|Type section locality|Occupies central section of Mount Painter Block, in what is known as Freeling Heights Wilderness area. The term British Empire Granite is a new name for the previously termed Mudnanatana Granite of the Mount Painter Block only.  Grid reference of sample analysed: 139o28'E and 30o05'S.|
2585|British Empire Granite|Extent|Intrusive into Radium Creek Metamorphics of Coats (1971).|
2585|British Empire Granite|Lithology|Contains quartz, microcline, albite/oligoclase, biotite, muscovite with minor MN. Rich garnet, apatite and magnetite.|
2585|British Empire Granite|Identifying features|High Si02 and Rb (413 ppm) and low Ti02, MgO, Zr.  Low K/Rb (82). Composition is as follows:  SiO2 = 75.42; Al2O3 = 13.95; Fe2O3 = 0.90; MnO = 0.04; MgO = <0.01; CaO - 0.61; Na2O = 4.08; K2O = 4.07; TiO2 = 0.06; P2O5 + 0.12; L.O.1 = 0.60; Total = 99.84.|
25818|Bunburn Dacite|Name source|From Bunburn paddock on Lake Everard station. Bunburn paddock is adjacent to extensive outcrops of Bunburn Dacite. Centre of paddock is at 31o49' latitude and 134o51' longitude. A strongly welded vitric tuff of ashflow origin with only a very minor crystal component. Complete devitrifiction has obscured original textures.|
25818|Bunburn Dacite|Type section locality|Seen in a north-south section which starts at a point 3 km due north of Lake Everard homestead and runs north for 3/4 km. Lake Everard homestead is located at 31o44 1/2' latitude and 135o10 1/2' longitude|
25818|Bunburn Dacite|Extent|Forms a long narrow outcrop crossing from the south-western portion of the Gairdner 1:250 000 Sheet area onto the south-eastern portion of the Childara 1:250 000 Sheet area, covering an area of roughly 80 km2.|
25818|Bunburn Dacite|Thickness range|Thickness appears to be variable ranging from 30 m to at least 100 m in places.|
25818|Bunburn Dacite|Relationships and boundaries|Upon the basis of field relationships seen, Bunburn Dacide conformably overlies the Arburee Rhyolite.|
25818|Bunburn Dacite|Age reasons|This unit forms part of the Glyde Hill Complex as previously defined by Blissett and has a mid-Carpentarian age of roughly 1550 Ma as determined by geochronology.|
25686|Bungadillina Monzonite|Name source|Bungadillina is an Aboriginal name for a waterhole and creek near Warrina railway siding. Warrina 1:100 000 sheet area, Warrina 1:250 000 sheet area, metric reference 6874650, 580950.|
