Stratno | Stratigraphic Name | Category | Contents | Last update 
24169|Baleine Formation|Relationships and boundaries|Overlies an unnamed Middle-Upper Jurassic sandstone.  Detailed palynological dating has established the disconformity at the base.  The base is easily picked on well logs by the change in lithology from the underlying sandstone to claystone.  The upper contact is less well defined.  Overlain by unnamed Neocomian sandstone or claystone.  Palynological dating indicates the upper contact is disconformable in the east and conformable in the west.|
24169|Baleine Formation|Age reasons|Late Tithonian to early Neocomian.  The unit is diachronous from east to west.  Dating is based predominately on palynology from wells in the Canning Basin and fauna lists are contained in the offshore well completion reports for Keraudren 1, Bedout 1, Lacepede 1, Wamac 1, East Mermaid 1, Lynhner 1, and Leveque 1.|
24169|Baleine Formation|Comments|The unit has no onshore correlatives. Previously it has been included in or correlated with the Jarlemai and Jowlaenga Formations. Although the unit has lithological similarities to both formations, it is younger than either formation.|
24169|Baleine Formation|References|AMAX Petroleum (Australia) Inc, 1973 - Wamac 1, well completion report.  Bur. Miner. Resour. Aust. File 73/246. BOC of Australia, 1970 - Lacepede 1A, well completion report.  Bur. Miner. Resour. Aust. File 70/426 BOC of Australia, 1970 - Leveque 1, well completion report.  Bur. Miner. Resour. Aust. File 70/670. BOC of Australia, 1970 - Lyhner 1, well completion report. Bur. Miner. Resour. Aust. File 70/948 BOC of Australia, 1971 - Bedout 1, well completion report. Bur. Miner. Resour. Aust. File 71/435 Hematite Petroleum Pty Ltd, 1973 - Keraudren 1, well completion report. Bur. Miner. Resour. Aust. File 73/240 Lister T.R., 1972 - An applied scheme of palynomorph units for use in the stratigraphic rationalization of Jurassic-Cretaceous prospects located in the northwest shelf of Australia. Part 1 dinophyte cysts. BOC of Aust. Ltd. (Unpubl. Co. rep.) Powell D.E. 1976 - The geological evolution of the continental margin off northwest Australia. APEA J., 16(1), 13-23. Shell Development Pty Ltd, 1973 - East Mermaid 1, well completion report. Bur. Miner. Resour. Aust. File 73/1002.|
30078|Ballythanna Sandstone Member|Name source|Ballythanna Hill, 1 km west of well location.|
30078|Ballythanna Sandstone Member|Type section locality|Ballythanna 1, 65-298 m.  26o03'42"S, 115o40'11"E.|
30078|Ballythanna Sandstone Member|Lithology|Fine- to medium-grained sandstone, minor carbonaceous siltstone, locally bioturbated.|
33645|Bardsley Formation|Name source|Bardsley Well, RHODES (MGA 310200E, 7182850N; Fig. 1).|
33645|Bardsley Formation|Type section locality|The type area for the Bardsley Formation is the area north from the track that crosses Troy Creek (around MGA 319500E, 71893000N). No type section has been measured or is appropriate, due to the type of outcrop.|07/FEB/11
33645|Bardsley Formation|Extent|The Bardsley Formation has only been recognized in and adjacent to the headwaters of Troy Creek (Fig. 1), in the southern-central part of RHODES. Troy Creek cuts through a prominent range just south of the area of outcrop. This range may have served as a barrier that localized deposition.|07/FEB/11
33645|Bardsley Formation|Thickness range|The thickness of the Bardsley Formation is assumed to be only a few metres.|
33645|Bardsley Formation|Lithology|The formation consists of poorly sorted, variably ferruginized lithic sandstone and granule conglomerate infilling an irregular topography on the underlying Earaheedy Group, and is massive to poorly bedded. Commonly, only 20 to 50 cm of section can be seen because the unit is exposed as rubbly flats adjacent to the creek. There are common solution pits infilled by pisolitic ferricrete and clay-cemented gravel reworked from the Earaheedy Group.|
33645|Bardsley Formation|Relationships and boundaries|The Bardsley Formation clearly infills an irregular topography on the Earaheedy Group, and has not been folded or tilted like the Sydney Heads Pass Conglomerate, another unit of uncertain age on EARAHEEDY. The formation pre-dates the development of ferricrete, which probably occurred in the Oligocene or Eocene, but could have occurred in the Mesozoic (Hocking and Cockbain, 1990;  ockbain and Hocking, 1990). The lack of folding or tilting suggests that it post-dates the Collier  Group, which is moderately folded and faulted a few kilometres to the north and west. The distribution suggests southward-directed palaeocurrents, down Troy Creek.|
33645|Bardsley Formation|Age reasons|The formation pre-dates the development of ferricrete, which probably occurred in the Oligocene or Eocene, but could have occurred in the Mesozoic (Hocking and Cockbain, 1990;  Cockbain and Hocking, 1990). The lack of folding or tilting suggests that it post-dates the Collier  Group, which is moderately folded and faulted a few kilometres to the north and west. The Bardsley Formation thus has a possible age range of early Cainozoic to late Mesoproterozoic;  however, its probable age is post-Proterozoic, as palaeocurrent measurements from the Collier Group indicate northward flow, and those from the lower Sunbeam Group are westward. Deposition over the West Australian Craton (used broadly) was most extensive during the Early Permian Gondwana glaciation, but there are no polymictic boulder lags nearby to support a Permian age.|07/FEB/11
33645|Bardsley Formation|Comments|During mapping on RHODES, an isolated area of consolidated grit was recognized at the headwaters of Troy Creek, infilling the creek depression and adjacent areas. Exposures are discontinuous because of topography developed on deformed rocks of the Earaheedy Group beneath. The unit resembles the Wiluna Hardpan of Bettenay and Churchward (1974), but is somewhat older as it is penetrated by solution pits infilled with pisolitic ferricrete and reworked Earaheedy Group rocks.  For this reason it is named the Bardsley Formation.|07/FEB/11
33645|Bardsley Formation|Defn Reference|SOURCE DOCUMENT:   HOCKING, R. M., JONES, J. A., PIRAJNO, F., and GREY, K., 2000, Revised lithostratigraphy for Proterozoic rocks in the Earheedy Basin and nearby areas: Western Australia Geological Survey, Record 2000/16, 22p.|07/FEB/11
2189|Boobina Porphyry|Name source|Boobina Creek, Lat. 21o41'35"S, Long. 119o56'55"E, Marble Bar 1:250 000 Sheet area.|
2189|Boobina Porphyry|Unit history|The "coarse-grained feldspar porphyry -- to fine-grained black feldspar porphyry" of Noldart and Wyatt (1962).|
2189|Boobina Porphyry|Type section locality|2-3 km northwest from Copper Hills|
2189|Boobina Porphyry|Extent|Approx. 50 km2, in two ovoid masses north and south of Copper Hills, Lat. 21o39'S, Long. 119o58'E.|
2189|Boobina Porphyry|Lithology|Dacite porphyry.  Euhedral to subhedral plagioclase and quartz phenocrysts up to 5 mm long set in a dark aphanitic groundmass.  Plagioclase (An30) laths commonly form glomeroporphyritic groups.|
2189|Boobina Porphyry|Relationships and boundaries|Intrudes Warrawoona Group (Lipple, 1975) and intruded by the Mondana Adamellite (Hickman and Lipple 1974).|
2189|Boobina Porphyry|Age reasons|Archaean|
30280|Browns Range Metamorphics|Name source|Browns Range, in Gordon Downs, Billiluna, Tanami, and Birrindudu 1:250 000 Sheet areas, WA and NT.|
30280|Browns Range Metamorphics|Unit history|Unit previously mapped as undivided Halls Creek Group (e.g., Gemuts & Smith 1968) and undivided Tanami Complex (e.g., Blake et al 1979).|
30280|Browns Range Metamorphics|Geomorphic expression|low hills and ridges.|
30280|Browns Range Metamorphics|Type section locality|Low hills within 1 km of GR DE900040, Gordon Downs 1:100 000 Sheet area, in southeast Gordon Downs 1:250 000 Sheet area. Here the formation is represented by meta-arkose containing sparse to abundant pebbles and cobbles of vein quartz and quartzite. No clear bedding planes evident in field, but tight folding apparent on air photographs. Unconformity with scarp-forming Gardiner Sandstone of the Mesoproterozoic Birrindudu Group is exposed on SW side of type locality.|
30280|Browns Range Metamorphics|Extent|Browns Range Dome, in SE Gordon Downs and adjoining parts of Billiluna (WA) and Tanami (NT) 1:250 000 Sheet areas|
30280|Browns Range Metamorphics|Thickness range|>1000 m.|
30280|Browns Range Metamorphics|Lithology|Pebbly arkose metamorphosed (upper amphibolite/granulite facies) to quartzofeldspathic granofels (granulitic texture) - primary feldspar altered to white mica and clay minerals; minor banded ironstone and metaconglomerate (at GR DE966125).|
30280|Browns Range Metamorphics|Relationships and boundaries|base not exposed. Overlain unconformably by gently dipping Gardiner Sandstone, which is not metamorphosed. Intruded in the Tanami Sheet area by unnamed granite, dated at 1882 Ma, which postdates main metamorphism|
30280|Browns Range Metamorphics|Age reasons|possibly late Archaean (Page et al. 1995b). Metasediments contain several age-groupings of detrital zircon, the youngest of which, dated at 2507 +/- 5 Ma, gives a maximum age for sedimentation. High-grade metamorphism predates 1880 Ma granite.|
30280|Browns Range Metamorphics|Correlations|Late Archaean Rum Jungle and Waterhouse Complexes of Pine Creek province.|
30280|Browns Range Metamorphics|Proposed publication|Gordon Downs , WA, 2nd edition Explanatory Notes.|
30280|Browns Range Metamorphics|References|*BLAKE, D.H., Hodgson, I.M. & Muhling, P.C., 1979. Geology of The Granites-Tanami region, Northern Territory and Western Australia. Bureau of Mineral Resources, Australia, Bulletin 197    *GEMUTS, I. & Smith, J.W., 1968. Gordon Downs, Western Australia, 1:250 000 Geological Series. Bureau of Mineral Resources, Australia, Explanatory Notes SE/52-10.    *PAGE, R.W., Sun, S-S., Blake, D.H., Edgecombe, D. & Pearcey, D., 1995. Geochronology of an exposed late Archaean basement terrane in The Granites-Tanami region. AGSO Research Newsletter, 22, 19-20.|10/FEB/11
25816|Budjan Creek Formation|Name source|Budjan Creek (Military Grid 272 273), Marble Bar 1:250 000 Sheet area.|
25816|Budjan Creek Formation|Type section locality|The unit is well exposed in gorges cut by the upper reaches of Budjan Creek (272 273).|
25816|Budjan Creek Formation|Extent|The Budjan Creek Formation occurs in the Kelly Belt, from north of Coolbanacoula Pool (264 274) northeastwards to south of Copper Hills (283 283) as a strip 35 km long and up to 2.5 km wide.  The fault-displaced extension also crops out on the Nullagine 1:250 000 Sheet area.|
25816|Budjan Creek Formation|Thickness range|Exposed thickness is between 1-1.5 km|
25816|Budjan Creek Formation|Lithology|Basal conglomerate containing chert, vein quartz and dacite clasts overlain by shale, siltstone and sandstone units and capped by a thick conglomerate containing angular chert clasts.|
25816|Budjan Creek Formation|Relationships and boundaries|Unconformably overlies Wyman Formation and Salgash Subgroup.  Upper margin partly concealed by unconformable cover of Proterozoic Fortescue Group, and partly faulted against divisions of Warrawoona Group.  Equivalent to Lalla Rookh Sandstone.|
25816|Budjan Creek Formation|Age reasons|Archaean because overlain unconformably by Lower Proterozoic Fortescue Group.|
23447|Butchers Gully Member|Name source|Butchers Gully, a tributary of Black Elvire River, confluence at GR CE793678, Halls Creek 1:100 000 Sheet area, Gordon Downs 1:250 000 Sheet area, WA.|
23447|Butchers Gully Member|Unit history|Brockman Volcanics (e.g., Ramsden et al. 1993, Taylor et al. 1995); Butchers Gully Volcanic Member (Warren 1997).|
23447|Butchers Gully Member|Geomorphic expression|Strike ridges and valleys; local relief less than 100m|
23447|Butchers Gully Member|Type section locality|Alkaline lavas, pyroclastics and volcaniclastic rocks intruded by subvolcanic sheets and interlayered with greywacke, siltstone and mudstone in low ridges, hills and creek beds around the Brockman REE prospect (at GR CE717740),    Halls Creek 1:100 000 Sheet area, Gordon Downs 1:250 000 Sheet area.|
23447|Butchers Gully Member|Extent|Halls Creek and Ruby Plains 1:100 000 Sheet areas in Gordon Downs 1:250 000 Sheet area and Dockrell 1:100 000 Sheet area in Mount Ramsay 1:250 000 Sheet area, WA.|
23447|Butchers Gully Member|Thickness range|>1000 m.|
23447|Butchers Gully Member|Lithology|Trachyandesite, trachyte, quartz trachyte and rhyolite lavas, including pillow lavas; subvolcanic syenite sheets; volcanic breccia; pyroclastic and volcaniclastic rocks (including niobium tuff of Chalmers, 1990); some interlayered turbiditic greywacke, siltstone and mudstone. Metamorphosed to mainly greenschist facies; commonly cleaved.|
23447|Butchers Gully Member|Depositional environment|Submarine.|
23447|Butchers Gully Member|Relationships and boundaries|Of the Olympio Formation of Halls Creek Group. Overlain and underlain conformably by turbidites of the Olympio Formation. Overlain unconformably by Moola Bulla Formation (Palaeoproterozoic).|
23447|Butchers Gully Member|Age reasons|Palaeoproterozoic (Orosirian). Zircon from pillow lava in member is dated at 1848 +/- 3 Ma (AGSO's OZCHRON database). Zircon dated at 1870 +/- 4 Ma from niobium tuff (Taylor et al. 1995) at base of member is now thought to be detrital.|
23447|Butchers Gully Member|Correlations|None, appears to be measurably younger (about 10 million years) than the Maude Headley Member of the Olympio Formation.|
23447|Butchers Gully Member|References|*BLAKE, D.H., Tyler, I.M. & Sheppard, S., 1997. Geology of the Ruby Plains 1:100 000 Sheet area (4460), Western Australia,. Australian Geological Survey 	Organisation, Canberra.    *BLAKE, D.H., Tyler, I.M., Griffin, T.J., Sheppard, S., Thorne, A.M. & Warren, R.G., 1998. Geology of the Halls Creek 1:100 000 Sheet area (4461), Western Australia. Australian Geological Survey Organisation, Canberra.     *TAYLOR, W.R., Page, R.W., Esslemont, G., Rock, N.H.S. & Chalmers, D.I., 1995. 	Geology of the volcanic-hosted Brockman rare-metals deposit, Halls Creek Mobile Zone, northwest Australia, Part I - Volcanic environment, geochronology and petrography of the Brockman volcanics. Mineralogy and Petrology, 52, 209-230.    *TYLER, I.M. & Griffin, T.J., 1994. Dockrell, Western Australia, 1:100 000 geological map sheet (4360). Geological Survey of Western Australia, Perth.    *RAMSDEN, A.R., French, D.H. & Chalmers, D.I., 1993. The volcanic-hosted rare-metals deposit at Brockman, Western Australia: mineralogy and geochemistry of the Niobium Tuff. Mineralium Deposita, 28, 1-12.    *PAGE, R.W., Blake, D.H., Sun, S-S., Tyler, I.M., Griffin, T.J. & Thorne, A.M., 1994. New geological and geochronological constraints on volcanogenic massive sulphide prospectivity near Halls Creek (WA).  AGSO Research Newsletter, 20, 5-7.    *CHALMERS, D.I., 1990. Brockman multi-metal and rare earth deposit. In: Hughes, F.E. (editor), Geology of the Mineral Deposits of Australia and Papua New Guinea. The Australasian Institute of Mining and Metallurgy, Monograph, 14, 707-709.    *WARREN, R.G., 1997. Reconnaissance geological mapping in Dixon, SE McIntosh and northernmost Halls Creek 1:100 000 Sheet areas, East Kimberley, W.A. 1992-3. Australian Geological Survey Organisation, Record 1997/26.|10/FEB/11
24214|Carolyn Formation|Name source|Carolyn Valley in the western St George Range (18o41'S, 124o55'E).|
24214|Carolyn Formation|Unit history|Forms the upper part of the Grant Formation (Guppy et al, 1952) now termed Grant Group.  Referred to as the Binda Member in unpublished company reports and as "The upper sandstone unit" by Crowe & Turner (1976b).|
24214|Carolyn Formation|Type section locality|Composite section of sequences at 18o44'20"S, 124o55'52"E and 18o41'53"S, 124o54'30"E.|
24214|Carolyn Formation|Extent|Exposed in northern, eastern and southern parts of Canning Basin.  Distributed throughout the basin in the subsurface except where removed by erosion after deposition of the Grant Group.  Includes Wye Worry and Millajiddee Members defined in the Fitzroy Trough (Crowe & Towner, 1976a).|
24214|Carolyn Formation|Thickness range|Thickest in the northwestern part of the Fitzroy Trough (364 m in Sisters No. 1).|
24214|Carolyn Formation|Lithology|Mainly consists of massive or poorly bedded, moderate to poorly sorted, medium grained quartz arenite with some lithic and feldspathic wacke.  Details are given by Crowe & Towner (1976b).|
24214|Carolyn Formation|Relationships and boundaries|Conformably overlies Winifred Formation and is overlain unconformably (in Fitzroy Trough) and conformably (elsewhere) by the Poole Sandstone.  In the southern Canning Basin the unit probably interfingers laterally with the Paterson Formation.|
24214|Carolyn Formation|Age reasons|Contains pelecypods Eurydesma? Sp. Ind., Deltopecten lyonensis, Etheripecten cf. Tenuicollis, Streblopteria sp. In Wye Worry Member which Dickins et al (in press) believe indicate a late Sakmarian sensu lato age.|
24214|Carolyn Formation|Proposed publication|Annual Report Geological Survey of Western Australia for 1976|
3926|Charteris Basalt|Name source|Charteris Creek'; grid reference 301312 to 305321 Nullagine 1:250 000 Sheet area.|
3926|Charteris Basalt|Type section locality|6 km northeast of Spinaway Well (29353015) in the headwaters of Sandy Creek.|
3926|Charteris Basalt|Extent|The formation is exposed over 50 km2 in the headwaters of Yandicoogina Creek.|
3926|Charteris Basalt|Thickness range|Primary thickness 1 000 m.  Range after deformation 500-2 000 m.|
3926|Charteris Basalt|Lithology|Pillow basalt with very subordinate chert and felsic lava.|
3926|Charteris Basalt|Relationships and boundaries|Conformably overlies Corboy Formation (References a and b).  Conformably underlies Paddy Market Formation (References a and b).  Forms part of the Gorge Creek Group (References a and b).  Locally underlies Lalla Rookh Sandstone (References a and b) as a result of structural modification 10 km South of Yandicoogina Mining Centre (3070 3250).|
3926|Charteris Basalt|Age reasons|Archaean, since forms part of Gorge Creek Group.|
3926|Charteris Basalt|Comments|The formation is a local wedge-shaped volcanic unit within the Gorge Creek Group.  In this sense it is similar to the Honeyeater Basalt (References a and b) but the latter overlies the Paddy Market Formation.|
3941|Cheela Springs Basalt|Unit history|The Cheela Springs Basalt is part of the Precambrian Wyloo Group (redefined, Trendall, 1979), south of the Hamersley Ranges.  The Cheela Springs Basalt (de la Hunty, 1965) is here raised from a member to a formation and excluded from the Mount McGrath Formation because it is overlain disconformably by clastics which are retained in the latter. (Map ref. Geological 1:250 000 Sheets Wyloo, Mount Bruce and Turee Creek). |
3941|Cheela Springs Basalt|Extent| [?] Map ref. Geological 1:250 000 Sheets Wyloo, Mount Bruce and Turee Creek.|
3941|Cheela Springs Basalt|Lithology|In the Cheela Springs area it is composed, at long. About 117degrees 58', of 900m of dominantly vesicular basalt with basal tuffaceous-looking shales which rest conformably on clastic rocks of the Beasley River Quartzite.|
3941|Cheela Springs Basalt|Correlations|The correlation by Daniels (1968) of the Cheela Springs Basalt with formations composed largely of basic lavas in the Turee Creek Syncline and the Mount McGuire district are accepted. In the Mount McGuire area however, the Formation is thicker and contains shale bands with red chert nodules at other levels than the base. These units might well have been eroded prior to deposition of the overlying clastics in the Cheela Springs district.|
3941|Cheela Springs Basalt|Proposed publication|Aust. CSIRO Inst. Earth Res. Rept No. FP. 22|
3941|Cheela Springs Basalt|Comments|It was not re-examined in the Turee Creek Syncline area.|
3941|Cheela Springs Basalt|References|02/32050, 79/04924, 99/29801, 81/21674, 80/20705|
24220|Christine Point Clay|Name source|Christine Point grid reference 123834 Derby 1:250 000 Sheet area.|
24220|Christine Point Clay|Type section locality|6 metres are exposed in cliff 1.5 km south of Derby Jetty.|
24220|Christine Point Clay|Extent|Exposed along banks of tidal creeks and foreshores between high and low tides between Christine Point and Airport Creek (grid references 123834 and 121817, Derby 1:250 000 Sheet).  Occurs in subsurface between Airport Creek and Point Torment (grid reference 119854, Derby 1:250 000 Sheet).  Over 100 km2 distributed in outcrop and subsurface.|
24220|Christine Point Clay|Thickness range|Maximum recorded thickness 7.5 m, general thickness is 4-6 m.|
24220|Christine Point Clay|Lithology|Homogenous to mottled slate grey clay; abundant mangrove stumps (up to 1.2 m diameter) and root fibers; scattered carbonate nodules; fauna includes Uca spp, Scylla serrata and Teredo spp and Thalassina anomala.  Fossil flora include Avicennia sp and Ceriops sp as in situ tree stumps.|
24220|Christine Point Clay|Relationships and boundaries|Overlies Double Nob Formation (soil) with gradational contact or locally sharp contact.  Overlies Mowanjum Sands with gradational contact; transitional zone is mottled, mud, muddy sand, and sand, varigated colouration ranging from grey to orange to red.  Top is sharply overlain by Doctors Creek Formation contact is steeply inclined to irregular and may be marked by mud block breccia, mud ball conglomerate or fossil wool debris.|
24220|Christine Point Clay|Age reasons|The unconformity, regional stratigraphic relationships and the fossil flora suggest a late Pleistocene age for the unit.|
4046|Christmas Creek Member|Name source|Christmas Creek, tributary of the Fitzroy River which flows across the eastern part of the Noonkanbah Sheet area.|
4046|Christmas Creek Member|Type section locality|Mt Piper in the Poole Range, Lat 18o54'00"S, Long 125o47'30"E.|
4046|Christmas Creek Member|Extent|Crops out in the highest part of the Poole Range and at Mt Thorlan.  Discontinuously exposed on the plains between the Poole Range and the St George Range and along the northern flank of the St George Range.|
4046|Christmas Creek Member|Thickness range|15 m at type section.  Maximum thickness is probably less than 25 m.|
4046|Christmas Creek Member|Lithology|Consists of large-scale, cross-bedded, poorly sorted granule conglomerate and fine to coarse-grained sandstone.  Thin to medium-bedded, and in places some graded bedding.  Asymmetrical ripple-marks occur on bedding planes.|
4046|Christmas Creek Member|Age reasons|No fossils found in the member which is dated as Artiniskian based on the ages of the overlying and underlying units.|
4460|Constantine Sandstone|Name source|Mount Constantine; grid reference Long. 117o50', Lat. 21o03' on the Pyramid 1:250 000 Sheet.|
4460|Constantine Sandstone|Type section locality|A sequence of arkosic grits, conglomerates and dominantly sandstone exposed in the Croydon Anticline between Croydon Station and Toweranna.|
4460|Constantine Sandstone|Extent|The unit is well exposed in an area some 12 km west of Croydon Station and extends east through Croydon and some 30 km east of it.|
4460|Constantine Sandstone|Thickness range|Up to 5 km in the type area.|
4460|Constantine Sandstone|Lithology|Mainly quartz sandstone with basal arkosic grits and conglomerates.  There are minor intercalated greywackes.|
4460|Constantine Sandstone|Relationships and boundaries|The unit is underlain by rocks of the Teichmans Group and overlain by the Mallina Formation.|
4460|Constantine Sandstone|Age reasons|The unit is thought to be the equivalent of the Mons Cupri Volcanics and therefore to have an age approximately in the range between 2,500 and 2,300 m.y. (P.A. Arriens, pers. Com. 1975).|
26299|Coorong Creek Adamellite|Name source|Coorong Creek, Marble Bar 1:250 000 Sheet area (M.G.R. 165 299).|
26299|Coorong Creek Adamellite|Type section locality|The Coorong Creek Adamellite is well exposed near the lower reaches of Coorong Creek and along the Yule River above its junction with the creek.|
26299|Coorong Creek Adamellite|Extent|The Coorong Creek Adamellite occurs in the Yule Batholith (see Fig. 1) as an irregular elongate mass (which resembles the outline of Italy), extending northwest and southwest across the lower reaches of Coorong Creek, west of Woodstock homestead, between latitudes 21o32'S and 21o45'S and longitudes 118o48'E and 119o00'E.  The pluton has an area of about 110 km2.|
26299|Coorong Creek Adamellite|Lithology|The rock is a medium to coarse, even-grained biotite adamellite.  There are rare phenocrysts.  It is poorly to moderately foliated by alignment of feldspar, biotite, quartz and some biotite wisps and schlieren.  Medium, even-grained biotite granodiorite xenoliths and rare amphibolite xenoliths occur scattered throughout the pluton.  Pegmatites occur in most outcrops but are generally a minor feature.  The northwestern portion of the pluton has a more prominent foliation and contains more abundant xenoliths.  The adamellite contains microcline, oligoclase with myrmekite; biotite; accessory opaques, apatite, sphene, zircon and secondary chlorite, epidote, sericite and minor carbonate.|
26299|Coorong Creek Adamellite|Relationships and boundaries|Contacts with the adjacent migmatite complex are diffuse but clearly intrusive.  The abundance of migmatite remnants within the pluton suggests remobilization of the complex and emplacement at higher structural levels.  Its relationship with the Abydos Adamellite is uncertain.  Possibly the Coorong Creek Adamellite intrudes the Abydos Adamellite.  The Coorong Creek Adamellite is intruded by quartz veins occurring along faults and by Lower Proterozoic dolerite dykes including the Round Hammock suite and contaminated, xenolith-bearing Mundine Well suite.  Much of the pluton is obscured by thin Quaternary sand and gravel deposits.|
26299|Coorong Creek Adamellite|Age reasons|Archaean|
28476|Corboy Formation|Name source|Corboy mining centre (military grid 248 285), Marble Bar 1:250 000 Sheet area.|
28476|Corboy Formation|Type section locality|The type area for the Corboy Formation is around the Corboy mining centre in the Coongan Syncline.|
28476|Corboy Formation|Extent|The Corboy Formation occurs in the centre of the Coongan Syncline.|
28476|Corboy Formation|Thickness range|1-2 km|
28476|Corboy Formation|Lithology|The unit consists mostly of quartzite, sandstone and psammopelitic sedimentary rocks.  There are minor felsic volcanics and ultramafic rocks in the southern portion of the formation and basalt, usually pillowed lavas, in the northern portion.|
28476|Corboy Formation|Relationships and boundaries|The relationships of the Corboy Formation to the surrounding units is obscured by regional slides.  However, it probably overlies conformably the Wyman Formation and conformably underlies the Paddy Market Formation.  It is stratigraphically equivalent to rocks of the Soanesville Subgroup in the Soanesville Belt.|
28476|Corboy Formation|Age reasons|Archaean|
24244|Diemals Formation|Name source|"Diemals" homestead, lat 37o39'S, long 119o18'E, BARLEE 1:250 000 Sheet area.|
24244|Diemals Formation|Type section locality|17 km south-southwest of "Diemals" homestead.|
24244|Diemals Formation|Extent|Poorly exposed in a roughly longitudinally trending belt 35 km long and up to 14 km wide, from 5 km west of Pigeon Rocks to 20 km west-northwest of "Diemals" homestead.|
24244|Diemals Formation|Thickness range|Maximum thickness of 5 km (measured from airphotos)|
24244|Diemals Formation|Lithology|The lowermost unit of the formation is a silty argillite with interbedded, lensoid oligomictic conglomerate containing rounded clasts up to15 cm long of quartz-albite porphyry and jaspilite.  Overlying this argillite is a metamorphosed coarse-grained argillaceous quartz arenite with narrow intraformational pebble conglomerate layers.  Interbedded with the meta-arenite are lenticular beds of quartzite.  The formation has been metamorphosed to low amphibolite facies.|
24244|Diemals Formation|Relationships and boundaries|Unconformably overlies metavolcanics and graphitic phyllite of a greenstone belt and is intruded by biotite adamellite.  The base of the formation is poorly exposed while the top is unconformably overlain by Tertiary sediments.|
24244|Diemals Formation|Age reasons|The intruding biotite adamellite is about 2.6-2.7 b.y. (H Chapman pers. comm. 1979) and the underlying greenstones are considered to have developed about 2.7 b.y. (Gee 1979).  The age is therefore about 2.6-2.7 b.y.|
24244|Diemals Formation|Proposed publication|Western Australia Geological Survey Record|
24244|Diemals Formation|Proposer|Walker I.W., Blight D.F.|
24244|Diemals Formation|Resdate|22-MAR-1980|
24244|Diemals Formation|Reserved? Yes/No|Y|
36000|Dingo Creek Granite|Name source|Dingo Creek (409500E 7363500N MGA 94) on the Edmund 100K sheet area|
36000|Dingo Creek Granite|Unit history|Named as the Dingo Granite by Pearson (1996) and Pearson et al (1996). The unit was renamed as the Dingo Creek Granite by Martin et al. (2002).|
36000|Dingo Creek Granite|Geomorphic expression|Typically, low rounded hills covered in tors and boulders. Whalebacks present locally.|
36000|Dingo Creek Granite|Type section locality|About 5.5 km WSW of Red Hill Bore on the Edmund 100k map sheet centred at 714300E 7367500N (MGA94, Zone 50). The type locality can be accessed via a station track from Red Hill Bore and then by travelling off road. The main rock type here, as elsewhere in the unit, is a medium-grained biotite-muscovite syenogranite with a trachytic texture defined by thin tabular phenocrysts of K-feldspar.|
36000|Dingo Creek Granite|Extent|The unit comprises several elongate plutons aligned in an eastsoutheasterly direction, along with some small plugs and numerous dykes and veins. The unit outcrops in two belts less than 10 km wide and up to 30-40 km long within the Mangaroon Terrane in the northern Gascoyne Complex.|
