Reference Id | Author | Year | Title | Source | Vol/Part | Pages
22691|Dadd, K.A.|1998|Origin and significance of megabreccia blocks in the Silurian Goobarragandra Volcanics, southeastern New South Wales|Australian Journal of Earth Sciences|45(2)|p315-321
22768|Scheibner, E., Basden, H. (ed.)|1998|Part 6(16). Silurian-Middle Devonian. In: Geology of New South Wales - Synthesis.|Geological Survey of New South Wales. Memoir (Geology)|13(2)|p140-189
22778|Chappell, B.W.|1996|Compositional variation within granite suites of the Lachlan Fold Belt: its causes and implications for the physical state of granite magma.|Origin of Granites and Related Rocks (Third Hutton Symposium)|315|p 159
22798|Lennox, P., Fowler, T., Foster, D.|1998|Barry Granodiorite and Sunset Hills Granite: Wyangala-style intrusion at the margin of a regional ductile shear zone, northern Lachlan Fold Belt, New South Wales.|Australian Journal of Earth Sciences|45(6)|p849-863
22815|Lewis, P.C., Glen, R.A., Pratt, G.W., Clarke, I.|1994|Bega-Mallacoota 1:250000 Geological Sheet SJ/55-4, SJ/55-8: Explanatory Notes.|Geological Survey of New South Wales|1v|144p
22842|Bauer, J.A.|1994|Siluro-Devonian Bungonia Group, Southern Highlands, New South Wales.|Helictite|32(2)|p25-34
22843|Acworth, R.I., Broughton, A., Nicoll, C., Jankowski, J.|1997|The role of debris-flow deposits in the development of dryland salinity in the Yass River catchment, New South Wales, Australia.|Hydrogeology Journal|5(1)|p2-36
22857|Scheibner, E., Basden, H. (ed.)|1998|Geology of New South Wales - Synthesis. Volume 2 Geological Evolution.|Geological Survey of New South Wales. Memoir (Geology)|13(2)|666pp
22876|Oranskaia, A.N.|1997|Geological interpretation of geophysical features Bendoc 1:100 000 sheet|Victorian Initiative for Minerals and Petroleum Report|47|
22877|Oranskaia, A.N.|1997|Bendoc 1:100 000 Geological interpretation of geophysical features|Geological Survey of Victoria|1v|Map
22941|Pillano, B., Bourman, R.|1995|The Brunches/Matuyama Polarity Transition (0.78Ma) as a chronostratigraphic marker in Australian regolith studies.|AGSO Journal of Australian Geology and Geophysics|16(3)|289-294
22968|Willman, C.E., Morand, V.J., Hendrickx, M.A., VandenBerg, A.H.M., Haydon, S.J., Carney, C.|1999|Omeo 1:100 000 Map Area Geological Report. Sheet 8423|Geological Survey of Victoria. Report|118|339p
23020|Willman, C.E., Morand, V.J., Haydon, S.J., Carney, C.|1999|Brookville 1:50 000 geological map sheet 8423-3 zone 55|Geological Survey of Victoria|Map|
23021|Hendrickx, M.A., VandenBerg, A.H.M., Morand, V.J., Haydon, S.J.|1999|Bindi 1:50 000 geological map sheet 8423-1 zone 55|Geological Survey of Victoria|Map|
23028|Morand, V.J., Hendrickx, M.A., Haydon, S.J.|1999|Ensay 1:50 000 geological map sheet 8423-2 zone 55|Geological Survey of Victoria|Map|
23029|Morand, V.J., VandenBerg, A.H.M., Haydon, S.J., Hendrickx, M.A.|1999|Omeo 1:50 000 geological map sheet 8423-4 zone 55|Geological Survey of Victoria|Map|
23043|Morgan, E.J., Cameron, R.G., Colquhoun, G.P., Meakin, N.S., Raymond, O.L., Scott, M.M., Watkins, J.J., Barron, L.M., Henderson, G.A.M., Krynen, J.P., Pogson, D.J., Warren, A.Y.E., Wyborn, D., Yoo, E.K., Glen, R.A., Jagodzinski, E.A.|1999|Dubbo 1:250 000 geological sheet SI/55-4 (Second Edition)|Geological Survey of New South Wales|1v|map
23048|Huston, D.L., Scott, M., Meares, R.|1997|Volcanic- Hosted Massive Sulphide Deposits of the Eastern Lachlan Fold Belt. Prepared for the Post-conference excursion to the third meeting of the SGEG, GSA.|Geological Society of Australia. Specialist Group in Economic Geology|1v|19pp
23091|Valliant, R.I., Meares, R.M.D.|1998|Lewis Ponds gold-silver-copper-lead-zinc deposits IN Berkman, D.A. & Mackenzie, D.H. (eds) 'Geology of Australian and Papua New Guinean mineral deposits'|AusIMM. Monograph Series|22|p635-640
23100|Wilkins, C., Smart, G.|1998|Browns Creek gold-copper deposit IN Berkman, D.A. & Mackenzie, D.H. (eds) 'Geology of Australian and Papua New Guinean mineral deposits'|AusIMM. Monograph Series|22|p575-580
23170|Meakin, N.S., Morgan, E.J.|1999|Dubbo 1:250 000 geological Sheet SI/55-4, 2nd Edition. Explanatory Notes.|Australian Geological Survey Organisation and Geological Survey of New South Wales|1v|504p
23202|Wilkins, C.|1999|Structure of the Browns Creek gold-copper skarn deposit, Blayney, NSW, Australia. IN 'Mineral deposits: processes to processing. Proc 5th biennial SGA meeting & 10th quadrennial IAGOD symposium, London, UK, 22-25 Aug 1999' Stanley C.J.(ed)|A.A. Balkema, Rotterdam|Vol 2|p1059-1062
23213|Percival, I.G., Morgan, E.J., Scott, M.M.|1999|Ordovician stratigraphy of the northern Molong Volcanic Belt: new facts and figures|Geological Survey of New South Wales. Quarterly Notes|108|p8-27
23214|Pogson, D.J., Watkins, J.J.|1998|Bathurst 1:250 000 geological Sheet. SI/55-8: Explanatory Notes.|Australian Geological Survey Organisation and Geological Survey of New South Wales|SI/55-8|
23217|Young, G.C.|1999|The Hervey Group (Middle-Upper Devonian) on the Parkes 1:100 000 Sheet Area, NSW (Lachlan Fold Belt)|Australian Geological Survey Organisation. Record|17|22pp
23225|Percival, I.G.|1998|The Age of the Nandillyan and Narragal Limestones, Molong High, Central Western New South Wales.|Geological Survey of New South Wales. Quarterly Notes|107|p12-19
23245|Scheibner, E., Basden, H. (ed.)|1998|Part 6(15). Cambrian-Early Silurian. In: Geology of New South Wales - Synthesis.|Geological Survey of New South Wales. Memoir (Geology)|13(2)|p103-139
23309|VandenBerg, A.H.M., Willman, C.E., Maher, S., Simons, B.A., Cayley, R.A., Taylor, D.H., Morand, V.J., Moore, D.H., Radojkovic, A.|2000|The Tasman Fold Belt System in Victoria|Geological Survey of Victoria. Special Publication|1v|462p
23334|Packham, G., Percival, I., Bischoff, G.|1999|Age constraints on strata enclosing the Cadia and Junction Reefs ore deposits of central New South Wales, and tectonic implications.|Geological Survey of New South Wales. Quarterly Notes|110|p1-12
23439|Chappell, B.W., White, A.J.R., Williams, I.S., Wyborn, D., Wyborn, L.A.I.|2000|Lachlan Fold Belt granites revisited: high- and low- temperature granites and their implications|Australian Journal of Earth Sciences|47(1)|p123-138
23454|Collins, W.J., Hobbs, B.E.|2001|What caused the Early Silurian change from mafic to silicic (S-type) magmatism in the eastern Lachlan Fold Belt?		|Australian Journal of Earth Sciences|48(1)|p25-41
23522|Mawson, R., Talent, J.A.|2000|The Devonian of eastern Australia : stratigraphic alignments, stage and series boundaries, and the transgression - regression pattern re-considered. IN 'Subcommission on Devonian Stratigraphy, recognition of Devonian series and stage bound|Courier Forschungsinstitut Senckenberg|225|p243-270
23547|White, A.J.R.|2001|Water, restite and granite mineralisation|Australian Journal of Earth Sciences|48(4)|p551-555
23549|White, A.J.R., Allen, C.M., Beams, S.D., Carr, P.F., Champion, D.C., Chappell, B.W., Wyborn, D., Wyborn, L.A.I.|2001|Granite suites and supersuites of eastern Australia|Australian Journal of Earth Sciences|48(4)|p515-530
23550|King, P.L., Chappell, B.W., Allen, C.M., White, A.J.R.|2001|Are A-type granites the high-temperature felsic granites? Evidence from fractionated granites of the Wangrah Suite|Australian Journal of Earth Sciences|48(4)|p501-514
23551|Chappell, B.W., White, A.J.R.|2001|Two contrasting granite types: 25 years later|Australian Journal of Earth Sciences|48(4)|p489-499
23615|Orth, K., VandenBerg, A.H.M., Nott, R.J., Simons, B.A.|1995|Murrindal 1:100 000 map geological report|Geological Survey of Victoria. Report|100|237p
23866|Richards, S.W., Collins, W.J.|2002|The Cooma Metamorphic Complex, a low-P, high-T (LPHT) regional aureole beneath the Murrumbidgee Batholith|Journal of Metamorphic Geology|20(1)|p119-134
23898|Lindley, I.D.|2001|Lower Devonian ischnacanthid fish (Gnathostomata: Acanthodii) from the Taemas Limestone, Lake Burrinjuck, New South Wales|Alcheringa|25(3)|p269-291
24005|Hood, D.I.A., Durney, D.W.|2002|Sequence and kinematics of multiple deformation around Taemas Bridge, Eastern Lachlan Fold Belt, New South Wales|Australian Journal of Earth Sciences|49 (2)|p291-309
24007|Glen, R.A., Korsch, R.J., Direen, N.G., Jones, L.E.A., Johnstone, D.W., Lawrie, K.C., Finlayson, D.M., Shaw, R.D.|2002|Crustal structure of the Ordovician Macquarie Arc, Eastern Lachlan Orogen, based on seismic-reflection profiling|Australian Journal of Earth Sciences|49 (2)|p323-348
24019|Ebach, M.C.|2002|Lower Devonian trilobites from Cobar, New South Wales|Western Australian Museum. Records|20(4)|p353-378
24099|Hergt, J.M., Phillips, G.N., Ely, K.S.|2002|Strathbogie Igneous Complex IN Phillips, G.N. and Ely, K.S. (Editors) Victoria Undercover: Benalla 2002 Conference proceedings and field guide: collaborative geoscience in northern Victoria|CSIRO||p43-50
24116|Jenkins, B.R.|1996|Soil Landscapes of the Braidwood 1:100 000 Sheet|Department of Land and Water Conservation. Report.||220p
24126|Murphy, B.W., Lawrie, J.W.|1998|Soil Landscapes of the Dubbo 1:250 000 Sheet Report|Department of Land and Water Conservation. Report.||357p
24128|Jenkins, B.R.|2000|Soil Landscapes of the Canberra 1:100 000 Sheet Report|Department of Land and Water Conservation. Report.||230p, 1 map
24215|Lyons, P., Percival, I.G.|2002|Middle to Late Ordovician age for the Jindalee Group of the Lachlan Fold Belt, New South Wales: conodont evidence and some tectonic implications|Australian Journal of Earth Sciences|49 (5)|p801-808
24222|Chappell, B.W., White, A.J.R.|1992|I- and S-type granites in the Lachlan Fold Belt|Transactions of the Royal Society of Edinburgh: Earth Sciences|v83|p1-26
24233|Direen, N.G., Lyons, P., Korsch, R.J., Glen, R.A.|2001|Integrated geophysical appraisal of crustal architecture in the eastern Lachlan Orogen|Exploration Geophysics|32 (3-4)|p252-262
24248|Strusz, D.L.|2002|Brachiopods of the Orders Protorthida and Orthida from the Silurian of the Yass Syncline, southern New South Wales|Alcheringa|26 (1)|p49-86
24249|Sherwin, L., Rickards, B.|2002|Late Silurian (Pridoli) graptolites from Wallace Shale, New South Wales|Alcheringa|26(1)|p87-102
24250|Lindley, I.D.|2002|Acanthodian, onychodontid and osteolepididfish from the middle-upper Taemas Limestone (Early Devonian), Lake Burrinjuck, New South Wales|Alcheringa|26(1)|p103-126
24266|Carr, G.R., Dean, J.A., Suppel, D.W., Heithersay, P.S.|1995|Precise Lead Isotope Fingerprinting of Hydrothermal Activity Associated with Ordovician to Carboniferous Metallogenic Events in the Lachlan Fold Belt of New South Wales|Economic Geology|90 (5)|p1467-1505
24272|McQueen, K.G., Perkins, C.|1995|The Nature and Origin of a Granitoid-Related Gold Deposit at Dargue's Reef, Major's Creek, New South Wales|Economic Geology|90 (6)|p1646-1662
24317|Pogson, D.|2002|Goulburn 1:250 000 mapping project update|New South Wales. Department of Mineral Resources. Minfo|76|p14-16
24398|Packham, G.H., Keene, J.B., Barron, L.M.|2003|Middle to early Late Ordovician hydrothermal veining in the Molong Volcanic Belt, northeastern Lachlan Fold Belt: sedimentological evidence|Australian Journal of Earth Sciences|50 (2)|p257-269
24417|Lyons, P. (Eds), Raymond, O.L. (Eds), Duggan, M.B. (Eds), Barron, L.M., Burton, G., Chan, R.A., Downes, P.M., Gibson, D.L., Leys, M.T.C., Percival, I.G., Robson, D.F., Scott, M.M., Sherwin, L., Young, G.C., Wallace, D.A., Wyborn, D.|2000|Forbes 1:250 000 Geological Sheet SI55-7, second edition, Explanatory Notes.|Australian Geological Survey Organisation. Record|2000/20|230pp
24514|Chappell, B.W.|2003|Causes of variations in granite suites IN Blevin, P. et al (eds.) "Magmas to Mineralisation: the Ishihara Symposium"|Geoscience Australia. Record|14|p27-34
24551|Birch, W.D. (ed.)|2003|Geology of Victoria|Geological Society of Australia. Special Publication|23|842p
24580|Packham, G.H.|2003|Discussion and Reply: Sequence and kinematics of multiple deformation around Taemas Bridge, Eastern Lachlan Fold Belt, New South Wales|Australian Journal of Earth Sciences|50(5)|p827-833
29362|Adrian, J.|1971|Stratigraphic units of the Molong District, New South Wales.|Geological Survey of New South Wales, Records|13(4)|p179-198
29456|Ashley, P.M., Creelman, R.A.|1975|The Mount Black lead-zinc deposit, a probable Mississippi Valley-type sulphide occurrence at Cooleman Plains, southern New South Wales.|Geological Society of Australia. Journal|22(4)|p423-433
29648|Barkas, J.P.|1978|Early Devonian igneous activity and some stratigraphic correlations in the Tumut region, New South Wales.|Proceedings of the Linnean Society of New South Wales|101(1)|p13-26
29791|Birkhead, P.K.|1976|Silurian stromatoporoids from Cheesemans Creek, with a survey of some stromatoporoids from the Hume Limestone Member, Yass, New South Wales.|Geological Survey of New South Wales, Records|17(2)|p87-122
29857|Gulson, B.L., Compston, W., Bofinger, V.M.|1970|A Rb-Sr study of the Lower Silurian State Circle Shale, Canberra, Australia.|Geochimica et Cosmochimica Acta|34(4)|p433-445
29953|Brooks, C., Leggo, M.D.|1972|The local chronology and regional implications of a Rb-Sr investigation of granitic rocks from the Corryong district, southeastern Australia.|Geological Society of Australia. Journal|19(1)|p1-19
29989|Brunker, R.L., Offenberg, A.C.|1970|Goulburn, New South Wales 1:250 000 geological series sheet SI55-12 1st Edition|Geological Survey of New South Wales|1v|
29992|Brunker, R.L., Offenberg, A.C., West, J.L.|1970|1:500 000 geological series; Monaro.|Geological Survey of New South Wales|1st Ed.|
29993|Brunker, R.L., Offenberg, A.C., West, J.L.|1970|1:500 000 geological series, Macquarie (First Ed).|Geological Survey of New South Wales|1v|
29994|Brunker, R.L., Offenberg, A.C., West, J.L.|1971|Monaro, New South Wales 1:500 000 geological series 1st Edition.|Geological Survey of New South Wales|1v|
30069|Campbell, K.S.W.|1976|Yass-Taemas.|25th International Geological Congress. Excursion Guide|9B|
30073|Campbell, K.S.W., Holloway, D.J., Smith, W.D.|1974|A new Receptaculitid genus, Hexabactron, and the relationships of the Receptaculitaceae.|Palaeontographica, Abteilung A|A 146(1-3)|p52-77
30252|Cooper, B.J.|1977|Upper Silurian condonts from the Yarrangobilly Limestone, southeastern New South Wales.|Royal Society of Victoria. Proceedings|89(2)|p183-193
30329|Crook, K.A.W.|1974|Kratonization of west Pacific type geosynclines.|Journal of Geology|82(1)|p24-36
30332|Crook, K.A.W., Bein, J., Hughes, R.J., Scott, P.A.|1973|Ordovician and Silurian history of the southeastern part of the Lachlan geosyncline.|Geological Society of Australia. Journal|20(2)|p113-138
30433|Davis, L.W.|1975|Captains Flat lead-zinc orebody. IN Knight C.L.(ed) - Economic geology of Australia and Papua New Guinea - 1.Metals.|AusIMM. Monograph Series|5|p694-700
30730|Felton, E.A.|1974|Stratigraphic revisions in the Tarago-Woodlawn-Mount Fairy area.|Geological Survey of New South Wales. Quarterly Notes|17|p7-12
30731|Felton, E.A.|1974|Goulburn, New South Wales, 1:250 000 metallogenic map. Sheet SI/55-12, 1st edition.|Geological Survey of New South Wales|1v|
30732|Felton, E.A.|1975|Part 1. Mine data sheets to accompany metallogenic map, Goulburn 1:250 000 sheet.|Geological Survey of New South Wales|1v|
30734|Felton, E.A.|1977|Part 2. A metallogenic study of the Goulburn 1:250 000 sheet.|Geological Survey of New South Wales|1v|
30735|Felton, E.A., Huleatt, M.B.|1977|Geology of the Braidwood 1:100 000 sheet, no.8827.|Geological Survey of New South Wales|1v|
30736|Felton, E.A., Huleatt, M.B.|1975|Braidwood, New South Wales, 1:100 000 geological series map. Sheet 8827, 1st edition.|Geological Survey of New South Wales|1v|Map
31013|Gilligan, L.B.|1973|Possible Mississippi Valley-type deposits at Cooleman, southeastern New South Wales.|Geological Survey of New South Wales. Quarterly Notes|10|
31017|Gilligan, L.B.|1976|Descriptions of geology and mineralization 15. The Lake George mine, Captains Flat geology and mineralization. IN Gilligan L.B., Markham N.L.,Suppel D.W.(Eds)-Ore deposits of the Lachlan fold belt NSW.|25th International Geological Congress. Excursion Guide|15C|p45-49
31019|Gilligan, L.B., Cameron, R.G.|1974|Canberra, New South Wales, 1:250 000 metallogenic series map. Sheet SI 55-16, 1st edition.|Geological Survey of New South Wales|1v|
31020|Gilligan, L.B., Foskett, W.E., Malone, E.J., Felton, E.A.|1976|Captains Flat - Woodlawn. Base metal sulphide deposits and their environmental geology.|25th International Geological Congress. Excursion Guide|8B|
31111|Grant, K.|1976|Terrain classification and evaluation for engineering purposes of the Canberra area, ACT & NSW.|CSIRO. Division of Applied Geomechanics. Technical Paper|22|
31161|Griffiths, J.R.|1977|Geology and metallogeny of the Lachlan orogen, Australia: a time-space analysis and preliminary tectonic synthesis.|CSIRO. Minerals Research Laboratories. Investigation Report|123|
31197|Gulson, B.L., Rankin, P.C.|1977|Geochemical comparison of Woodlawn and Mount Painter Acid Volcanics, southeastern Australia.|Geological Society of Australia. Journal|24(8)|p427-438
31284|Henderson, G.A.M., Strusz, D.L.|1971|Canberra, Australian Capital Territory, 1:50 000 special geological series map.|Bureau of Mineral Resources, Australia|1v|
31411|Huleatt, M.B.|1971|Correlation of Silurian rocks in the Braidwood and Captains Flat districts.|Geological Survey of New South Wales. Quarterly Notes|3|p16-18
31502|Jell, J.S., Hill, D.|1970|Revision of the coral fauna from the Devonian Douglas Creek Limestone, Clermont, central Queensland.|Royal Society of Queensland. Proceedings|81(10)|p93-120
31527|Jennings, J.N.|1972|The age of Canberra landforms.|Geological Society of Australia. Journal|19(3)|p371-378
31580|Joyce, A.S.|1973|Chemistry of the minerals of the granitic Murrumbidgee Batholith, Australian Capital Territory.|Chemical Geology|11(4)|p271-296
31581|Joyce, A.S.|1973|Petrogenesis of the Murrumbidgee Batholith, A.C.T.|Geological Society of Australia. Journal|20(2)|p179-197
31852|Link, A.G.|1970|Age and correlation of the Siluro-Devonian strata in the Yass Basin, New South Wales.|Geological Society of Australia. Journal|16(2)|p711-722
31918|Luck, G.R.|1973|Palaeomagnetic results from Palaeozoic rocks of south east Australia.|Geophysical Journal of the Royal Astronomical Society|32|p35-52
32088|McClatchie, L.|1970|Copper mineralization in the Lachlan geosyncline, New South Wales.|AusIMM. Proceedings|236|p1-16
32106|McElhinny, M.W.|1973|Palaeomagnetism and plate tectonics.|Cambridge University Press, Cambridge, United Kingdom|1v|
32150|McLean, R.A.|1974|Cystiphillidae and Goniophyllidae (Rugosa) from the Lower Silurian of New South Wales.|Palaeontographica, Abteilung A|A 147(1-3)|p1-38
32151|McLean, R.A.|1974|The geology of the Regans Creek area, near Cargo, central New South Wales.|Proceedings of the Linnean Society of New South Wales|98(4)|p196-221
32154|McLean, R.A.|1975|Silurian corals from the Mumbil area, central New South Wales.|Proceedings of the Linnean Society of New South Wales|99(4)|p181-196
32155|McLean, R.A.|1976|Aspects of the Silurian rugose coral fauna of the Yass region, New South Wales.|Proceedings of the Linnean Society of New South Wales|100(3)|p179-194
32332|Moss, A.J., Walker, A.J., Hutka, J.|1973|Fragmentation of granitic quartz in water.|Sedimentology|20|p489-511
32376|Nance, W.B., Taylor, S.R.|1976|Rare earth element patterns and crustal evolution - 1.Australian post-Archean sedimentary rocks.|Geochimica et Cosmochimica Acta|40(12)|p1539-1551
32483|Offenberg, A.C.|1974|Goulburn, New South Wales, 1:250 000 geological series explanatory notes. Sheet SI/55-12.|Geological Survey of New South Wales|1v|
32585|Pedder, A.E.H., Philip, G.M., Jackson, J.H.|1970|Lower Devonian biostratigraphy in the Wee Jasper region of New South Wales.|Journal of Paleontology|44(2)|p206-251
32624|Pickett, J.W., Jell, J.S.|1974|The Australian tabulate coral genus Hattenia.|Palaeontology|17(3)|p715-726
32671|Pogson, D.J.|1972|Geological map of New South Wales, scale 1:1 000 000.|Geological Survey of New South Wales|1v|
32672|Pogson, D.J.|1975|The Tasman Mobile Zone in New South Wales - geology and tectonic history. IN Knight C.L.(ed) - Economic geology of Australia and Papua New Guinea - 1. Metals.|AusIMM. Monograph Series|5|p667-676
32675|Baker, C.J., Pogson, D.J.|1974|Revised stratigraphic nomenclature for the Yass 1:100 000 sheet.|Geological Survey of New South Wales. Quarterly Notes|16|p7-9
32820|Richardson, S.J.|1975|A summary of the geology of the Michelago.|Geological Survey of New South Wales. Quarterly Notes|21|p1-7
32822|Richardson, S.J., Sherwin, L.|1975|Early Silurian graptolites near Bredbo.|Geological Survey of New South Wales. Quarterly Notes|21|p17-19
32858|Roberts, F.I.|1976|The mineralization of the Kangiara Mine, NSW.|AusIMM. Proceedings|258|p31-39
32905|Roddick, J.C., Compston, W.|1976|Radiometric evidence for the age of emplacement and cooling of the Murrumbidgee Batholith.|Geological Society of Australia. Journal|23(3)|p223-233
32906|Roddick, J.C., Compston, W.|1977|Strontium isotopic equilibration: a solution to a paradox.|Earth and Planetary Science Letters|34(2)|p238-246
32999|Scheibner, E.|1973|Explanatory notes on the geology of the Taralga 1:100 000, sheet 8929.|Geological Survey of New South Wales|1v|79p+plates
33004|Scheibner, E.|1976|Explanatory notes on the tectonic map of New South Wales.|Geological Survey of New South Wales|1v|
33006|Scheibner, E., Stevens, B.P.J.|1972|Bathurst, New South Wales, tectonic map 1:250 000 scale. 1st edition. (Attached to Bathurst metallogenic study and data sheets.)|Geological Survey of New South Wales|1v|
33116|Sherwin, L.|1971|Stratigraphy of the Cheesemans Creek district, New South Wales.|Geological Survey of New South Wales, Records|13(4)|p199-237
33121|Sherwin, L.|1973|Stratigraphy of the Forbes-Bogan Gate district.|Geological Survey of New South Wales, Records|15(1)|p47-101
33125|Sherwin, L.|1975|Glaciation and the Benambran Orogeny.|Geological Survey of New South Wales. Quarterly Notes|18|p13-18
33282|Stevens, B.|1972|Bathurst, New South Wales, 1:250 000 metallogenic series map. Sheet SI 55-08, 1st edition.|Geological Survey of New South Wales|1v|
33285|Stevens, B.P.J.|1975|A metallogenic study of the Bathurst 1:250 000 sheet. Sheet SI 55-08.|Geological Survey of New South Wales|1v|
33325|Strusz, D.L.|1971|Canberra, New South Wales, 1:250 000 geological series explanatory notes. Sheet SI/55-16.|Bureau of Mineral Resources, Australia|1v|
33326|Strusz, D.L.|1972|Correlation of the Lower Devonian rocks of Australasia.|Geological Society of Australia. Journal|18(4)|p427-455
33327|Strusz, D.L., Chatterton, B.D., Flood, P.G.|1970|Revision of the New South Wales Devonian brachiopod "Spirifer Yassensis".|Proceedings of the Linnean Society of New South Wales|95(2)|170-190
33328|Strusz, D.L., Henderson, G.A.M.|1971|Canberra City, Australian Capital Territory, 1:50 000 geological series explanatory notes.|Bureau of Mineral Resources, Australia|1v|
33481|Thomson, K.S., Campbell, K.S.W.|1971|The structure and relationships of the primitive Devonian lungfish Dipnorhynchus sussmilchi (Etheridge).|Yale University. Peabody Museum. Natural History. Bulletin|38|
33606|VandenBerg, A.H.M.|1976|Eastern Victoria. IN Douglas J.G., Ferguson J.A.(eds) - Geology of Victoria.|Geological Society of Australia. Special Publication|5|p62-70
33611|Vandyke, A., Byrnes, J.G.|1976|Palaeozoic succession beneath the Narragal Limestone, Oakdale Anticline near Mumbil.|Geological Survey of New South Wales, Records|17(2)|p123-134
33732|Webby, B.D.|1972|Devonian geological history of the Lachlan Geosyncline.|Geological Society of Australia. Journal|19(1)|p99-123
33735|Webby, B.D.|1974|Upper Ordovician trilobites from central New South Wales.|Palaeontology|17(2)|p203-252
33959|Wyborn, D.|1977|Discussion - The Jindabyne Thrust and its tectonic, physiographic and petrographic significance.|Geological Society of Australia. Journal|24(4)|p233-236
34059|Brunker, R.L., Rose, G.|1969|Sydney Basin, New South Wales, 1:500 000 geological sheet. Special edition.|Geological Survey of New South Wales|1v|
34287|Laseron, C.|1969|Ancient Australia. (Revised by R.O.Brunnschweiler).|Angus and Robertson|1v|
34396|Packham, G.H.|1969|Permian System. IN Packham G.H.(ed) - The geology of New South Wales.|Geological Society of Australia. Journal|16(1)|p179-180
34403|Packham, G.H., Carter, E.K., Hall, L.R., Moye, D.G., Sharp, K.R., Stapledon, D.H., Wright, A.J.|1969|Lower and Middle Devonian series. IN Packham G.H.(ed) - The geology of New South Wales.|Geological Society of Australia. Journal|16(1)|p129-150
34404|Packham, G.H., Carter, E.K., Hopwood, T.P., Moye, G.D., Relph, R.E., Sharp, K.R., Stapledon, D.H.|1969|Ordovician system. IN Packham G.H.(ed) - The geology of New South Wales.|Geological Society of Australia. Journal|16(1)|p76-103
34405|Packham, G.H., Carter, E.K., Moye, D.G., Sharp, K.R., Stapledon, D.H.|1969|Silurian system. IN Packham G.H.(ed) - The geology of New South Wales.|Geological Society of Australia. Journal|16(1)|p104-128
34406|Packham, G.H., Conolly, J.R.|1969|Tectonics and sedimentation. IN Packham G.H.(ed) - The geology of New South Wales.|Geological Society of Australia. Journal|16(1)|p216-226
34491|Sherwin, L.|1969|Silurian conularids from New South Wales.|Geological Survey of New South Wales, Records|11(1)|p35-41
34544|Vallance, T.G.|1969|Plutonic and metamorphic rocks. IN Packham G.H.(ed) - The geology of New South Wales.|Geological Society of Australia. Journal|16(1)|p180-200
34692|Langley, W.V.|1976|Limestone - New South Wales in Knight C.L.(ed) - Economic geology of Australia and Papua New Guinea - 4. Industrial minerals and rocks.|AusIMM. Monograph Series|8|p181-189
35070|Basden, H., Adrian, J., Clift, D.S.L., Winchester, R.E.|1978|Geology of the Cootamundra 1:100 000 sheet 8528.|Geological Survey of New South Wales|1v|
35109|White, A.J.R., Williams, I.S., Chappell, B.W.|1977|Geology of the Berridale 1:100 000 sheet 8625.|Geological Survey of New South Wales|1v|
35110|Briscoe, G., Furstner, J.M.M., Henderson, G.A.M., Jacobson, G., Kellett, J.R., Lang, P.A., Purcell, D.C., Strusz, D.L., Vanden Broek, P.H.|1976|Environmental and engineering geology of the Canberra area.|25th International Geological Congress. Excursion Guide|12B|
