Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Ace Intrusive Complex|77|||||Yes|Group, Suite|Informal|Unknown or process pending|Mentioned||||||||||||||||No|48958||||||See also Ace Complex. Name not used since 1976.|||||Y|
Acton Shale Member|88|Acton Shale|90|||Yes|Member, phase|Formal|Variation of published name|Redefined|Pittman Formation|15299|||Bolindian||||Gisbornian|||||60|NSW|Yes|31284|42820|Abell, R.S. (after Opik 1958)|26/OCT/90|Brakel, A.|26/OCT/90|BMR Bulletin No.233.|Thinly laminated siliceous shale - dark grey where fresh but otherwise whitish-grey where weathered - graptolites preserved as black carboneous films on bedding planes.|sedimentary|||N|
Adaminaby Group|98|Adaminaby beds|99|||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Late Ordovician||||Early Ordovician|||||1500||No|42294|23170|||||See also defined Adaminaby beds (intended as a Redefinition).  Also supersedes Abercrombie beds. Equivalent to Pinnack Sandstone. Type Section: Refer to Glen et al. 1990. Similar in age and lithology (quartz sandstone turbidite sequences) to Wagga Group but separated by the Gilmore Fault Zone|Turbiditic sequence of sandstone, mudstone, shale, carbonaceous shale, greywacke; chert, quartzite, phyllite, slate.|sedimentary siliciclastic|||N|
Adamstown Formation|105|Adamstown Sub-Group|106|||Yes|Formation, beds|Formal|Other new published name|Briefly described|Newcastle Coal Measures|27861|||Late Permian||||Late Permian|||||200||No|40166||||||See also Adamstown Subgroup.|Conglomerate, sandstone, siltstone.|sedimentary siliciclastic|||N|
Adderley Formation|23323|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Crudine Group|4970|||Early Devonian||||Late Silurian|||||900||No|42712||Stuart-Smith P.|01/JUN/93|||Bathurst 1:250 000 sheet area, DESC in 94/27645. Intruded by the Tarana Granite.|Upward fining sequence of felsic volcaniclastic conglomerate and sandstone.|igneous felsic volcanic|||N|
Adelaide Supergroup|125|||||Yes|Supergroup|Formal|Unknown or process pending|Described|||||Neoproterozoic||||Neoproterozoic|||||||No|29780|||||||||||N|
Adelargo Basalt Member|41273|Adelargo Member|31840|||Yes|Member, phase|Formal|Variation of published name|Briefly described|Warrumba Volcanics|32474|||Middle Devonian||||Middle Devonian|||||||No|50628||||||Original name shortened to Adelargo Basalt, then original name restored.|Basalt, trachyandesite, trachyte|igneous mafic volcanic|igneous intermediate volcanic||N|
Adelong Norite|134|South Adelong Gabbro""|17109|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Avenall Basic Intrusive Complex|23347|||Late Silurian||||Early Silurian|||||||No|29992|||||||Medium to coarse-grained hornblende diorite, metagabbro; very minor acid veins|igneous intermediate intrusive|igneous mafic intrusive||Y|
Agnes Banks Sand|28319|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Pleistocene||||Pleistocene||||1|8|NSW|Yes|31056|42925|Gobert V.|29/MAY/07|Hawke, J.|27/AUG/77||Mottled orange-grey, clayey quartz sand grading upwards into buff and cream coloured, fine to medium grained sand with minor clay. Rare crossbedding and occasional pebbles.||||N|
Agnes Greywacke|26339|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|Coffs Harbour Association|38341|||Late Carboniferous||||Late Carboniferous|||||||No|31694|||||||Lithic wacke, minor slate, rare chert, metabasalt, metamorphosed felsic volcanics|feldspar- or lithic-rich arenite to rudite|||N|
Akuna Mudstone|25757|Akuna Siltstone|32176|||Yes|Formation, beds|Formal|Other new published name|Defined|Bendoc Group|1474|||Llandovery|438|||Late Cambrian|500||||300|VIC|No|41570|42647|||||Murrindal area. Equivalent to the Gungoandra Siltstone. In faulted contact with Yalmy Group above, and Sunlight Creek Formation and Pinnak Sandstone. Geological Survey of Victoria map code: Oba.|Mudstone - laminated, well-bedded; siliceous siltstone, thin sandstone beds: purple, khaki and green-grey.|sedimentary siliciclastic|||N|
Alandoon Chert|210|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Girilambone Group|27158|||Late Ordovician||||Early Ordovician|||||||No|42566|||||||Chert|sedimentary non-carbonate chemical or biochemical|||N|
Albert Basalt|221|||||Yes|Formation, beds|Formal|Variation of published name|Described|Lamington Volcanics|10120|||Early Miocene||||Early Miocene|||||||No|35296|||||||Olivine basalt, extrusive rhyolite, sediments between basalt flows |igneous mafic volcanic|||N|
Alberta Conglomerate|29276|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Teamsters Creek Subgroup|17916|||Ediacaran||||Neoproterozoic III|593|32|||300||No|30261|||||||Diamictite, siltstone, sandstone, some conglomerate.|sedimentary siliciclastic|||N|
Albury Gneiss|234|Albury gneiss|236|||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Ordovician||||Ordovician|||||||No|45003|||||||Gneiss|metamorphic|||N|
Alcheringa Coal|237|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|Horseshoe Creek Subgroup|8506|||Permian||||Permian|||||||No|29942|||||||Coal|organic-rich rock|||N|
Alderley Volcanics|250|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|34238|||||||Volcanics|igneous|||N|
Alders Tank Formation|29199|||||Yes|Formation, beds|Formal|Other new published name|Defined|Thackaringa Group|25749|||Statherian||||Statherian|||||200|NSW|No|38969|39662|I.L.Willis|09/FEB/82|||Within the Willyama Supergroup. It is recommended that this name to be discontinued and the rocks to be incorporated into Cues Formation (Stevens et al 2008, AJES 55/3).|||||N|
Alkaline Volcanics|34207|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Neoproterozoic||||Neoproterozoic|||||||No|22671||||||Correlated with the Mt Arrowsmith Volcanics|Volcanics|igneous|||N|
Allambie Woolshed Granite|73519|||||Yes|Formation, beds|Formal|Resvd name published|Defined||||||||||||||||No|66623|66623|Gilmore, P. (GNSW)|25/JUN/07|||Used on the Koonenberry 1:500 000 map sheet.|||||Y|
Allandale Formation|279|Allandale formation|287|||Yes|Formation, beds|Formal|Variation of published name|Described|Dalwood Group|28493|||Early Permian|286|||Early Permian|290||||300||No|43491||||||Hunter Coalfield. See also Lexicon. SI56-1/Singleton,Cessnock. Not clear if this IS a unit in Qld as well as NSW?  but the name should not be used for rocks in Qld as Allandale Arfvedsonite Granite has priority in that State. See also Allendale Formation (probably misspelt).|Conglomerate, lithic sandstone.|feldspar- or lithic-rich arenite to rudite|||N|
Allans Creek Formation|27315|||||Yes|Formation, beds|Formal|Other new published name|Described|Illawarra Coal Measures|27802|||Late Permian||||Late Permian|||||||No|34060||||||May have been superseded by Allans Creek Sandstone?|||||N|
Allara Shale Member|23327|||||Yes|Member, phase|Formal|Unknown or process pending|Briefly described||||||||||||||||No|37094||R.A.Britten|12/FEB/74||||Shale|sedimentary siliciclastic|||N|
Allaru Mudstone|291|Allaru Member|290|||Yes|Formation, beds|Formal|Variation of published name|Defined|Wilgunya Subgroup|20031|||Cenomanian|94|||Albian|96|||100|700|QLD|No|33642|63979|||||See also Allaru Formation. Laterally equivalent to Oodnadatta Formation. The name Allaru Mudstone is only used when Toolebuc Formation is present, see 00/30891. Part of Wilgunyah Subgroup, Rolling Downs Gp, although some authors attribute it to the Maree Subgroup of the Neales River Group. See also Alluru Mudstone (a misspelling).|Primarily blue-grey mudstone (partly pyritic) and interbedded calcareous siltstone, cone-in-cone limestone and lesser sandstone (Ref: 63979).|argillaceous detrital sediment|sedimentary carbonate||N|
Allawa Ignimbrite Member|70446|Allawa Tuff Member|69436|||Yes|Member, phase|Formal|Resvd name published|Defined|Currabubula Formation|5055|||Late Carboniferous||||Late Carboniferous|310||||||No|62095|62095|||||In the Werrie block/ Tamworth Belt.  Age: ~310Ma.  Reserved as Allawa by J. Roberts (2002). Allawa Tuff Member preferred by GSNSW [May- 2011]|Beige unwelded ignimbrite; groundmass micropoikilitic.|igneous felsic volcanic|||N|
Allendale Metasediments|23328|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Broken Hill Group|2617|||Paleoproterozoic||||Paleoproterozoic|1691|3|||1000|NSW|No|38969|39662|B.P.J.Stevens|25/JAN/82|||Term not used in SA.  Not to be confused with the Allandale Formation nomenclature, or the misspelt Allendale Formation - which are Permian in age. Within the Willyama Supergroup and previously included in the Purnamoota Subgroup. Equivalent to Plumbago Formation in the Olary Domain.|Metasediments. Albitic psammite, pelite.|metasedimentary siliciclastic|||N|
Alley Sandstone Member|26341|||||Yes|Member, phase|Formal|Unknown or process pending|Redefined|Biddabirra Formation|28129|||Lochkovian||||Lochkovian|||||300|NSW|No|38292|43032|||||A sample from the Cobar 1:100k sheet GR 384858 6518889, constrained in age by the brachiopod Howellela jaqueti, was inferred to be Pragian in age during the mapping program but is now regarded as Lochkovian (Early Devonian) in age (Pogson & Glen 2008, based on Sherwin 1995).[from RefID 69002 (2010)]|Sandstone|sedimentary siliciclastic|||N|
Alloway Bank Conglomerate|34442|Alloway Bank Conglomerate Member|21114|||Yes|Member, phase|Informal|Resvd name published|Mentioned|Drik Drik Formation|26526||||||||||||||No|22750||||||Preferred name is Alloway Bank Conglomerate Member.|Conglomerate|sedimentary siliciclastic|||N|
Alloway Bank Conglomerate Member|21114|Alloway Bank Conglomerate|34442|||Yes|Member, phase|Reserved|Reserved|Reserved|Drik-Drik Formation|27392|||Devonian||||Devonian|||||||No|||P.Cawood|03/OCT/78|||Reservation revived by GSNSW 5-MAY-2011.|Conglomerate|sedimentary|||N|
Allum Mountain Volcanics|311|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned|||||Carboniferous||||Carboniferous|||||||No|29990|||||||Volcanics|igneous|||N|
Allyn River Member|23329|||||Yes|Member, phase|Formal|Unknown or process pending|Described|Flagstaff Formation|6721|||Visean||||Visean|||||1000||No|40883||D.Lindley|14/JUN/83|||New member of the Flagstaff Formation.  Thickness in type section: 740m.|Green to brown, medium- thickly bedded lithic sandstone with turbiditic sedimentary structures and interbeds of brown thinly bedded mudstone|sedimentary siliciclastic|||N|
Alma Granite Gneiss|317|Alma Gneiss|24654|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Silver City Suite|70121|Statherian|1704|3||Statherian|1704|3|||||No|29864||Stevens, B. (NSWGS)|01/MAR/06|||Originally superseded by Alma Gneiss, but now redefined [where?] as Alma Granite Gneiss. This name preferred by GSNSW in 2012. Alma Gneiss used prior to that.|Mainly medium to coarse-grained quartzofeldspathic gneiss with abundant megacrysts.  Can also be basic and have thin beds or bodies of leucocratic Na plagioclase-quartz rocks.|meta-igneous felsic intrusive|||Y|
Alnwick Formation|21118|||||Yes|Formation, beds|Reserved|Reserved|Reserved|Four Mile Creek Subgroup|28559||||||||||||||No|||Preston B.C., K.J.Brown|31/MAY/85|||This name revived by GSNSW 14-JUN-2012. Sydney Basin.|Grey fine-grained fels-lithic sandstone - sporadically laminated with mudstone or carbonaceous shale; dark grey mudstone, brown claystone, coal - dull and bright laminations and bands (sporadic calcite-healed joints), coaly shale|sedimentary siliciclastic|||N|
Althorpe Formation|335|Althorpe Claystone Member|334|||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Jerrys Plains Subgroup|26639|||Late Permian||||Late Permian||||||NSW|No|40805|40805||||||Claystone||||N|
Alton Limestone Member|23331|Jericho Limestone""|8924|||Yes|Member, phase|Formal|Resvd name published|Described|Bells Creek Volcanics|24709|||Early Devonian||||Late Silurian|||||||No|42712||Stuart-Smith P.|01/JUN/93|||BATHURST 1:250 000 sheet area, DESC in 94/27645. Formerly known as Jericho Limestone and Cow Quarries limestone.|Thickly bedded iohite, coarse grained fossilerous marble containing rare talc schist bands.|sedimentary carbonate|||N|
Alum Mountain Volcanics|342|||||Yes|Formation, beds|Formal|Other new published name|Redefined|||||Early Permian|274.1|3.4|isotopic, U/Pb-Pb/Pb ion probe|Early Permian|274.1|3.4|isotopic, U/Pb-Pb/Pb ion probe||2040|NSW|No|43432|36057|||||Contains basalts previously mapped with the Dalwood Group.|Flows of albitised alkaline olivine basalt and massive to flow banded rhyolite with interbedded pebble conglomerate, sandstone, mudstone, tuff, breccia and coal seams at the base.|igneous mafic volcanic|igneous felsic volcanic||N|
Ambone Volcanics|23332|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Mount Hope Group|25281|||Pragian||||Lochkovian|||||280|NSW|No|37772|41126|E.Scheibner|23/JUL/80||||Volcanics|igneous|||N|
Amboyne Granodiorite|357|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Bullenbalong Suite|2895|Silurian|427|3|isotopic, K/Ar|Silurian|430|3|isotopic, U/Pb-Pb/Pb ion probe|||NSW|No|60078|41905|A.White|01/AUG/77|||See also the informal Amboyne Granite. Murrindal area. Age: 427+/-3Ma. Age and lithology updated from GSV data (HG, Dec 2005). GSV code: G71. Now [2011] includes former Deddick Granodiorite of Chappell et al. (1991).|S-type, cordierite-garnet-biotite granodiorite.|igneous felsic intrusive|||Y|S-type
American Creek Coal Member|24656|Bimlow Seam|1670|||Yes|Member, phase|Formal|Unknown or process pending|Described|Allans Creek Formation|27315|||Late Permian||||Late Permian|||||||No|29900||||||see also American Creek Coal.|Coal|organic-rich rock|||N|
Amphitheatre Group|381|Amphitheatre Beds|374|||Yes|Group, Suite|Formal|Variation of published name|Redefined|Cobar Supergroup|27673|||Pragian||||Late Silurian||||||NSW|No|43491|41528|||||Defined 1987. Redefined 1994. See also definition card for Amphitheatre Formation. See also Lexicon. Referred to in Cobar Basin. Informally divided into Upper and Lower Amphitheatre Groups.|Siliciclastic sediments, undivided.|sedimentary siliciclastic|||N|
Anakie Metamorphic Group|401|Anakie Metamorphics|402|||Yes|Group, Suite|Formal|Variation of published name|Redefined|||||Early Cambrian|510||isotopic, K/Ar|Neoproterozoic|554||isotopic, K/Ar||||Yes|42747|43861|||Withnall, I.|12/MAR/08|REDEFINITION CARD rec'd March 2008.  In the Southern Anakie Inlier. Very detailed Unit History provided in Unit Definition. Anakie Metamorphics, in being subdivided into 6 distinct units, have been upgraded to Anakie Metamorphic Group. Anakie Province, Thomson Orogen (Geology of Queensland 2013, p120).|Siltstone, fine sandstone, phyllite, schist, commonly cleaved and multiply deformed; plus two unnamed subunits.|metasedimentary siliciclastic|||N|
Andersons Flat beds|427|Andersons Flat Beds|425|||Yes|Formation, beds|Informal|Variation of published name|Briefly described|Manning Group|11186|||Kungurian||||Asselian|||||||No|41348|||||||Lithofeldspathic sandstone, conglomerate and mudstone|sedimentary siliciclastic|||N|
Anembo Granodiorite|25684|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Glenbog Suite|7361|Early Devonian||||Early Devonian||||||NSW|Yes|36413|40276|S.J.Richardson|27/FEB/75|Hawke, J.|20/FEB/79|Originally defined in 80/21173 (1979).  See also the informal Anembo Granite.|Hornblende-biotite granodiorite|igneous felsic intrusive|||Y|
Angullong Formation|27693|Angullong Tuff|455|||Yes|Formation, beds|Formal|Variation of published name|Defined|Cabonne Group|21409|||Bolindian||||Bolindian|440||||1050||No|29905|23214|||||Used in 1997 Bathurst 1:250 000 sheet. Intended to replace Angullong Tuff.|Basaltic sandstone, thin to medium-bedded calcareous siltstone.|sedimentary siliciclastic|||N|
Angus Place Sandstone|24602|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Illawarra Coal Measures|27802|||Late Permian||||Late Permian|||||15|NSW|Yes|38614|40806|C.Bembrick|19/JUN/80|Russell, T.|13/JUL/83|Western Coalfield of Sydney Basin. Synonym of Watts Sandstone. Formerly part of Charbon Sub-Group.|Quartz lithic-sandstone.|sedimentary siliciclastic|||N|
Annalee Pyroclastics|24660|||||Yes|Formation, beds|Formal|Other new published name|Defined|Wandsworth Volcanic Group|29113|||Late Permian||||Early Permian|||||45|NSW|No|34350|34350||||||Felsic pyroclastics, rhyolite, trachyte, minor rhyolitic tuffaceous sandstone.|igneous felsic volcanic|||N|
Anson Formation|29659|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Mumbil Group|13411|||Early Silurian||||Early Silurian|||||1000||No|22679||Scott M. for Lachlan NGMA project.|30/AUG/95|||Northwest. Originally informally referred to as Licking Hole Limestone Member. Previously has been included in Barnby Hills Shale and Mullions Range Volcanics. Also formerly referred to as Clifton Grove Formation|Carbonaceous pyritic siltstone, felsic volcanics, volcanic sandstone, limestone|sedimentary siliciclastic|igneous felsic volcanic||N|
Appin Formation|502|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|Sydney Subgroup|17602|||Late Permian||||Late Permian|||||40||No|34060|||||||||||N|
Apple Tree Flat Subgroup|504|Apple Tree Flat Sub-Group|503|||Yes|Subgroup|Formal|Unknown or process pending|Described|Wollombi Coal Measures|20362|||Late Permian||||Late Permian|||||30||No|41010|||||||||||N|
Apple Tree Granodiorite|77393|||||Yes|Formation, beds|Reserved|Reserved|Reserved|||Boxwell Suite|69438|Permian||||Permian|||||||No|||Blevin, P. (GSNSW)|05/MAY/11|||New England Orogen|Granodiorite|igneous felsic intrusive|||Y|
Appleogue Dacite Member|37907|Appleogue|30089|||Yes|Member, phase|Formal|Variation of reserved name|Defined|Clifden Formation|4147|||Namurian||||Namurian||||||NSW|Yes|24605|24605|Roberts, J.|27/FEB/96|Sutherland, F.L.|22/JAN/03|See also published definition as Appleogue Dacite (although this is clearly still of the Clifden Formation, so just an abbreviation rather than a deliberate name change) and the same article uses Appleogue Dacite Member throughout text, while Appleogue Dacite used in the definition in Appendix! Geological Province: Boomi Block.|||||N|
Apsley River Diorite|510|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Apsley River Suite|74037|Permian||||Carboniferous|||||||No|30911||||||Relationship with the Hillgrove Plutonic Suite or Bakers Creek Suite?|Gabbro, diorite, granodiorite|igneous mafic intrusive|||Y|
Apsley River Suite|74037|||||Yes|Group, Suite|Reserved|Reserved|Unpublished||||||||||||||||No|||Blevin, Bultitude & Champion|17/DEC/07|||Blevin, Bultitude & Champion, pers.comm., Nov 2007. To be included in Bakers Creek Supersuite.|||||Y|
Arable Tonalite|520|||||Yes|Formation, beds|Formal|Other new published name|Described|||Murrumbucka Suite|31611|Late Silurian||||Late Silurian|||||||No|49705|||||||Tonalite|igneous felsic intrusive|||Y|
Ararat Formation|24663|Ararat Sandstone|534|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Visean||||Tournaisian|||||800||No|44797|44244||||||Pebbly sandstone, oolitic and crinoidal limestone; coarse volcanolithic sandstone, mudstone; lenses of conglomerate.|feldspar- or lithic-rich arenite to rudite|sedimentary carbonate||N|
Archerfield Sandstone|26350|||||Yes|Formation, beds|Formal|Variation of published name|Fully described|Wittingham Coal Measures|20334|||Late Permian||||Late Permian|||||30||No|29942||||||Stated to be within the Vane Subgroup and the Jerrys Plain Subgroup (Wittingham Coal Measures) - which needs to be determined - either base oif the latter or top of the former?|Sandstone.|sedimentary siliciclastic|||N|
Ardlethan Granite|554|Ardlethan granite|555|||Yes|Formation, beds|Formal|Other new published name|Described|||Ardlethan Suite|31543|Late Silurian|410|2.5||Late Silurian|410|2.5|||||No|29993||||||Superseded by Wantabadgery Granite and Junee Reefs Granite in some areas. Within the Koetong Supersuite. Considered as a felsic 'specialised' granite - resulting from extensive fractional crystallisation; responsible for tin mineralisation in Ardlethan, NSW. The mineralising event at Ardlethan is dated at 410+/-2.5Ma by Richards et al (Rb-Sr supported by K-Ar).|Porphyritic muscovite-biotite granite|igneous felsic intrusive|||Y|
Ardlethan Suite|31543|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||||Silurian||||Silurian|||||||No|42726|||||||Granite|igneous felsic intrusive|||Y|
Argalong Granite|26253|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Early Devonian||||Early Devonian||||||NSW|No|42313|42313|H.Basden|06/MAY/82||||Granite|igneous felsic intrusive|||Y|
Argyle Formation|28148|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Mount Fairy Group|26052|||Pridoli||||Ludlow|||||800||No|34481||||||Not to be confused with Argyll Granodiorite - two unrelated units of different ages. Previously of the Taralga Group.|Sandstone, arenite, greywacke, shale in turbiditic sequence.|sedimentary siliciclastic|||N|
Argyll Granodiorite|581|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Argyll Suite|73911|Early Permian||||Permian|||||||No|31806||||||Not to be confused with Argyle Formation - two unrelated units of different ages. Source: Interim DMR250k Jan 2001. Formerly in the Hillgrove Suite; now in the Argyll Suite, of Hillgrove Supersuite.|Biotite granodiorite, gneissic in part. Commonly foliated S-type biotite granitoids commonly with blue quartz, and minor amphibole, garnet and graphite|igneous felsic intrusive|||Y|S-type
Argyll Suite|73911|||||Yes|Group, Suite|Reserved|Reserved|Unpublished|||Hillgrove Supersuite|67847||||||||||||No|||Champion, Blevin and Bultitude,|20/NOV/07|||Ref: Champion, Blevin and Bultitude, pers. comm., Nov. 2007.|||||Y|
Arkarula Formation|30027|Arkarula Sandstone Member|602|||Yes|Formation, beds|Formal|Variation of published name|Described|Brothers Subgroup|30028|||Late Permian|256|||Late Permian|256||||51||No|43194||||||Max Age: 256 Ma.|Fining-up sequence of fine to medium-grained lithic sandstone and siltstone with worm burrows.|sedimentary siliciclastic|||N|
Armidale beds|37004|Armidale Beds|615|||Yes|Formation, beds|Informal|Variation of published name|Described|||||Early Oligocene||||Late Eocene|||||||No|44450|||||||||||N|
Arramagong West Granite|29572|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|||||Ludlow||||Wenlock|||||||No|44192||Warren A.Y.E., Gilligan L.B., Raphael N.M.|14/AUG/95|||Cootamundra 1:250 000 sheet area. Probably Late Silurian. Possible related to Young Ganodiorite|Granite|igneous felsic intrusive|||Y|
Arranmor Ignimbrite Member|36829|Arranmor Ignimbrite|33383|||Yes|Member, phase|Formal|Resvd name published|Defined|Emmaville Volcanics|6143|||Late Permian||||Permian|||||150||No|23859|23859|||||Type Locality: 392000E, 6745000N|Ignimbrite|igneous felsic volcanic|||N|
Arrowfield Coal Member|77272|Arrowfield Seam|634|||Yes|Member, phase|Processing pending|Variation of published name|Briefly described|Mount Thorley Formation|23836|||Late Permian||||Late Permian|||||||No|68004||||||A variation on Arrowfield Seam (unit no. 634).|Coal, dull and bright to bright banded, sporadic calcite in cleats and joints; carbonaceous claystone, carbonaceous siltstone with fossil plant debris|organic-rich rock|||N|
Arsenic Ridge Quartz Monzodiorite|640|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||Boggy Plain Suite|2091|Early Devonian||||Late Silurian||||||NSW|No|35109|35109||||||Quartz Monzodiorite|igneous intermediate intrusive|||Y|
