Stratno | Stratigraphic Name | Reference Id | Usage No |   Usage  | Page Number | Minimum Age Name | Maximum Age Name | Reference Comments | Numerical Age | Parent Units | Constituents | Related Units | Lithology 
160|Ahrberg Group|22705|6|Mentioned|Fig.1 p790, p802|||Unconformable on Rocky Cape Group. Includes basal unit of sandy and conglomeratic turbidite sequence of rocks.|||||
160|Ahrberg Group|22802|6|Mentioned|p865||||||||
160|Ahrberg Group|23460|5|Briefly described|p169, 168|Early Cambrian|Neoproterozoic|Correlated with Togari Group.|||||
160|Ahrberg Group|23990|4|Described|p167|Neoproterozoic|Neoproterozoic||||||
160|Ahrberg Group|24604|6|Mentioned|p903|||Geological Province: Rocky Cape Block.|||||
160|Ahrberg Group|41908|6|Mentioned|p57||||||||
160|Ahrberg Group|42551|5|Briefly described|Map legend||||||||
160|Ahrberg Group|44135|4|Described|p7, p9-10|Mesoproterozoic|Mesoproterozoic|Basal proximal marine turbidite fan deposits, fining upwards into mudstone and cherty beds then into the fine-grained Savage Dolomite. Together with the Togari Group, overlies Rocky Cape Group.|||||
160|Ahrberg Group|60900|6|Mentioned|p896|||Suggested correlation with Oonah Formation.|||||
160|Ahrberg Group|61263|6|Mentioned|p469|||In northwest Tasmania.|||||
160|Ahrberg Group|61412|6|Mentioned|p4 Fig.1, p15, p32.||Neoproterozoic|Conglomerate (dominantly silicified quartzite clasts),sandstone/siltstone, dolomite/mudstone, basalt. Unconformably overlies Rocky Cape Group. Includes Savage Dolomite (correlated with Black River Dolomite of Togari Group) and Corinna Dolomite.|||||
160|Ahrberg Group|63250|5|Briefly described|p2 Fig. 1||||||||
160|Ahrberg Group|63674|6|Mentioned|Fig. 3 p8|Neoproterozoic|Neoproterozoic|Of Arthur Metamorphic Complex. Age between 750 and 542 Ma.|||||
160|Ahrberg Group|63675|6|Mentioned|p6, p10||Late Neoproterozoic|Correlate of the Togari Group.|||||
160|Ahrberg Group|67502|6|Mentioned|p16 Fig.1, 113. |Neoproterozoic|Neoproterozoic|Part of the Neoproterozoic shelf sequence, near Corinna W-SW TAS.|||||
160|Ahrberg Group|67655|5|Briefly described|p6, p10|||Togari Group correlates include Ahrberg Group, Timbs Group, Success Creek Group, Crimson Creek Group and Weld River Group. Metamorphosed equivalents of this unit flank the Bowry Formation.|||||
176|Ainslie Member|35466|3|Fully described|p20|Quaternary|Quaternary|Groundwater potential discussed p77. Of Waterhouse Formation.|||||
204|Akaroa Granodiorite|35826|3|Fully described|p135||||||||
204|Akaroa Granodiorite|35827|5|Briefly described|p30||||||||
204|Akaroa Granodiorite|61216|5|Briefly described|p43|||Medium- to coarse-grained granodiorite, medium dark gery with sparse small K-feldspar phenocrysts and rare larger ones; mineralised with mainly pyrite, pyrrhotite?-chalcopyrite and molybdenite.|||||
336|Altmoor Sand|33358|4|Described|Table 1|||U.Pleist.|||||
352|Amber Formation|41695|6|Mentioned|Map legend|Paleozoic|||||||
352|Amber Formation|41795|4|Described|p63||||||||
352|Amber Formation|41815|6|Mentioned|Map legend|Devonian|||||||
352|Amber Formation|41896|6|Mentioned|p27|||Same as Amber Slate.|||||
352|Amber Formation|43250|6|Mentioned|Map Legend||Silurian|Of Eldon Group. Mainly mudstone and siltstone with minor sandstone and rare limestone; unit of fine-grained sandstone indicated.|||||
418|Anderson Bay Formation|35466|3|Fully described|p26|Holocene|Holocene|Groundwater potential discussed p78.|||||
424|Andersons Creek Ultramafic Complex|22627|6|Mentioned|p134|Cambrian|Cambrian||||||
424|Andersons Creek Ultramafic Complex|23850|5|Briefly described|p790 Fig. 5||||||||
424|Andersons Creek Ultramafic Complex|24216|4|Described|p813|Early Cambrian|Early Cambrian||||||
424|Andersons Creek Ultramafic Complex|30889|4|Described|p30|||See also p31-39.|||||
424|Andersons Creek Ultramafic Complex|37057|6|Mentioned|p505||||||||
424|Andersons Creek Ultramafic Complex|44135|5|Briefly described|p26, p50|Late Cambrian|Middle Cambrian|Elongate body fo serpentinite, pyroxenite and gabbro.|||||
424|Andersons Creek Ultramafic Complex|61216|6|Mentioned|p6 Fig. 1|Early Cambrian|Early Cambrian||||||
424|Andersons Creek Ultramafic Complex|61395|3|Fully described|p43-55,p59,p76,p80-84|Cambrian|Proterozoic|See also Anderson's Creek Ultramafic Complex (p25,p29,p33). See also p3 Fig. 1.2, p25. Part of basement sequence in Beaconsfield area.||||Is overlain by Dundas Group.|Mafic-ultramafic forearc rocks - serpentinised orthopyroxenite and norite, metamorphic and sedimentary rocks.
424|Andersons Creek Ultramafic Complex|63168|6|Mentioned|p73|||Of Summons et al (1981). Contains Tertiary chromite-rich sands; also nickeliferous laterite plus lateritic clay deposits have been recorded in association with this complex. |||||
424|Andersons Creek Ultramafic Complex|63433|5|Briefly described|p759|||Encloses the Settlers Schist fault blocks. |||||
424|Andersons Creek Ultramafic Complex|63635|5|Briefly described|p10 Fig. 4|Early Cambrian|Early Cambrian||||||
424|Andersons Creek Ultramafic Complex|65646|5|Briefly described|p4 Fig.1, p53, p58-59.|Middle Cambrian|Early Cambrian|Unconformably overlain by Dundas Group. Mainly serpentinised orthopyroxenite to pyroxenite. NW trending, elongate, upright fold-shaped body. Probable source of ultramafic clasts in Blyths Creek Formation and chromite in Salisbury Hill Formation.||245|||
461|Animal Creek Greywacke|23944|5|Briefly described|p1005 Fig 2|Cambrian|Cambrian|Overlain by the Que-Hellyer Volcanics.|||||
461|Animal Creek Greywacke|23945|5|Briefly described|p1038|||Underlies the host sequence for the Hellyer/Que River deposit contained within the Central Volcanic Complex.|||||
461|Animal Creek Greywacke|36788|6|Mentioned|Fig.22||||||||
461|Animal Creek Greywacke|36817|4|Described|p122||||||||
461|Animal Creek Greywacke|43128|5|Briefly described|Fig.6,p476||||||||
461|Animal Creek Greywacke|43131|4|Described|p571||||||||
461|Animal Creek Greywacke|43134|6|Mentioned|p621||||||||
461|Animal Creek Greywacke|43135|5|Briefly described|p651||||||||
461|Animal Creek Greywacke|43164|5|Briefly described|12, 13||Cambrian||||||
461|Animal Creek Greywacke|43245|5|Briefly described|Map Legend||Cambrian||||||
461|Animal Creek Greywacke|43777|6|Mentioned|p4||||||||
461|Animal Creek Greywacke|63238|5|Briefly described|p10, p19 Fig. 2|Middle Cambrian|Middle Cambrian|Of Mount Charter Gp.Under Que-Hellyer Volcs. Micaceous sst + underlying volcanoclastic sst-siltst. Discusses prev.work suggesting Mt Charter Gp condensed into Farrell Slates belt (p21). Appears as Animal Creek Gwacke in text of figures.See also p20 Fig. 3|||||
461|Animal Creek Greywacke|64395|5|Briefly described|p174 Fig. 8.|Middle Cambrian|Middle Cambrian|Within the Mount Read Volcanics. Greywacke is abbreviated to GW in figure.|||||
24161|Annakananda Formation|41908|3|Fully described|p45||||||||
24161|Annakananda Formation|42227|3|Fully described|p34|||Of Weld River Group. Relatively thin siliciclastic unit - sandstone, cobble-pebble conglomerate, dolomitic sandstone grading up into the overlying massive Gomorrah Dolomite.|||||
24161|Annakananda Formation|68243|6|Mentioned|p655|Neoproterozoic|Neoproterozoic|~ 25m thick. Age constrained by the Neoproterozoic parent Weld River Group.||Of the Weld River Group.|||
472|Ansons Bay Granite|37797|6|Mentioned|Fig.1|||Superseded by Ansons Bay Adamellite [advice from McClenaghan Feb95]|||||
472|Ansons Bay Granite|61216|5|Briefly described|p20 Fig. 7a|Middle Devonian|Middle Devonian|Presented as Ansons Bay only, in map of granites. Age: 384.3+/-2.4Ma. Previous Rb/Sr whole rock minimum age 366+/-26 Ma Part of the Blue Tier Batholith. Adamellite/granite pluton containing biotite and minor amounts of garnet and/or cordierite.|SHRIMP age 384.3 +/-2.4 Ma||||
472|Ansons Bay Granite|61723|5|Briefly described|p816, p810 Tb. 1, p822|Devonian|Devonian|Same unit as Ansons Bay Adamellite, probably supersedes it? Felsic syenogranite/monzogranite with accessory garnet and cordierite.  S-type granite. Age: 384.3+/-2.4Ma.|||||
472|Ansons Bay Granite|63540|5|Briefly described|Map legend|Devonian|Devonian|Of the Boobyalla Suite, Eddystone Batholith.  S-type granite, felsic, weakly to moderately fractionated, reduced. Name inferred from map legend.|||||
472|Ansons Bay Granite|66575|5|Briefly described|p943 Fig6, p951 Tb.2,|Frasnian|Givetian|S-Type; felsic, unfractionated; U-Pb SHRIMP age of 384 +/- 2 Ma. Inherited zircons discussed.|||||
31151|Anthony Road Andesite|43164|4|Described|15||Cambrian||||||
31151|Anthony Road Andesite|63238|5|Briefly described|p19 Fig. 2||||||||
506|Applebee Volcanics|36788|6|Mentioned|p24||||||||
39978|Archer Formation|24548|3|Fully described|p5|Cambrian|Cambrian|Max Thickness: 900ft. Greywacke, slate, subordinate greywacke and greywacke breccia. May be equivalent to all or part of the Dundas Group.|||||
73349|Arm Schist|63167|5|Briefly described|p37|Precambrian|Precambrian|Incorporated into Howell Group by Jennings (1963) but unclear whether or not the name remains in current usage?|||||
41025|Aroo Sequence|14235|4|Described|p53||||||||
41025|Aroo Sequence|61553|5|Briefly described|p605 Fig.4, pp612-613. |Middle Eocene|Early Eocene|This Sequence is marked by more frequent coal deposits, mostly thin caps to coarsening-upward progradations but including massive coals 10 m to 25 m thick.||||Overlies Bass Sequence. Is overlain by Flinders Sequence.|Coal, sandstone and shale.
647|Arthur Metamorphic Complex|22627|5|Briefly described|fig3p126, p124|Neoproterozoic|Mesoproterozoic||||||
647|Arthur Metamorphic Complex|22668|6|Mentioned|p18||||||||
647|Arthur Metamorphic Complex|22705|6|Mentioned|p791|||Includes the Bowry Formation.  Contains a granitoid with age: 777+/-7Ma.|||||
647|Arthur Metamorphic Complex|23191|6|Mentioned|Map Legend|Proterozoic|Proterozoic||||||
647|Arthur Metamorphic Complex|23326|4|Described|974|||Extensive amphibolite; garnet-bearing schist is less common.|||||
647|Arthur Metamorphic Complex|23460|4|Described|p167||||||||
647|Arthur Metamorphic Complex|24003|6|Mentioned|p267||||||||
647|Arthur Metamorphic Complex|24576|6|Mentioned|p726 Fig. 1||||||||
647|Arthur Metamorphic Complex|42551|5|Briefly described|Map legend|Late Precambrian|||||||
647|Arthur Metamorphic Complex|44135|5|Briefly described|p9, p33, p41|Late Cambrian|Early Cambrian|Name given to rocks comprising the Arthur Lineament. Consist in part of metamorphic equivalents of Rocky Cape Group and Oonah Formation rocks. Age: 510-494Ma.|||||
647|Arthur Metamorphic Complex|50327|6|Mentioned|p301 Fig. 1A, p305||||||||
647|Arthur Metamorphic Complex|60900|5|Briefly described|p885, p887 Fig. 1|Cryogenian|Cryogenian|Age: 777+/-7Ma (U-Pb SHRIMP).|||||
647|Arthur Metamorphic Complex|61216|5|Briefly described|p14 Fig. 6|Proterozoic|Proterozoic||||||
647|Arthur Metamorphic Complex|61395|5|Briefly described|p2 Fig. 1.1|Neoproterozoic|Neoproterozoic|See also p27 Fig. 3.2.|||||
647|Arthur Metamorphic Complex|61411|6|Mentioned|p3, p5 Fig.2||Proterozoic||||||
647|Arthur Metamorphic Complex|61412|6|Mentioned|p52.||Proterozoic||||||
647|Arthur Metamorphic Complex|61723|5|Briefly described|p808 Fig. 1||||||||
647|Arthur Metamorphic Complex|63167|5|Briefly described|p22|||Tectonic rather than stratigraphic name. Near north coast this includes Keith Metamorphics (with Keith Beds at Arthur River); Whyte Schist at southern end of complex. |||||
647|Arthur Metamorphic Complex|63250|5|Briefly described|p2 Fig. 1|Neoproterozoic|Mesoproterozoic||||||
647|Arthur Metamorphic Complex|63674|6|Mentioned|Fig. 3 p8||||||||
647|Arthur Metamorphic Complex|63675|6|Mentioned|Frontispiece, p7|Neoproterozoic|Neoproterozoic|Schist, phyllite, amphibolite and blueschist. Metamorphosed in Early Cambrian.|||||
647|Arthur Metamorphic Complex|64393|5|Briefly described|p78-79|Precambrian|Precambrian|Subdivided into 3: belt of phyllite+foliated quartzite in W; central greenschist-facies schist unit,+ subordinate amphibolite; quartz-muscovite rich schist, phyllite+foliated micaceous quartzite in E - more lithological detail included. In Smithton Basin.|||||
647|Arthur Metamorphic Complex|65653|6|Mentioned|p36 Fig.12.|Proterozoic|Proterozoic|Produces a NE-trending series of large deep-sourced magnetic anomalies.|||||
647|Arthur Metamorphic Complex|66190|6|Mentioned|p470 Fig. 1|Mesoproterozoic|Mesoproterozoic||||||
647|Arthur Metamorphic Complex|66575|6|Mentioned|p935 Fig1, p951 Tb.2, p960|Proterozoic|Proterozoic|Partial melting may have contributed to Devonian granites.|||||
647|Arthur Metamorphic Complex|67502|6|Mentioned|p16 Fig.1, p31, p41.|||Protolith age shown as ?Mesoproterozoic - ?Neoproterozoic.|||||
647|Arthur Metamorphic Complex|67655|5|Briefly described|p7, preface|Neoproterozoic|Neoproterozoic|Rocks which form the Arthur Lineament, NW Tasmania.|||Bowry Formation||pelitic, dolomitic and quartzose schist with interbanded amphibolite derived from tholeiitic volcanic and related intrusive rocks.
647|Arthur Metamorphic Complex|68253|6|Mentioned|p1008 Fig.1, p1009 Fig.2|Neoproterozoic|Neoproterozoic||||||
715|Ashley Basalt|24548|4|Described|p10|Tertiary|Tertiary|Fine-grained basalts. See also Map 46-88.|||||
715|Ashley Basalt|32627|6|Mentioned|p41|Tertiary|Tertiary|Of Wells (1957) in describing the Deloraine basalts. Widespread, dense, fine-grained, olivine-poor, amydaloidal, blue-grey rock. Includes the Exton Member.|||||
778|Austral Creek Siltstone|31174|6|Mentioned|Fig. 37|||See also Fig. 38. Part of Eldon Group.|||||
778|Austral Creek Siltstone|31648|6|Mentioned|Fig. 2|||Map|||||
778|Austral Creek Siltstone|31852|6|Mentioned|p720|||See Fig.5. Ludlovian.|||||
778|Austral Creek Siltstone|33839|5|Briefly described|p576||||||||
778|Austral Creek Siltstone|33853|6|Mentioned|Fig.1|||Dev.|||||
778|Austral Creek Siltstone|36817|6|Mentioned|p46||||||||
778|Austral Creek Siltstone|37727|4|Described|p36|||See also Fig.1.|||||
778|Austral Creek Siltstone|38070|6|Mentioned|Fig.8|||p96.|||||
778|Austral Creek Siltstone|40070|6|Mentioned|p18||||||||
778|Austral Creek Siltstone|41795|4|Described|p63|||Mapped by Taylor (1954) as Hill Shale between Keel and Florence Formations, but later defined in the Zeehan area as Austral Creek Formation (Gill and Banks 1950).|||||
778|Austral Creek Siltstone|41814|6|Mentioned|Map legend|Silurian|||||||
778|Austral Creek Siltstone|41896|6|Mentioned|p27||||||||
778|Austral Creek Siltstone|42551|6|Mentioned|Map legend||||||||
778|Austral Creek Siltstone|42604|6|Mentioned|p9||||||||
778|Austral Creek Siltstone|43547|14|Not recorded|Table p158|Ludlow|Wenlock|Part of Eldon Group (Upper Wenlock-Ludlow).|||||
778|Austral Creek Siltstone|44135|5|Briefly described|p11, p21|||Of the Eldon Group. Overlies Keel Quartzite; underlies Florence Quartzite. Max. thickness: 60m. Thin bedded grey and green-grey siltstone and fine quartzite in the Duck Creek Syncline; mudstone in Zeehan area.|||||
778|Austral Creek Siltstone|63170|5|Briefly described|p224, p225 Fig. 6.12|Wenlockian|Wenlockian|Of Blissett (1962b) who defined it as a mudstone unit between Keel and Florence Quartzites. Of the Eldon Group - originally the top 60m of Keel Quartzite (Eldon Group); underlies Florence Quartzite. Thickness: 60m. In the Western Tasmania Terrane.|||||
830|Babel Island Granite|42726|5|Briefly described|map legend|Middle Devonian|||||||
830|Babel Island Granite|63540|5|Briefly described|Map legend|Devonian|Devonian|Of the Boobyalla Suite. S-type, felsic granite; strongly fractionated, reduced. Name implied from map legend.|||||
830|Babel Island Granite|66575|5|Briefly described|p935 Fig1, p958,|||Of Babel Island Suite. S-Type, fractionated.|||||
31557|Babel Island Suite|42726|5|Briefly described|map legend||Middle Devonian||||||
31557|Babel Island Suite|44093|5|Briefly described|p222 App. 1|Early Devonian|Early Devonian||||||
31557|Babel Island Suite|44105|4|Described|p265, p261|||Equigranular alkali-feldspar granite, containing garnet, cordierite and andalusite. Occurs in mainland Tasmania and Furneaux Islands.|||||
31557|Babel Island Suite|66575|5|Briefly described|p958,|||Includes Mount William Granite, Babel Island Granite. Fractionated, S-type.|||||
847|Back Creek Slate|40136|6|Mentioned|p16||||||||
30392|Back Peak Beds|43131|5|Briefly described|p569, 576|||Should be Back Peak beds.|||||
29232|Badger Head Group|23850|5|Briefly described|p790 Fig. 5|Proterozoic|||||||
29232|Badger Head Group|24216|4|Described|p810|Proterozoic|Proterozoic|Topographically high polydeformed turbidite package. Structurally overlies Port Sorrell Formation.|||||
29232|Badger Head Group|30887|6|Mentioned|Map legend|Proterozoic|Proterozoic||||||
29232|Badger Head Group|30889|3|Fully described|p14|||See also p15-20.|||||
29232|Badger Head Group|31195|6|Mentioned|Map legend|Proterozoic|Proterozoic||||||
29232|Badger Head Group|33839|5|Briefly described|p567||||||||
29232|Badger Head Group|37057|6|Mentioned|p505||||||||
29232|Badger Head Group|38157|6|Mentioned|p286||||||||
29232|Badger Head Group|60900|5|Briefly described|p887 Fig. 1, p893||||||||
29232|Badger Head Group|61216|5|Briefly described|p6 Fig. 1|Proterozoic|Proterozoic|Age: pre-777Ma.|||||
29232|Badger Head Group|61395|3|Fully described|p76-89|Proterozoic|Proterozoic| Age: <777Ma. Resemble rocks of Burnie Formation and Mathinna Gp. See also p1, p26 Fig. 3.1,p91,p94,p96|||||Metasediments/turbidites - well bedded monotonous alternation of quartzwacke and siltstone, and slaty mudstone, moderately well sorted.
29232|Badger Head Group|63635|5|Briefly described|p10 Fig. 4|Proterozoic|Proeterozoic|Age: <777Ma. |||||
29232|Badger Head Group|63675|6|Mentioned|Frontispiece, p5|Neoproterozoic|Neoproterozoic|Quartzwacke turbidite sequence.|||||
29232|Badger Head Group|63890|6|Mentioned|p6, p23|Precambrian|Precambrian|Mentioned in terms of correlation with Precambrian rock types.|||||
29232|Badger Head Group|65646|6|Mentioned|p4 Fig.1.|Proterozoic|Proterozoic|Pre-777 Ma.||11|||
29232|Badger Head Group|66575|5|Briefly described|p934, p935 Fig1, p951 Tb.2,|Cryogenian|Cryogenian|Proterozoic turbidites; detrital zircon max depositional age of ~1070 Ma.|||||
29232|Badger Head Group|67655|6|Mentioned|preface|Neoproterozoic|Neoproterozoic|Presented as Quartzwacke turbidite sequences (Burnie-Oonah Fm, Badger Head Group and correlates).|||||
916|Bakes Oil Shale|24547|6|Mentioned|p9|||Same as Tasmanite Oil Shale (Newton, 1875).|||||
916|Bakes Oil Shale|37065|5|Briefly described|p29||||||||
941|Bald Hill Complex|37044|6|Mentioned|p195||||||||
40970|Balfour Subgroup|63250|5|Briefly described|p3 Fig. 2, p8|Mesoproterozoic|Mesoproterozoic|Of the Rocky Cape Group. |||||
40970|Balfour Subgroup|67502|4|Described|p24-27 and throughout||Neoproterozoic|Redefined in this article. ~3500 m thick. Divided into 4 Formations. Composite type section. Approximately equivalent to "Balfour slates and sandstones" (Ward et al. 1911). Geochemical data. Lithologically diverse with rapid lateral facies changes, deposition in compartmentalised sedimentary system influenced by syn-sedimentary growth faulting. See Balfour slates and sandstones in this paper.||Rocky Cape Group|Skinners Flat Siltstone, Cassiterite Creek Quartzite, Emmetts Creek Shale, Looneys Flat Siltstone.|Conformably overlies the Lagoon River Quartzite, conformably underlies the Cowrie Siltstone.|Includes interbedded planar to wavy laminated and cross-bedded siliceous sandstone and siltstone, carbonaceous pyritic siltstone and shale, quartzarenite and green chloritic siltstone.
1115|Barn Bluff Conglomerate|36817|4|Described|p57|||Type section given on p52.|||||
1122|Barnbougle Member|35466|4|Described|p26|Holocene|Holocene|Groundwater potential discussed p78. Of Anderson Bay Formation.|||||
1128|Barnetts Member|23837|5|Briefly described|p441|Triassic|Triassic|Of Springs Sandstone. Geological Province: Tasmania Basin.|||||
1128|Barnetts Member|30155|6|Mentioned|p465||||||||
1128|Barnetts Member|31760|6|Mentioned|p18|||Unit of Springs Sandstone|||||
1128|Barnetts Member|31780|6|Mentioned|p14||||||||
1128|Barnetts Member|41895|6|Mentioned|p12|||Includes coal measures sequence, Cygnet Coal Measures.|||||
1128|Barnetts Member|63868|4|Described|p18 Fig. 1B and D, p23 Fig. 3|Early Triassic||Lower member of Springs Sandstone. Overlies Cygnet Coal Measures. Thickness: ~55m. Feldspathic sandstone. Also referred to as Barnetts Sandstone - names used interchangeably and unclear which takes precedence.|||||
1190|Barrington Chert|22627|6|Mentioned|p128|Cambrian|Cambrian||||||
1190|Barrington Chert|24216|6|Mentioned|p815||||||||
1190|Barrington Chert|24604|5|Briefly described|p907 Fig. 4|Neoproterozoic|Neoproterozoic||||||
1190|Barrington Chert|35791|5|Briefly described|p227|||Refs Burns(1964). 1 of 5 major strat.units in Cambrian Dial Range Trough.|||||
1190|Barrington Chert|36788|3|Fully described|p17||||||||
1190|Barrington Chert|42891|5|Briefly described|Fig.3 P300||||||||
1190|Barrington Chert|42972|5|Briefly described|p172||||||||
1190|Barrington Chert|43191|6|Mentioned|p39,41.|||Correlate of Success Creek Group?.|||||
1190|Barrington Chert|43777|6|Mentioned|p7||||||||
1190|Barrington Chert|44135|5|Briefly described|p25|Middle Cambrian|Early Cambrian|Together with Motton Spilite, originally believed to be autochthonous units overlying Cateena Group; now considered to be oldest units in the post-Burnie Formation sequence. Geological province: Dial Range Trough and Fossey Mountains Trough.|||||
1190|Barrington Chert|61395|5|Briefly described|p93|Cambrian|Cambrian|Contains sponge spicules, radiolarian-like tests (both indicating a Cambrian age) and unspecified microspherules.|||||
1190|Barrington Chert|61411|6|Mentioned|p4 Fig.1.||Late Neoproterozoic|Grey to black, thinly laminated to bedded chert.|||||
1190|Barrington Chert|61412|6|Mentioned|p4 Fig.1. ||Late Neoproterozoic|Grey to black, thinly laminated to bedded chert.|||||
1190|Barrington Chert|63168|5|Briefly described|p53, p68, p80|Cambrian|Cambrian|Of Jennings et al (1959) and Burns (1964). Overlies Motton Spillite. Thickness: ~1000m. Geological Province: Dial Range Trough-Fossey Mountain Trough. Various lithologies described.|||||
1190|Barrington Chert|63169|6|Mentioned|p157||||||||
1190|Barrington Chert|63170|5|Briefly described|p192|Cambrian|Cambrian|Forms some of the clasts within Duncan Conglomerate.|||||
1190|Barrington Chert|63249|5|Briefly described|p2, p4 Tb. 1|||Thickness: 600m. Geological Province: Fossey Mountain Trough (Dundas Trough). Pure, finely laminated to brecciated black, red and grey chert, interbedded with some greywacke and chert conglomerate units. See also the informal Barrington chert. |||||
1190|Barrington Chert|63612|6|Mentioned|p13|||In the Sheffield-Penguin area.|||||
1190|Barrington Chert|63675|6|Mentioned|p7|Cambrian|Cambrian|Early Cambrian age: 515-510 Ma. Deep marine chert sequences.|||||
1190|Barrington Chert|67655|6|Mentioned|p7|||Chert sequences of possible deep marine origin.|||||
41024|Bass Megasequence|14235|4|Described|p48||||||||
41024|Bass Megasequence|61553|5|Briefly described|p608.|Late Early Eocene|Middle Campanian|This name appears to be used interchangeably with Bass Sequence in this article. Roughly correlative to the Middle Eastern View Coal Measures|||Includes Furneaux, Tilana and Narimba Sequences.||
1238|Bass Pyramid Granite|42726|5|Briefly described|map legend|Middle Devonian|||||||
1238|Bass Pyramid Granite|63540|5|Briefly described|Map legend|Devonian|Devonian|S?-type, felsic granite. Name implied from map legend.|||||
1258|Battery Hills Granite|42726|5|Briefly described|map legend|Middle Devonian|||||||
23367|Baxter Formation (Tas)|42425|5|Briefly described|Table 2 P140, P145|||Compare with Baxter Formation, Victoria. Is State wrong? Prob. not. Name invalidly reserved for Tas.|||||
35843|Beaconsfield Ultramafic Complex|23326|5|Briefly described|974|Cambrian|Cambrian|Ophiolitic rocks.|||||
35843|Beaconsfield Ultramafic Complex|24576|6|Mentioned|p726 Fig. 1||||||||
1383|Beecraft Megabreccia|35791|5|Briefly described|p227|||Refs Burns(1964). 1 of 5 major strat.units in Cambrian Dial Range Trough.|||||
1383|Beecraft Megabreccia|36046|6|Mentioned|p353||||||||
1383|Beecraft Megabreccia|36788|6|Mentioned|p24||||||||
1383|Beecraft Megabreccia|43777|6|Mentioned|p7||||||||
1383|Beecraft Megabreccia|44135|5|Briefly described|p26|||Unconformably overlies Burnie Formation on coast near Penguin. Thickness: ~150m. Blocks of chert and other lithologies in a matrix of lithic wacke and conglomerate. Geological Province: Dial Range Trough.|||||
