Stratno | Stratigraphic Name | Entity Number | Province Name 
24491|Second Plain Creek Member|20306|Mount Painter Block
16735|Sellick Hill Formation|22352|Stansbury Basin
16761|Serle Conglomerate|20306|Mount Painter Block
16795|Shanahan Conglomerate Member|20306|Mount Painter Block
16797|Shannon Formation|22078|Amadeus Basin
73297|Sherbrook Supersequence|436513|Otway Basin
73296|Shipwreck Supersequence|436513|Otway Basin
25481|Skillogalee Dolomite|20306|Mount Painter Block
25481|Skillogalee Dolomite|42518|Gawler Craton
17007|Smith Bay Shale|22352|Stansbury Basin
17047|Snowtown Sands|20406|St Vincent Basin
29819|South Lake Gabbro|407427|Christie Domain
17118|South Maslin Sand|20406|St Vincent Basin
76960|Sprigg|20306|Mount Painter Block
24502|St Peter Suite|42518|Gawler Craton
26147|Stairway Sandstone|22078|Amadeus Basin
17270|Stansbury Limestone|22352|Stansbury Basin
17357|Stokes Bay Sandstone|22352|Stansbury Basin
35325|Strathearn Group|408445|Olary Domain
17451|Stuart Range Formation|22115|Officer Basin
17451|Stuart Range Formation|40671|Arckaringa Basin
17451|Stuart Range Formation|547728|Billa Kalina Basin
35722|Suite 6|20306|Mount Painter Block
17531|Sundown Group|20331|Curnamona Province
17624|Table Hill Volcanics|22115|Officer Basin
17624|Table Hill Volcanics|468269|Kalkarindji Igneous Province
17694|Talisker Formation|22352|Stansbury Basin
22945|Tanana Formation|22115|Officer Basin
26161|Tandanya Sand Member|20406|St Vincent Basin
17814|Tapley Hill Formation|20306|Mount Painter Block
17814|Tapley Hill Formation|42518|Gawler Craton
17845|Tarcoola Formation|42771|Wilgena Domain
22952|Tarella Silt|20406|St Vincent Basin
22953|Tarlina Sandstone|22115|Officer Basin
22961|Teizi Anorthosite|467262|Musgrave Province
17933|Telford Gravel|20306|Mount Painter Block
17933|Telford Gravel|42518|Gawler Craton
17959|Tent Hill Formation|42518|Gawler Craton
17992|Terrapinna Granite|20306|Mount Painter Block
17992|Terrapinna Granite|20331|Curnamona Province
18082|Thorndale Composite Gneiss|408445|Olary Domain
40872|Thorndale Composite Gneiss, Clevedale Migmatite, Mulculca Formation, Ednas Gneiss, Redan Gneiss|20331|Curnamona Province
67983|Throoka Silt|20406|St Vincent Basin
26941|Tickera Granite|513114|Olympic Domain
24522|Tidnamurkuna Volcanics|42518|Gawler Craton
18197|Tindelpina Shale Member|20306|Mount Painter Block
18197|Tindelpina Shale Member|20331|Curnamona Province
18227|Tirari Formation|529801|Lake Eyre Basin
29838|Tommie Wattie Formation|408445|Olary Domain
75082|Toraminga Formation|408445|Olary Domain
18473|Tortachilla Limestone|20406|St Vincent Basin
18515|Townsend Quartzite|22115|Officer Basin
18532|Trainor Hill Sandstone|22115|Officer Basin
27591|Tregolana Shale Member|42518|Gawler Craton
18582|Trezona Formation|20306|Mount Painter Block
26184|Truro Volcanics|20533|Delamerian Orogen
26184|Truro Volcanics|22352|Stansbury Basin
26284|Tuit Member|20406|St Vincent Basin
25681|Tuketja Member|20406|St Vincent Basin
18694|Tunkalilla Formation|22352|Stansbury Basin
35382|Tunkillia Suite|407427|Christie Domain
75788|Twenty Mile Hill Member|20306|Mount Painter Block
75788|Twenty Mile Hill Member|42518|Gawler Craton
28298|Uley Formation|20936|Eucla Basin
28298|Uley Formation|34853|Polda Basin
27596|Ulupa Siltstone|20306|Mount Painter Block
27596|Ulupa Siltstone|20331|Curnamona Province
18806|Umberatana Group|20306|Mount Painter Block
18806|Umberatana Group|42518|Gawler Craton
23088|Ungoolya Group|22115|Officer Basin
23088|Ungoolya Group|42518|Gawler Craton
35723|Unit 3|20306|Mount Painter Block
18976|Urana Formation|550809|Ivanhoe Trough
18976|Urana Formation|556736|Lachlan Orogen
18981|Uranno Microgranite|42518|Gawler Craton
18983|Uratanna Formation|20306|Mount Painter Block
19120|Village Well Formation|20306|Mount Painter Block
29929|Waitoona beds|22115|Officer Basin
24069|Walkandi Formation|529549|Pedirka Basin
23126|Wallaroo Group|39712|Olympic Copper Gold Metallogenic Province
23126|Wallaroo Group|513114|Olympic Domain
34770|Wallatinna Member|22115|Officer Basin
19323|Wallumbilla Formation|27354|Surat Basin
68095|Walparuta Formation|408445|Olary Domain
39163|Wandearah Formation|513114|Olympic Domain
24076|Wangary Gneiss|407482|Coulta Domain
73298|Wangerrip Supersequence|436513|Otway Basin
19410|Wangkonda Formation|22352|Stansbury Basin
19426|Wantapella Volcanics|22115|Officer Basin
19430|War Loan beds|20331|Curnamona Province
24560|Waraco Limestone|20331|Curnamona Province
39175|Wardang Volcanics Member|513114|Olympic Domain
19462|Warina Sand|536552|Murray Basin
29118|Warragee Member|20306|Mount Painter Block
23149|Warrindi Silt|20406|St Vincent Basin
25753|Warrow Quartzite|407482|Coulta Domain
19560|Watchie Sandstone|547728|Billa Kalina Basin
29126|Wattleowie Granite|20306|Mount Painter Block
29126|Wattleowie Granite|20331|Curnamona Province
75083|Waukaloo Formation|408445|Olary Domain
19649|Wearing Dolomite Member|20306|Mount Painter Block
39164|Weetulta Formation|513114|Olympic Domain
24094|Wertigo Granite|42773|Spencer Domain
19796|Westbourne Formation|27354|Surat Basin
73301|Whalers Bluff Supersequence|436513|Otway Basin
75084|Whey Whey Formation|408445|Olary Domain
19868|Whidbey Granite|407482|Coulta Domain
19901|White Point Conglomerate|22352|Stansbury Basin
24632|White Well Granite|20331|Curnamona Province
24632|White Well Granite|42518|Gawler Craton
19958|Wiabuna Formation|20936|Eucla Basin
19958|Wiabuna Formation|42518|Gawler Craton
26214|Wigunda Formation|22356|Bight Basin
26214|Wigunda Formation|27358|Duntroon Sub-basin
35691|Wilari Dolomite Member|22115|Officer Basin
68798|Wilcolo Sandstone Member|42518|Gawler Craton
20023|Wilgena Hill Jaspilite|42771|Wilgena Domain
20045|Wilkawillina Limestone|20306|Mount Painter Block
20045|Wilkawillina Limestone|529788|Arrowie Basin
25626|Willalinchina Sandstone|547728|Billa Kalina Basin
39177|Willamulka Volcanics Member|513114|Olympic Domain
26216|Willawortina Formation|464193|Callabonna Sub-basin
26216|Willawortina Formation|529801|Lake Eyre Basin
75703|Willouran Creek Member|20306|Mount Painter Block
20135|Willyama Supergroup|20331|Curnamona Province
20148|Wilpena Group|20306|Mount Painter Block
20148|Wilpena Group|42518|Gawler Craton
20155|Wilson Bluff Limestone|20936|Eucla Basin
24109|Wimma Sandstone Member|529302|Eromanga Basin
24109|Wimma Sandstone Member|529511|Cooper Basin
20250|Winnambool Formation|536552|Murray Basin
24633|Winnitinny Creek Member|20306|Mount Painter Block
20268|Winton Formation|529302|Eromanga Basin
20268|Winton Formation|550572|Carpentaria Basin
20277|Winulta Formation|22352|Stansbury Basin
20277|Winulta Formation|42518|Gawler Craton
27617|Wipajiri Formation|529801|Lake Eyre Basin
35880|Wiperaminga Subgroup|408445|Olary Domain
24579|Wirrawilka Beds|20331|Curnamona Province
20300|Wirrealpa Limestone|20331|Curnamona Province
20300|Wirrealpa Limestone|529788|Arrowie Basin
26332|Wirriecurrie Granite|42518|Gawler Craton
26332|Wirriecurrie Granite|42778|Peake and Denison Domain
20307|Wirrildar beds|22115|Officer Basin
24581|Wisanger Basalt|20406|St Vincent Basin
39170|Wokurna Member|513114|Olympic Domain
68099|Woman-in-White Amphibolite|408445|Olary Domain
20402|Wombat Sandstone Member|27358|Duntroon Sub-basin
25645|Wonoka Formation|20306|Mount Painter Block
20524|Woodnamoka Phyllite|20306|Mount Painter Block
76224|Wookata Shale Member|20306|Mount Painter Block
20550|Woolcalla Dolomite Member|42518|Gawler Craton
27940|Woolshed Flat Shale|20306|Mount Painter Block
20586|Wooltana Volcanics|20306|Mount Painter Block
27258|Wortupa Quartzite|20306|Mount Painter Block
24585|Worumba Dolomite Beds|20331|Curnamona Province
20650|Wright Hill Formation|22115|Officer Basin
20670|Wunghnu Group|536552|Murray Basin
20670|Wunghnu Group|556736|Lachlan Orogen
74643|Wynbring Granite|407427|Christie Domain
20730|Wywyana Formation|20306|Mount Painter Block
20745|Yagdlin Phyllite|20306|Mount Painter Block
26243|Yarle Sandstone|20936|Eucla Basin
20893|Yarrawurta Shale|529788|Arrowie Basin
20962|Yerelina Subgroup|20331|Curnamona Province
20964|Yerila Granite|20306|Mount Painter Block
20964|Yerila Granite|20331|Curnamona Province
36882|Younger Granite Suite|20306|Mount Painter Block
30608|Younger Lincoln Supersuite|42518|Gawler Craton
24146|Yunta Well Leucogranite|42518|Gawler Craton
21070|Yuruga Formation|22352|Stansbury Basin
73060|altered gneissic granulite 73060|467262|Musgrave Province
73059|felsic granulite 73059|467262|Musgrave Province
73058|intermediate granulite 73058|467262|Musgrave Province
73057|mafic granulite 73057|467262|Musgrave Province
73061|quartzite, conglomerate 73061|467262|Musgrave Province
