Stratno | Stratigraphic Name | Reference Id | Usage No |   Usage  | Page Number | Minimum Age Name | Maximum Age Name | Reference Comments | Numerical Age | Parent Units | Constituents | Related Units | Lithology 
98|Adaminaby Group|24383|6|Mentioned|p88 Fig.57|||Geological Province: Lachlan Fold Belt|||||
98|Adaminaby Group|24463|5|Briefly described|p319|||Overlain by Sofala Volcanics.  Geological Province: Lachlan Fold Belt.|||||
98|Adaminaby Group|24551|5|Briefly described|p96, p100|Middle Ordovician|Early Ordovician|Only includes Pinnak Sandstone in Victoria.|||||
98|Adaminaby Group|24575|5|Briefly described|p711|Middle Ordovician|Early Ordovician|Geological Province: Lachlan Fold Belt|||||
98|Adaminaby Group|24576|5|Briefly described|p727|Middle Ordovician|Early Ordovician|Geological Province: Lachlan Fold Belt|||||
98|Adaminaby Group|42294|4|Described|p24|||Intended as a redefinition to replace Adaminaby beds.|||||
98|Adaminaby Group|42712|4|Described|5, 12, 19|Late Ordovician|Early Ordovician|Previously called the Triangle Group. Overlain by and interfingers with Rockley Volcanics.|||||
98|Adaminaby Group|43233|5|Briefly described|Map Legend||Early Ordovician||||||
98|Adaminaby Group|43312|5|Briefly described|Map Legend||||||||
98|Adaminaby Group|43313|5|Briefly described|Map Legend||||||||
98|Adaminaby Group|43314|5|Briefly described|Map Legend||Early Devonian||||||
98|Adaminaby Group|43315|5|Briefly described|Map Legend|Early Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|43494|5|Briefly described|p8, p15|Ordovician|Ordovician|Consists of slaty white and purplish siltstone and fine-grained massive quartz sandstone, with some siltstone. Overlain by the Tucklan Formation.|||||
98|Adaminaby Group|43633|5|Briefly described|p17||Early Ordovician||||||
98|Adaminaby Group|43639|5|Briefly described|Map Legend||Ordovician||||||
98|Adaminaby Group|43642|5|Briefly described|Map Legend|Ordovician|Ordovician|Consists of quartz sandstone, siltstone, slate, phyllite, black carbonaceous slate, chert.|||||
98|Adaminaby Group|43654|5|Briefly described|Map Legend|Ordovician|Ordovician|Quartz sandstone, siltstone, slate phyllite, black carbonaceous slate, shale.|||||
98|Adaminaby Group|43782|5|Briefly described|Map Legend|Darriwilian|Yapeenian||||||
98|Adaminaby Group|44093|5|Briefly described|p50|Ordovician|Ordovician|See also p189 and 190 Appendix 1.|||||
98|Adaminaby Group|44184|5|Briefly described|Map Legend||Early Ordovician||||||
98|Adaminaby Group|44185|5|Briefly described|Map legend.|Ordovician|Ordovician||||Includes Pinnak Sandstone.||
98|Adaminaby Group|44187|5|Briefly described|Map Legend||Early Ordovician||||||
98|Adaminaby Group|50230|5|Briefly described|Map legend|Ordovician|Ordovician|Sandstone and siltstone.  Includes the Beacons Hill Chert.  Overlain by the Bendoc Group.|||||
98|Adaminaby Group|50231|5|Briefly described|Map Legend|Late Ordovician|Middle Ordovician|Includes: Beacons Hill Chert.  Underlies: Bendoc Group.|||||
98|Adaminaby Group|50232|5|Briefly described|Map legend|Late Ordovician|Middle Ordovician|Contains the Nattery Chert.  Overlain by the Bendoc Group.|||||
98|Adaminaby Group|50233|5|Briefly described|Map Lagend|Gisbornian|Ordovician|Overlain by the Bendoc Group.|||||
98|Adaminaby Group|50234|5|Briefly described|Map Legend|Ordovician|Ordovician|Includes: Nattery Chert.|||||
98|Adaminaby Group|60503|5|Briefly described|p27, p28 Fig. 9|Early Ordovician|Early Ordovician|Includes Pinnak Sandstone and metamorphics. Turbidites; largely metamorphosed to schists and gneisses of biotite grade. Geological Province: Lachlan Fold Belt. See also p45 Tb. 2. |||||
98|Adaminaby Group|60504|5|Briefly described|Map Legend|Early Ordovician|Early Ordovician|Includes Pinnak Sandstone|||||
98|Adaminaby Group|60505|5|Briefly described|Map legend|Early Ordovician|Early Ordovician|Includes the Pinnak Sandstone|||||
98|Adaminaby Group|60506|5|Briefly described|Map legend|Early Ordovician|Early Ordovician|Includes the Pinnak Sandstone|||||
98|Adaminaby Group|60507|5|Briefly described|Map Legend|Early Ordovician|Early Ordovician|Includes the Pinnak Sandstone|||||
98|Adaminaby Group|60508|5|Briefly described|Map legend|Ordovician|Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|60536|6|Mentioned|p552||||||||
98|Adaminaby Group|60542|5|Briefly described|p45|Early Silurian|Early Ordovician|In ORBOST is represented by only the Pinnak Sandstone, also referred to as Hotham slates and Mallacoota beds. Geological Province: Lachlan Fold Belt. |||||
98|Adaminaby Group|60902|5|Briefly described|p859, p868|Early Ordovician|Early Ordovician|Includes Numeralla Chert. Craton-derived turbidites adjacent to Wagonga Group rocks. Overlain by Bendoc Group. Geological Province: Bega Terrane.|||||
98|Adaminaby Group|60904|5|Briefly described|p782|Middle Ordovician|Early Ordovician|Includes the Numeralla Chert. Sandstone.|||||
98|Adaminaby Group|61160|5|Briefly described|p44, p35 Tb. 5.2|||Geological Province: Lachlan Fold Belt.|||||
98|Adaminaby Group|61161|5|Briefly described|p78, p76-77 Fig 6.1|Middle Ordovician|Early Ordovicioan|Includes mainly Pinnak Sandstone. Also been called Hotham Group, Hotham slates and Mallacoota beds. Geol. Prov: Lachlan Fold Belt.|||||
98|Adaminaby Group|61163|5|Briefly described|p7, p38 Tb. 6.2|Ordovician|Ordovician|Overlain by Bendoc Group. Geological Province: Lachlan Fold Belt. Variously named Hotham slates, Pinnak Sandstone and Mallacoota beds in different parts of the eastern LFB.|||||
98|Adaminaby Group|61164|5|Briefly described|map legend|Middle Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61165|5|Briefly described|map legend|Middle Ordivician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61166|5|Briefly described|map legend|Middle Ordivician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61167|5|Briefly described|map legend|Middle Ordivician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61168|5|Briefly described|map legend|Late Ordivician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61169|5|Briefly described|map legend|Middle Ordovician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61170|5|Briefly described|map legend|Middle Ordovician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61171|5|Briefly described|map legend|Middle Ordovician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61172|5|Briefly described|map legend|Middle Ordovician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61173|5|Briefly described|map legend|Middle Ordovician|Early Ordivician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61174|5|Briefly described|map legend|Middle Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61175|5|Briefly described|map legend|Middle Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61176|5|Briefly described|map legend|Middle Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61177|5|Briefly described|map legend|Middle Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61178|5|Briefly described|map legend|Middle Ordovician|Early Ordovician|Includes Pinnak Sandstone.|||||
98|Adaminaby Group|61187|5|Briefly described|p4, p5 Fig.3, p26 Fig.2, p29 Fig.4. |Early Ordovician|Early Ordovician|Benambra Terrane. Correlative of Castlemaine Supergroup (Bendigo Zone, Melbourne Terrane).|||Includes Hotham beds and Pinnak Sandstone.||Mainly turbidite sandstones.
98|Adaminaby Group|61413|5|Briefly described|p7, p46, p82 Fig.103.|Early Ordovician|Early Ordovician|Suggested term for Early Ordovician turbidites in southeastern Lachlan Fold Belt.|||Includes Numeralla Chert.||Turbidites.
98|Adaminaby Group|61731|5|Briefly described|p1037, p1038 Fig.1c|Ordovician|Ordovician|Conformably overlain by Wagonga Group.|||||
98|Adaminaby Group|61762|6|Mentioned|p19 Fig. 2(a)||Ordovician||||||
98|Adaminaby Group|61964|5|Briefly described|p20|||Similar in age and lithology (quartz sandstone turbidite sequences) to Wagga Group but separated by the Gilmore Fault Zone. However, for this study these sequences have been mapped as Wagga Group pending further work. In the eastern Lachlan Orogen.|||||
98|Adaminaby Group|63283|5|Briefly described|p205, p206|Ordovician|Early Ordovician|Includes; Budhang Chert. Geological Province: Rockley-Gulgong Volcanic Belt and Kiandra Volcanic Belt.|||||
98|Adaminaby Group|63285|6|Mentioned|p275 Fig. 2|||Geological Province: Molong Volcanic Belt. Consists of quartz-rich sandstone, siltstone, minor siliceous siltstone and rare black mudstone.|||||
98|Adaminaby Group|63286|6|Mentioned|p294 Fig. 1|||Consists of quartz-rich sandstone, siltstone and chert.|||||
98|Adaminaby Group|63289|4|Described|p364, p369, p372, p374|Gisbornian|Darriwilian|Conformably overlian by Triangle Formation and Coombing Formation. Geol Province: Kiandra Volcanic Belt. Consists of metamorphosed quartz-rich turbidites. Age constrained by conodonts and graptolites. Multiply deformed. See p374 for petrological info.|||||
98|Adaminaby Group|63290|5|Briefly described|p388, p395, p396 Fig. 3|Middle Ordovician|Ordovician|Includes; Numeralla Chert, Chakola Formation. Overlain by Bendoc Group in eastern subprovince. Sandstones in group are matrix-rich, quartz-feldspar-mica sandstones.|||||
98|Adaminaby Group|63635|6|Mentioned|p39|||In NSW. Correlation between mainland Australia and Tasmania discussed.|||||
98|Adaminaby Group|64238|5|Briefly described|Map legend|Ordovician|Ordovician|Includes the Abercrombie Formation with its one sandstone member and 3 chert members.|||||
98|Adaminaby Group|64295|5|Briefly described|p198 Fig. 1, p199|Middle Ordovician|Early Ordovician||||||
98|Adaminaby Group|64826|5|Briefly described|p1037|Ordovician|Ordovician|Includes quartz-rich turbidites.|||||
98|Adaminaby Group|65900|5|Briefly described|p162||Ordovician|Tabberabbera Zone.  Turbidite, intruded by I-type granites.|||||
98|Adaminaby Group|65969|5|Briefly described|p3, p13|||Overlies Heathcote Volcanic Group. Metaturbidites.|||||
98|Adaminaby Group|66087|6|Mentioned|p3 Fig. 2, p4 Fig.3|Ordovician|Ordovician||||||
98|Adaminaby Group|66182|6|Mentioned|p323 Fig.5|Middle Ordovician|Early Ordovician|Turbidites.|||||
98|Adaminaby Group|66185|4|Described|p397, p396 Fig. 1|Late Ordovician|Early Ordovician|Backarc extensional setting. Thin quartz rich psammites (turbidites), minor black carbonaceous shale units. A thick package between the Wyangala Granite and the Reids Flat and Wywurri Granites.|||||
98|Adaminaby Group|66196|5|Briefly described|p616,617|Middle Ordovician|Early Ordovician|Turbidites. Overlies the Howqua Chert.|||||
98|Adaminaby Group|66300|5|Briefly described|p17, p23, p52, 64.|Ordovician|Ordovician|Eastern Lachlan Orogen.||||Intruded by Lockhart Igneous Complex, Touga Granite, Tullyangela Granite.|Turbiditic sedimentary rocks.
98|Adaminaby Group|66713|5|Briefly described|p3 Fig.2, p3, p5, p10|||Quartz-rich, turbiditic sedimentary rocks. Underlies the Bendoc Group. Includes Abercrombie Formation.|||||
98|Adaminaby Group|67322|4|Described|p2,p4 Fig.2,p5,p13,p15-16,p25,p28;Fig.5|Early Ordovician|Late Cambrian|Albury-Bega Terrane and Macquarie Arc. First named by Fairbridge (1953), according to Glen (1994); current definition dates from Glen et al. (1990). Green to grey-green laminated slates and siltstones interbedded with sandstones of variable thickness. Includes chert bearing fossils of late Darriwilian age. Has at least five distinct conodont-based zones. Maximum age from p20 Fig.5 (Strat. column). Occurs in the Cooma-Mallacoota region, and Sofala-Dunedoo-Mudgee and Canberra-Queanbeyan regions.|||Budhang, Mozart and Numeralla Cherts; Abercrombie, Pittman and Chakola Formations; Pinnak Sandstone.|Conformably overlain by the Coomber Formation and Bendoc Group. Equivalent to Pinnak Sandstone.|Turbiditic sandstone sequence punctuated by 2-3 prominent and regionally extensive chert-rich horizons, of which the lowermost is more sporadic, consisting of thinly bedded cherts, sometimes interlayered with turbiditic sandstones.
98|Adaminaby Group|67802|6|Mentioned|p28, p30|Middle Ordovician|Lower Ordovician|Tabberabbera Zone. Sediment derived from the south and west.||||Is overlain conformably by Bendoc Group.|A thick pile of turbidites.
98|Adaminaby Group|67803|4|Described|p34|Ordovician|Ordovician|This unit is split in two. The western half in the Wagga Basin is in situ. The eastern half (east of the Macquarie Arc) is allochthonous, constituting (with overlying shales) the Bega Terrane. Deposited as a submarine fan, draining the northern part of the Ross Orogen.|||||
98|Adaminaby Group|67849|4|Described|p21, p22, p23, p27, p30. |Middle Ordovician|Early Ordovician|Lachlan Orogen. Turbidite sequences. Dominant part of an westward-dipping accretionary complex in the Batemans Bay area. Kubler Index measurements show this unit experienced much the same metamorphic conditions as Wagonga Group. Underplating and associated metamorphism occurred c.460-440 Ma.||Unit in Narooma Accretionary Complex.||Conformably overlies, and interfingers with, Wagonga Group.|Includes sandstones and minor chert lenses.
98|Adaminaby Group|68255|4|Described|p1049-p1059, p106-p1064|Givetian|Ordovician|Lower to Middle Ordovician. Sequences within this unit have reached lower greenschist metamorphic grade. Intruded by the Buckenbowra Granodiorite around ca. 395.8 +/- 8.1 Ma.|< ca. 395.8 +/- 8.1 Ma|||Lenses of this group interfinger the Wagonga Group. Intruded by the Buckenbowra Granodiorite. Unconformably underlain by the Comerong Volcanics and Merrimbula Group.|Comprises a monotonous sequence of turbidites and minor black shale comprising well-bedded quartzose meta sandstone, meta siltstone and slate.
98|Adaminaby Group|68822|5|Briefly described|p334, p349, p351|||Overlain by an Upper Ordovician sequence. The youngest conodonts are Darriwilian 4-Gisbornian-1, based on the presence of Pygodus serra, P.anserinus and Periodon aculeatus.|||Includes the Pinnak Sandstone.|Overlain by the Bendoc Group.|
98|Adaminaby Group|69002|6|Mentioned|p13|||||||Overlain by the Bendock Group.|
98|Adaminaby Group|69159|5|Briefly described|Map legend|Ordovician|Ordovician||||Includes Abercrombie Formation.||
36801|Addiscot Formation|23778|1|Redefined|p679 App 1|Early Oligocene|Late Eocene|Of Demons Bluff Group. Overlying unit Angahook Formation. Underlying unit Anglesea Formation. Torquay Basin.|||||
37625|Adjie Granodiorite|23309|6|Mentioned|Table 4.1, App 1|||G105, I-type.|||||
37625|Adjie Granodiorite|24133|3|Fully described|p67|Silurian|Silurian|Geological Province: Lachlan Fold Belt.|||||
37625|Adjie Granodiorite|24142|5|Briefly described|Map Legend|Silurian|Silurian|Geological Province: Lachlan Fold Belt.|||||
37625|Adjie Granodiorite|24143|5|Briefly described|Map Legend|Silurian|Silurian|Geological Province: Lachlan Fold Belt.|||||
37625|Adjie Granodiorite|24144|5|Briefly described|Map Legend|Silurian|Silurian|Geological Province: Lachlan Fold Belt.|||||
37625|Adjie Granodiorite|24145|5|Briefly described|Map Legend|Silurian|Silurian|Geological Province: Lachlan Fold Belt|||||
37625|Adjie Granodiorite|24146|5|Briefly described|Map Legend|Silurian|Silurian|Geological Province: Lachlan Fold Belt.|||||
37625|Adjie Granodiorite|68116|5|Briefly described|Appendix, Map 20.|Pridoli|Wenlock||||||Hornblende granodiorite: pale grey, medium to coarse grained; equigranular; minor pale pink K-feldspar; I-type; highly magnetic.
30073|Admiral Formation|13323|5|Briefly described|p393 Fig. 2|Turonian|Cenomanian|Of Emperor Subgroup (Latrobe Group). Fluvial sandstones and shallow lacustrine mudstones - blocky sandstones separated by shales. Overlain by Kipper Shale. Geol. Prov: Gippsland Basin. Partly laterally equivalent and overlying Kersop Arkose.|||||
30073|Admiral Formation|24090|5|Briefly described|p8 Fig.3|Cretaceous|Cretaceous|Geological Province: Gippsland Basin.|||||
30073|Admiral Formation|24407|5|Briefly described|p13 Fig.2|||Geological Province: Gippsland Basin|||||
30073|Admiral Formation|24551|5|Briefly described|p267, 476|||Of the Emperor Subgroup.  Overlies: Kersop Arkose.  Underlies: Kipper Shale.|||||
30073|Admiral Formation|61552|6|Mentioned|p583 Fig.2. |Late Cretaceous|Late Cretaceous|||Unit in Emperor Subgroup.|||
154|Agnes Formation|24551|6|Mentioned|p443||||||||
154|Agnes Formation|41868|6|Mentioned|p589||||||||
154|Agnes Formation|42827|6|Mentioned|p589||||||||
25757|Akuna Mudstone|22815|4|Described|p26|Late Ordovician||Equivalent to the Gungoandra Siltstone|||||
25757|Akuna Mudstone|22857|4|Described|p420 App. 1 Tb. A1.5||Late Ordovician|Of the Bendoc Group. Three lithofacies: top mudrock (mainly siltstone) - middle 30m of siliceous siltstone - basal 150m laminated mudrocks alternating with khaki mudstone. Max. thickness: 300m.|||||
25757|Akuna Mudstone|22876|6|Mentioned|p16||||||||
25757|Akuna Mudstone|22878|5|Briefly described|p33|Early Silurian|Late Ordovician||||||
25757|Akuna Mudstone|22968|6|Mentioned|P103|||Parent is Bendoc Group|||||
25757|Akuna Mudstone|23309|5|Briefly described|p60||Ordovician|Of Bendoc Group.|||||
25757|Akuna Mudstone|23615|3|Fully described|p20 Fig.6, p68|Late Ordovician|Late Ordovician|Of Bendoc Group.  Overlain by Yalmy Group, underlain by Warbisco Shale.  Thinly bedded dark grey and green siltstone.  Age: 500-438Ma - probably Middle to late Bolindian.  Geological Province: Lachlan Fold Belt.|||||
25757|Akuna Mudstone|24004|5|Briefly described|p275 Fig.2|Ordovician|Ordovician||||||
25757|Akuna Mudstone|24037|6|Mentioned|p425 Fig.2|Bolindian|Bolindian|Geological Province: Lachlan Fold Belt.|||||
25757|Akuna Mudstone|24133|3|Fully described|p38|||Parent: Bendoc Group.  Geological Province: Lachlan Fold Belt.|||||
25757|Akuna Mudstone|24551|4|Described|p106|Bolindian|Bolindian|Of Bendoc Group. Overlies by New Country Sandstone.|||||
25757|Akuna Mudstone|41570|4|Described|p93||||||||
25757|Akuna Mudstone|41585|6|Mentioned|p129||||||||
25757|Akuna Mudstone|42142|6|Mentioned|p587|||See also Fig.3|||||
25757|Akuna Mudstone|42627|5|Briefly described|Map legend|late Bolindian|||||||
25757|Akuna Mudstone|42647|2|Defined|p21|Early Silurian|Bolindian||||||
25757|Akuna Mudstone|42827|5|Briefly described|p93|||see also Table 4.1|||||
25757|Akuna Mudstone|43206|5|Briefly described|map legend|Llandovery|Bolindian|of Bendoc Group|||||
25757|Akuna Mudstone|43233|5|Briefly described|Map Legend|Llandovery|Bolindian|of Bendoc Group.|||||
25757|Akuna Mudstone|43314|5|Briefly described|Map Legend||Bolindian|of Bendoc Group.|||||
25757|Akuna Mudstone|43315|5|Briefly described|Map Legend||Bolindian|Of the Bendoc Group. Mudstone - laminated, well-bedded; siliceous siltstone, thin sandstone beds: purple, khaki and green-grey.|||||
25757|Akuna Mudstone|60541|5|Briefly described|p53-54, p35|Bolindian|Bolindian|Of the Bendoc Group. Green, grey and purple mudstones with thin interbedded sandstones. Conformably overlies Warbisco Shale; in faulted contact above with Yalmy Group, Sunlight Creek Formation and Pinnak Sandstone. Max. thickness: >300m. Geol.Prov: LFB.|||||
25757|Akuna Mudstone|60542|5|Briefly described|p12|Ordovician|Ordovician|Green shale.|||||
25757|Akuna Mudstone|61160|5|Briefly described|p48|Late Ordovician|Late Ordovician|Of the Bendoc Group. Geological Province: Lachlan Fold Belt.|||||
25757|Akuna Mudstone|61161|5|Briefly described|p31-32, p82|||Rock of the Bendoc Group similar to Akuna Mudstone in BUFFALO. Mostly pelagic and hemipelagic mudstone deposited in conditions that ranged from deep anoxic, to aerated, with burrowing organisms present. Overlies New Country Sandstone.|||||
